"old_path","new_path","sha256_before","sha256_after","size","classification","reason","reference_check","moved_at"
"E:\P45 프로젝트\=ro","E:\P45 프로젝트\90_ARCHIVE\20260821_FOLDER_HYGIENE\=ro","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","0","TEMP_CANDIDATE","ZERO_BYTE_ACCIDENTAL_ROOT_FILE_UNREFERENCED","ZERO_EXACT_PATH_OR_FILENAME_REFERENCES_OUTSIDE_INVENTORY","2026-08-21T15:55:30.6076559+09:00"
