round,date,main_1,main_2,main_3,main_4,main_5,main_6,bonus,second_prize_games,sales_amount_krw,price_per_game_krw,sold_lines,main_birthday_count,bonus_birthday_indicator,second_prize_tickets_json,second_prize_birthday_counts_json,x2,z2,share2_index,source_file,source_file_sha256
164,20060121,6,9,10,11,39,41,27,39,53052119000,1000,53052119,4,1,"[[9,10,11,27,39,41],[6,10,11,27,39,41],[6,9,11,27,39,41],[6,9,10,27,39,41],[6,9,10,11,27,41],[6,9,10,11,27,39]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.99794110014719672,downloads/official-1-1237/raw/api-0108.json,e1e859b8fef39c5e8bbff5a9f67da140e5e77ed9ee194d9db7afd8f87f5eff40
165,20060128,5,13,18,19,22,42,31,40,58088118000,1000,58088118,5,1,"[[13,18,19,22,31,42],[5,18,19,22,31,42],[5,13,19,22,31,42],[5,13,18,22,31,42],[5,13,18,19,31,42],[5,13,18,19,22,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.93479358377560107,downloads/official-1-1237/raw/api-0108.json,e1e859b8fef39c5e8bbff5a9f67da140e5e77ed9ee194d9db7afd8f87f5eff40
166,20060204,9,12,27,36,39,45,14,28,52157466000,1000,52157466,3,1,"[[12,14,27,36,39,45],[9,14,27,36,39,45],[9,12,14,36,39,45],[9,12,14,27,39,45],[9,12,14,27,36,45],[9,12,14,27,36,39]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.7287600973559567,downloads/official-1-1237/raw/api-0108.json,e1e859b8fef39c5e8bbff5a9f67da140e5e77ed9ee194d9db7afd8f87f5eff40
167,20060211,24,27,28,30,36,39,4,36,52744392000,1000,52744392,4,1,"[[4,27,28,30,36,39],[4,24,28,30,36,39],[4,24,27,30,36,39],[4,24,27,28,36,39],[4,24,27,28,30,39],[4,24,27,28,30,36]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.92655082648407439,downloads/official-1-1237/raw/api-0108.json,e1e859b8fef39c5e8bbff5a9f67da140e5e77ed9ee194d9db7afd8f87f5eff40
168,20060218,3,10,31,40,42,43,30,54,51496212000,1000,51496212,3,1,"[[10,30,31,40,42,43],[3,30,31,40,42,43],[3,10,30,40,42,43],[3,10,30,31,42,43],[3,10,30,31,40,43],[3,10,30,31,40,42]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.4235132479258863,downloads/official-1-1237/raw/api-0107.json,d8d6005355e102cac58b487ab95c1b57b39713f2431febf0bbb4bc722b723041
169,20060225,16,27,35,37,43,45,19,31,52076183000,1000,52076183,2,1,"[[19,27,35,37,43,45],[16,19,35,37,43,45],[16,19,27,37,43,45],[16,19,27,35,43,45],[16,19,27,35,37,45],[16,19,27,35,37,43]]","[2,2,3,3,3,3]",2.6666666666666665,-1.4666666666666672,0.80810089326247281,downloads/official-1-1237/raw/api-0107.json,d8d6005355e102cac58b487ab95c1b57b39713f2431febf0bbb4bc722b723041
170,20060304,2,11,13,15,31,42,10,27,49718245000,1000,49718245,5,1,"[[10,11,13,15,31,42],[2,10,13,15,31,42],[2,10,11,15,31,42],[2,10,11,13,31,42],[2,10,11,13,15,42],[2,10,11,13,15,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.73720965009927442,downloads/official-1-1237/raw/api-0107.json,d8d6005355e102cac58b487ab95c1b57b39713f2431febf0bbb4bc722b723041
171,20060311,4,16,25,29,34,35,1,19,50357474000,1000,50357474,4,1,"[[1,16,25,29,34,35],[1,4,25,29,34,35],[1,4,16,29,34,35],[1,4,16,25,34,35],[1,4,16,25,29,35],[1,4,16,25,29,34]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.51219189429557166,downloads/official-1-1237/raw/api-0107.json,d8d6005355e102cac58b487ab95c1b57b39713f2431febf0bbb4bc722b723041
172,20060318,4,19,21,24,26,41,35,19,50758266000,1000,50758266,5,0,"[[19,21,24,26,35,41],[4,21,24,26,35,41],[4,19,24,26,35,41],[4,19,21,26,35,41],[4,19,21,24,35,41],[4,19,21,24,26,35]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.50814757935190302,downloads/official-1-1237/raw/api-0107.json,d8d6005355e102cac58b487ab95c1b57b39713f2431febf0bbb4bc722b723041
173,20060325,3,9,24,30,33,34,18,63,52286521000,1000,52286521,4,1,"[[9,18,24,30,33,34],[3,18,24,30,33,34],[3,9,18,30,33,34],[3,9,18,24,33,34],[3,9,18,24,30,34],[3,9,18,24,30,33]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.6356630421060143,downloads/official-1-1237/raw/api-0107.json,d8d6005355e102cac58b487ab95c1b57b39713f2431febf0bbb4bc722b723041
174,20060401,13,14,18,22,35,39,16,26,52340568000,1000,52340568,4,1,"[[14,16,18,22,35,39],[13,16,18,22,35,39],[13,14,16,22,35,39],[13,14,16,18,35,39],[13,14,16,18,22,39],[13,14,16,18,22,35]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.67433849781683686,downloads/official-1-1237/raw/api-0107.json,d8d6005355e102cac58b487ab95c1b57b39713f2431febf0bbb4bc722b723041
175,20060408,19,26,28,31,33,36,17,48,50895147000,1000,50895147,4,1,"[[17,26,28,31,33,36],[17,19,28,31,33,36],[17,19,26,31,33,36],[17,19,26,28,33,36],[17,19,26,28,31,36],[17,19,26,28,31,33]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.2802886687801491,downloads/official-1-1237/raw/api-0107.json,d8d6005355e102cac58b487ab95c1b57b39713f2431febf0bbb4bc722b723041
176,20060415,4,17,30,32,33,34,15,40,50488528000,1000,50488528,3,1,"[[15,17,30,32,33,34],[4,15,30,32,33,34],[4,15,17,32,33,34],[4,15,17,30,33,34],[4,15,17,30,32,34],[4,15,17,30,32,33]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.0754997650159259,downloads/official-1-1237/raw/api-0107.json,d8d6005355e102cac58b487ab95c1b57b39713f2431febf0bbb4bc722b723041
177,20060422,1,10,13,16,37,43,6,30,50480325000,1000,50480325,4,1,"[[6,10,13,16,37,43],[1,6,13,16,37,43],[1,6,10,16,37,43],[1,6,10,13,37,43],[1,6,10,13,16,43],[1,6,10,13,16,37]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.80675589945191517,downloads/official-1-1237/raw/api-0107.json,d8d6005355e102cac58b487ab95c1b57b39713f2431febf0bbb4bc722b723041
178,20060429,1,5,11,12,18,23,9,44,49582758000,1000,49582758,6,1,"[[5,9,11,12,18,23],[1,9,11,12,18,23],[1,5,9,12,18,23],[1,5,9,11,18,23],[1,5,9,11,12,23],[1,5,9,11,12,18]]","[6,6,6,6,6,6]",6,1.8666666666666663,1.2046615075345344,downloads/official-1-1237/raw/api-0106.json,067f44f6c12aed8258861176d45035b9daacc5b2b898aa0beedfd1ca83899de0
179,20060506,5,9,17,25,39,43,32,53,47291694000,1000,47291694,4,0,"[[9,17,25,32,39,43],[5,17,25,32,39,43],[5,9,25,32,39,43],[5,9,17,32,39,43],[5,9,17,25,32,43],[5,9,17,25,32,39]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,1.521367155932287,downloads/official-1-1237/raw/api-0106.json,067f44f6c12aed8258861176d45035b9daacc5b2b898aa0beedfd1ca83899de0
180,20060513,2,15,20,21,29,34,22,35,48895477000,1000,48895477,5,1,"[[15,20,21,22,29,34],[2,20,21,22,29,34],[2,15,21,22,29,34],[2,15,20,22,29,34],[2,15,20,21,22,34],[2,15,20,21,22,29]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.97172280372681508,downloads/official-1-1237/raw/api-0106.json,067f44f6c12aed8258861176d45035b9daacc5b2b898aa0beedfd1ca83899de0
181,20060520,14,21,23,32,40,45,44,24,49124446000,1000,49124446,3,0,"[[21,23,32,40,44,45],[14,23,32,40,44,45],[14,21,32,40,44,45],[14,21,23,40,44,45],[14,21,23,32,44,45],[14,21,23,32,40,44]]","[2,2,2,3,3,3]",2.5,-1.6333333333333337,0.66321847171569126,downloads/official-1-1237/raw/api-0106.json,067f44f6c12aed8258861176d45035b9daacc5b2b898aa0beedfd1ca83899de0
182,20060527,13,15,27,29,34,40,35,44,47222594000,1000,47222594,4,0,"[[15,27,29,34,35,40],[13,27,29,34,35,40],[13,15,29,34,35,40],[13,15,27,34,35,40],[13,15,27,29,35,40],[13,15,27,29,34,35]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,1.2648699476356593,downloads/official-1-1237/raw/api-0106.json,067f44f6c12aed8258861176d45035b9daacc5b2b898aa0beedfd1ca83899de0
183,20060603,2,18,24,34,40,42,5,25,45938460000,1000,45938460,3,1,"[[5,18,24,34,40,42],[2,5,24,34,40,42],[2,5,18,34,40,42],[2,5,18,24,40,42],[2,5,18,24,34,42],[2,5,18,24,34,40]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.73876551368940102,downloads/official-1-1237/raw/api-0106.json,067f44f6c12aed8258861176d45035b9daacc5b2b898aa0beedfd1ca83899de0
184,20060610,1,2,6,16,20,33,41,31,45503351000,1000,45503351,5,0,"[[2,6,16,20,33,41],[1,6,16,20,33,41],[1,2,16,20,33,41],[1,2,6,20,33,41],[1,2,6,16,33,41],[1,2,6,16,20,41]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.92482881095943903,downloads/official-1-1237/raw/api-0106.json,067f44f6c12aed8258861176d45035b9daacc5b2b898aa0beedfd1ca83899de0
185,20060617,1,2,4,8,19,38,14,34,45783088000,1000,45783088,5,1,"[[2,4,8,14,19,38],[1,4,8,14,19,38],[1,2,8,14,19,38],[1,2,4,14,19,38],[1,2,4,8,14,38],[1,2,4,8,14,19]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.0081307752766699,downloads/official-1-1237/raw/api-0106.json,067f44f6c12aed8258861176d45035b9daacc5b2b898aa0beedfd1ca83899de0
186,20060624,4,10,14,19,21,45,9,46,45484428000,1000,45484428,5,1,"[[9,10,14,19,21,45],[4,9,14,19,21,45],[4,9,10,19,21,45],[4,9,10,14,21,45],[4,9,10,14,19,45],[4,9,10,14,19,21]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.3728975551808633,downloads/official-1-1237/raw/api-0106.json,067f44f6c12aed8258861176d45035b9daacc5b2b898aa0beedfd1ca83899de0
187,20060701,1,2,8,18,29,38,42,19,45855961000,1000,45855961,5,0,"[[2,8,18,29,38,42],[1,8,18,29,38,42],[1,2,18,29,38,42],[1,2,8,29,38,42],[1,2,8,18,38,42],[1,2,8,18,29,42]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.56247191068572311,downloads/official-1-1237/raw/api-0106.json,067f44f6c12aed8258861176d45035b9daacc5b2b898aa0beedfd1ca83899de0
188,20060708,19,24,27,30,31,34,36,33,45176242000,1000,45176242,5,0,"[[24,27,30,31,34,36],[19,27,30,31,34,36],[19,24,30,31,34,36],[19,24,27,31,34,36],[19,24,27,30,34,36],[19,24,27,30,31,36]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.99162365032487654,downloads/official-1-1237/raw/api-0105.json,ec45cf60556300e25c2698614a161d7cd7ea765a112ff33852a7980a5b2c8794
189,20060715,8,14,32,35,37,45,28,33,43650551000,1000,43650551,2,1,"[[14,28,32,35,37,45],[8,28,32,35,37,45],[8,14,28,35,37,45],[8,14,28,32,37,45],[8,14,28,32,35,45],[8,14,28,32,35,37]]","[2,2,3,3,3,3]",2.6666666666666665,-1.4666666666666672,1.0262832650153717,downloads/official-1-1237/raw/api-0105.json,ec45cf60556300e25c2698614a161d7cd7ea765a112ff33852a7980a5b2c8794
190,20060722,8,14,18,30,31,44,15,33,44864459000,1000,44864459,5,1,"[[14,15,18,30,31,44],[8,15,18,30,31,44],[8,14,15,30,31,44],[8,14,15,18,31,44],[8,14,15,18,30,44],[8,14,15,18,30,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.99851488234818564,downloads/official-1-1237/raw/api-0105.json,ec45cf60556300e25c2698614a161d7cd7ea765a112ff33852a7980a5b2c8794
191,20060729,5,6,24,25,32,37,8,23,44534869000,1000,44534869,4,1,"[[6,8,24,25,32,37],[5,8,24,25,32,37],[5,6,8,25,32,37],[5,6,8,24,32,37],[5,6,8,24,25,37],[5,6,8,24,25,32]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.70108503069808059,downloads/official-1-1237/raw/api-0105.json,ec45cf60556300e25c2698614a161d7cd7ea765a112ff33852a7980a5b2c8794
192,20060805,4,8,11,18,37,45,33,38,42035065000,1000,42035065,4,0,"[[8,11,18,33,37,45],[4,11,18,33,37,45],[4,8,18,33,37,45],[4,8,11,33,37,45],[4,8,11,18,33,45],[4,8,11,18,33,37]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,1.2271987684567633,downloads/official-1-1237/raw/api-0105.json,ec45cf60556300e25c2698614a161d7cd7ea765a112ff33852a7980a5b2c8794
193,20060812,6,14,18,26,36,39,13,20,43788477000,1000,43788477,4,1,"[[13,14,18,26,36,39],[6,13,18,26,36,39],[6,13,14,26,36,39],[6,13,14,18,36,39],[6,13,14,18,26,39],[6,13,14,18,26,36]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.62003069894392537,downloads/official-1-1237/raw/api-0105.json,ec45cf60556300e25c2698614a161d7cd7ea765a112ff33852a7980a5b2c8794
194,20060819,15,20,23,26,39,44,28,21,44511515000,1000,44511515,4,1,"[[20,23,26,28,39,44],[15,23,26,28,39,44],[15,20,26,28,39,44],[15,20,23,28,39,44],[15,20,23,26,28,44],[15,20,23,26,28,39]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.64045696939320085,downloads/official-1-1237/raw/api-0105.json,ec45cf60556300e25c2698614a161d7cd7ea765a112ff33852a7980a5b2c8794
195,20060826,7,10,19,22,35,40,31,66,44374725000,1000,44374725,4,1,"[[10,19,22,31,35,40],[7,19,22,31,35,40],[7,10,22,31,35,40],[7,10,19,31,35,40],[7,10,19,22,31,40],[7,10,19,22,31,35]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,2.0190696393048069,downloads/official-1-1237/raw/api-0105.json,ec45cf60556300e25c2698614a161d7cd7ea765a112ff33852a7980a5b2c8794
196,20060902,35,36,37,41,44,45,30,27,45773496000,1000,45773496,0,1,"[[30,36,37,41,44,45],[30,35,37,41,44,45],[30,35,36,41,44,45],[30,35,36,37,44,45],[30,35,36,37,41,45],[30,35,36,37,41,44]]","[1,1,1,1,1,1]",1,-3.1333333333333337,0.80074220243085648,downloads/official-1-1237/raw/api-0105.json,ec45cf60556300e25c2698614a161d7cd7ea765a112ff33852a7980a5b2c8794
197,20060909,7,12,16,34,42,45,4,42,45993306000,1000,45993306,3,1,"[[4,12,16,34,42,45],[4,7,16,34,42,45],[4,7,12,34,42,45],[4,7,12,16,42,45],[4,7,12,16,34,45],[4,7,12,16,34,42]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.2396460476226692,downloads/official-1-1237/raw/api-0105.json,ec45cf60556300e25c2698614a161d7cd7ea765a112ff33852a7980a5b2c8794
198,20060916,12,19,20,25,41,45,2,25,45614021000,1000,45614021,4,1,"[[2,19,20,25,41,45],[2,12,20,25,41,45],[2,12,19,25,41,45],[2,12,19,20,41,45],[2,12,19,20,25,45],[2,12,19,20,25,41]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.74402013363391051,downloads/official-1-1237/raw/api-0104.json,898dca433ce69388bd60f51de76c2d03715ff1d1f3f0df1fae292eaeba04634e
199,20060923,14,21,22,25,30,36,43,23,45021068000,1000,45021068,5,0,"[[21,22,25,30,36,43],[14,22,25,30,36,43],[14,21,25,30,36,43],[14,21,22,30,36,43],[14,21,22,25,36,43],[14,21,22,25,30,43]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.69351375671496729,downloads/official-1-1237/raw/api-0104.json,898dca433ce69388bd60f51de76c2d03715ff1d1f3f0df1fae292eaeba04634e
200,20060930,5,6,13,14,17,20,7,58,46640423000,1000,46640423,6,1,"[[6,7,13,14,17,20],[5,7,13,14,17,20],[5,6,7,14,17,20],[5,6,7,13,17,20],[5,6,7,13,14,20],[5,6,7,13,14,17]]","[6,6,6,6,6,6]",6,1.8666666666666663,1.6881403498420244,downloads/official-1-1237/raw/api-0104.json,898dca433ce69388bd60f51de76c2d03715ff1d1f3f0df1fae292eaeba04634e
201,20061007,3,11,24,38,39,44,26,37,42254768000,1000,42254768,3,1,"[[11,24,26,38,39,44],[3,24,26,38,39,44],[3,11,26,38,39,44],[3,11,24,26,39,44],[3,11,24,26,38,44],[3,11,24,26,38,39]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.1886911791824297,downloads/official-1-1237/raw/api-0104.json,898dca433ce69388bd60f51de76c2d03715ff1d1f3f0df1fae292eaeba04634e
202,20061014,12,14,27,33,39,44,17,40,48304034000,1000,48304034,3,1,"[[14,17,27,33,39,44],[12,17,27,33,39,44],[12,14,17,33,39,44],[12,14,17,27,39,44],[12,14,17,27,33,44],[12,14,17,27,33,39]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.1241379964248948,downloads/official-1-1237/raw/api-0104.json,898dca433ce69388bd60f51de76c2d03715ff1d1f3f0df1fae292eaeba04634e
203,20061021,1,3,11,24,30,32,7,43,47033359000,1000,47033359,5,1,"[[3,7,11,24,30,32],[1,7,11,24,30,32],[1,3,7,24,30,32],[1,3,7,11,30,32],[1,3,7,11,24,32],[1,3,7,11,24,30]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.2410963461061755,downloads/official-1-1237/raw/api-0104.json,898dca433ce69388bd60f51de76c2d03715ff1d1f3f0df1fae292eaeba04634e
204,20061028,3,12,14,35,40,45,5,23,46077750000,1000,46077750,3,1,"[[5,12,14,35,40,45],[3,5,14,35,40,45],[3,5,12,35,40,45],[3,5,12,14,40,45],[3,5,12,14,35,45],[3,5,12,14,35,40]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.67760969231353529,downloads/official-1-1237/raw/api-0104.json,898dca433ce69388bd60f51de76c2d03715ff1d1f3f0df1fae292eaeba04634e
205,20061104,1,3,21,29,35,37,30,21,46330516000,1000,46330516,4,1,"[[3,21,29,30,35,37],[1,21,29,30,35,37],[1,3,29,30,35,37],[1,3,21,30,35,37],[1,3,21,29,30,37],[1,3,21,29,30,35]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.61531173104137238,downloads/official-1-1237/raw/api-0104.json,898dca433ce69388bd60f51de76c2d03715ff1d1f3f0df1fae292eaeba04634e
206,20061111,1,2,3,15,20,25,43,36,44326979000,1000,44326979,6,0,"[[2,3,15,20,25,43],[1,3,15,20,25,43],[1,2,15,20,25,43],[1,2,3,20,25,43],[1,2,3,15,25,43],[1,2,3,15,20,43]]","[5,5,5,5,5,5]",5,0.86666666666666625,1.1024969691708519,downloads/official-1-1237/raw/api-0104.json,898dca433ce69388bd60f51de76c2d03715ff1d1f3f0df1fae292eaeba04634e
207,20061118,3,11,14,31,32,37,38,37,45282336000,1000,45282336,4,0,"[[11,14,31,32,37,38],[3,14,31,32,37,38],[3,11,31,32,37,38],[3,11,14,32,37,38],[3,11,14,31,37,38],[3,11,14,31,32,38]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,1.1092155228034173,downloads/official-1-1237/raw/api-0104.json,898dca433ce69388bd60f51de76c2d03715ff1d1f3f0df1fae292eaeba04634e
208,20061125,14,25,31,34,40,44,24,34,45516378000,1000,45516378,3,1,"[[24,25,31,34,40,44],[14,24,31,34,40,44],[14,24,25,34,40,44],[14,24,25,31,40,44],[14,24,25,31,34,44],[14,24,25,31,34,40]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.0140380677917737,downloads/official-1-1237/raw/api-0103.json,b53c416c78cad342a89490a2782db410c07cceb265b3e427addc6797db252c82
209,20061202,2,7,18,20,24,33,37,34,43753377000,1000,43753377,5,0,"[[7,18,20,24,33,37],[2,18,20,24,33,37],[2,7,20,24,33,37],[2,7,18,24,33,37],[2,7,18,20,33,37],[2,7,18,20,24,37]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,1.0548977739478258,downloads/official-1-1237/raw/api-0103.json,b53c416c78cad342a89490a2782db410c07cceb265b3e427addc6797db252c82
210,20061209,10,19,22,23,25,37,39,46,44757963000,1000,44757963,5,0,"[[19,22,23,25,37,39],[10,22,23,25,37,39],[10,19,23,25,37,39],[10,19,22,25,37,39],[10,19,22,23,37,39],[10,19,22,23,25,39]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,1.395181009466405,downloads/official-1-1237/raw/api-0103.json,b53c416c78cad342a89490a2782db410c07cceb265b3e427addc6797db252c82
211,20061216,12,13,17,20,33,41,8,29,45332675000,1000,45332675,4,1,"[[8,13,17,20,33,41],[8,12,17,20,33,41],[8,12,13,20,33,41],[8,12,13,17,33,41],[8,12,13,17,20,41],[8,12,13,17,20,33]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.86841974359554119,downloads/official-1-1237/raw/api-0103.json,b53c416c78cad342a89490a2782db410c07cceb265b3e427addc6797db252c82
212,20061223,11,12,18,21,31,38,8,36,46139120000,1000,46139120,5,1,"[[8,12,18,21,31,38],[8,11,18,21,31,38],[8,11,12,21,31,38],[8,11,12,18,31,38],[8,11,12,18,21,38],[8,11,12,18,21,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.059195754058595,downloads/official-1-1237/raw/api-0103.json,b53c416c78cad342a89490a2782db410c07cceb265b3e427addc6797db252c82
213,20061230,2,3,4,5,20,24,42,33,48745094000,1000,48745094,6,0,"[[3,4,5,20,24,42],[2,4,5,20,24,42],[2,3,5,20,24,42],[2,3,4,20,24,42],[2,3,4,5,24,42],[2,3,4,5,20,42]]","[5,5,5,5,5,5]",5,0.86666666666666625,0.91902233279107026,downloads/official-1-1237/raw/api-0103.json,b53c416c78cad342a89490a2782db410c07cceb265b3e427addc6797db252c82
214,20070106,5,7,20,25,28,37,32,36,49195740000,1000,49195740,5,0,"[[7,20,25,28,32,37],[5,20,25,28,32,37],[5,7,25,28,32,37],[5,7,20,28,32,37],[5,7,20,25,32,37],[5,7,20,25,28,32]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.99338601269134275,downloads/official-1-1237/raw/api-0103.json,b53c416c78cad342a89490a2782db410c07cceb265b3e427addc6797db252c82
215,20070113,2,3,7,15,43,44,4,32,47675761000,1000,47675761,4,1,"[[3,4,7,15,43,44],[2,4,7,15,43,44],[2,3,4,15,43,44],[2,3,4,7,43,44],[2,3,4,7,15,44],[2,3,4,7,15,43]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.91116154391326865,downloads/official-1-1237/raw/api-0103.json,b53c416c78cad342a89490a2782db410c07cceb265b3e427addc6797db252c82
216,20070120,7,16,17,33,36,40,1,63,48342018000,1000,48342018,3,1,"[[1,16,17,33,36,40],[1,7,17,33,36,40],[1,7,16,33,36,40],[1,7,16,17,36,40],[1,7,16,17,33,40],[1,7,16,17,33,36]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.7691261874918005,downloads/official-1-1237/raw/api-0103.json,b53c416c78cad342a89490a2782db410c07cceb265b3e427addc6797db252c82
217,20070127,16,20,27,33,35,39,38,29,48260644000,1000,48260644,3,0,"[[20,27,33,35,38,39],[16,27,33,35,38,39],[16,20,33,35,38,39],[16,20,27,35,38,39],[16,20,27,33,38,39],[16,20,27,33,35,38]]","[2,2,2,3,3,3]",2.5,-1.6333333333333337,0.8157327946141788,downloads/official-1-1237/raw/api-0103.json,b53c416c78cad342a89490a2782db410c07cceb265b3e427addc6797db252c82
218,20070203,1,8,14,18,29,44,20,26,47018314000,1000,47018314,5,1,"[[8,14,18,20,29,44],[1,14,18,20,29,44],[1,8,18,20,29,44],[1,8,14,20,29,44],[1,8,14,18,20,44],[1,8,14,18,20,29]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.75067047278641252,downloads/official-1-1237/raw/api-0102.json,c282cece10f11d2db1f8b124ddaf9ad5d827456f0ecaafd8e458d24e4819a138
219,20070210,4,11,20,26,35,37,16,41,46903745000,1000,46903745,4,1,"[[11,16,20,26,35,37],[4,16,20,26,35,37],[4,11,16,26,35,37],[4,11,16,20,35,37],[4,11,16,20,26,37],[4,11,16,20,26,35]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.1866410667207916,downloads/official-1-1237/raw/api-0102.json,c282cece10f11d2db1f8b124ddaf9ad5d827456f0ecaafd8e458d24e4819a138
220,20070217,5,11,19,21,34,43,31,28,50383399000,1000,50383399,4,1,"[[11,19,21,31,34,43],[5,19,21,31,34,43],[5,11,21,31,34,43],[5,11,19,31,34,43],[5,11,19,21,31,43],[5,11,19,21,31,34]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.75442071703022662,downloads/official-1-1237/raw/api-0102.json,c282cece10f11d2db1f8b124ddaf9ad5d827456f0ecaafd8e458d24e4819a138
221,20070224,2,20,33,35,37,40,10,44,47674135000,1000,47674135,2,1,"[[10,20,33,35,37,40],[2,10,33,35,37,40],[2,10,20,35,37,40],[2,10,20,33,37,40],[2,10,20,33,35,40],[2,10,20,33,35,37]]","[2,2,3,3,3,3]",2.6666666666666665,-1.4666666666666672,1.2528898531667119,downloads/official-1-1237/raw/api-0102.json,c282cece10f11d2db1f8b124ddaf9ad5d827456f0ecaafd8e458d24e4819a138
222,20070303,5,7,28,29,39,43,44,33,47735197000,1000,47735197,4,0,"[[7,28,29,39,43,44],[5,28,29,39,43,44],[5,7,29,39,43,44],[5,7,28,39,43,44],[5,7,28,29,43,44],[5,7,28,29,39,44]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,0.9384653843577937,downloads/official-1-1237/raw/api-0102.json,c282cece10f11d2db1f8b124ddaf9ad5d827456f0ecaafd8e458d24e4819a138
223,20070310,1,3,18,20,26,27,38,39,46036874000,1000,46036874,6,0,"[[3,18,20,26,27,38],[1,18,20,26,27,38],[1,3,20,26,27,38],[1,3,18,26,27,38],[1,3,18,20,27,38],[1,3,18,20,26,38]]","[5,5,5,5,5,5]",5,0.86666666666666625,1.1500105328611148,downloads/official-1-1237/raw/api-0102.json,c282cece10f11d2db1f8b124ddaf9ad5d827456f0ecaafd8e458d24e4819a138
224,20070317,4,19,26,27,30,42,7,26,46435109000,1000,46435109,5,1,"[[7,19,26,27,30,42],[4,7,26,27,30,42],[4,7,19,27,30,42],[4,7,19,26,30,42],[4,7,19,26,27,42],[4,7,19,26,27,30]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.76009857110489398,downloads/official-1-1237/raw/api-0102.json,c282cece10f11d2db1f8b124ddaf9ad5d827456f0ecaafd8e458d24e4819a138
225,20070324,5,11,13,19,31,36,7,41,46352016000,1000,46352016,5,1,"[[7,11,13,19,31,36],[5,7,13,19,31,36],[5,7,11,19,31,36],[5,7,11,13,31,36],[5,7,11,13,19,36],[5,7,11,13,19,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.2007656797495065,downloads/official-1-1237/raw/api-0102.json,c282cece10f11d2db1f8b124ddaf9ad5d827456f0ecaafd8e458d24e4819a138
