round,date,main_1,main_2,main_3,main_4,main_5,main_6,bonus,second_prize_games,sales_amount_krw,price_per_game_krw,sold_lines,main_birthday_count,bonus_birthday_indicator,second_prize_tickets_json,second_prize_birthday_counts_json,x2,z2,share2_index,source_file,source_file_sha256
603,20140621,2,19,25,26,27,43,28,30,56276650000,1000,56276650,5,1,"[[19,25,26,27,28,43],[2,25,26,27,28,43],[2,19,26,27,28,43],[2,19,25,27,28,43],[2,19,25,26,28,43],[2,19,25,26,27,28]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.72366247813258255,downloads/official-1-1237/raw/api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
604,20140628,2,6,18,21,33,34,30,36,56266399000,1000,56266399,4,1,"[[6,18,21,30,33,34],[2,18,21,30,33,34],[2,6,21,30,33,34],[2,6,18,30,33,34],[2,6,18,21,30,34],[2,6,18,21,30,33]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.8685531839348738,downloads/official-1-1237/raw/api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
605,20140705,1,2,7,9,10,38,42,40,56622924000,1000,56622924,5,0,"[[2,7,9,10,38,42],[1,7,9,10,38,42],[1,2,9,10,38,42],[1,2,7,10,38,42],[1,2,7,9,38,42],[1,2,7,9,10,42]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.95898261983079502,downloads/official-1-1237/raw/api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
606,20140712,1,5,6,14,20,39,22,44,56928896000,1000,56928896,5,1,"[[5,6,14,20,22,39],[1,6,14,20,22,39],[1,5,14,20,22,39],[1,5,6,20,22,39],[1,5,6,14,22,39],[1,5,6,14,20,22]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.0492112827903777,downloads/official-1-1237/raw/api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
607,20140719,8,14,23,36,38,39,13,35,56806213000,1000,56806213,3,1,"[[13,14,23,36,38,39],[8,13,23,36,38,39],[8,13,14,36,38,39],[8,13,14,23,38,39],[8,13,14,23,36,39],[8,13,14,23,36,38]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.83640234915853306,downloads/official-1-1237/raw/api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
608,20140726,4,8,18,19,39,44,41,32,56146117000,1000,56146117,4,0,"[[8,18,19,39,41,44],[4,18,19,39,41,44],[4,8,19,39,41,44],[4,8,18,39,41,44],[4,8,18,19,41,44],[4,8,18,19,39,41]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,0.77370123387161394,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
609,20140802,4,8,27,34,39,40,13,47,54858201000,1000,54858201,3,1,"[[8,13,27,34,39,40],[4,13,27,34,39,40],[4,8,13,34,39,40],[4,8,13,27,39,40],[4,8,13,27,34,40],[4,8,13,27,34,39]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.163052539765203,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
610,20140809,14,18,20,23,28,36,33,34,56862756000,1000,56862756,5,0,"[[18,20,23,28,33,36],[14,20,23,28,33,36],[14,18,23,28,33,36],[14,18,20,28,33,36],[14,18,20,23,33,36],[14,18,20,23,28,33]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.81169720299874315,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
611,20140816,2,22,27,33,36,37,14,47,57411079000,1000,57411079,3,1,"[[14,22,27,33,36,37],[2,14,27,33,36,37],[2,14,22,33,36,37],[2,14,22,27,36,37],[2,14,22,27,33,37],[2,14,22,27,33,36]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.1113354967601288,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
612,20140823,6,9,18,19,25,33,40,59,56931314000,1000,56931314,5,0,"[[9,18,19,25,33,40],[6,18,19,25,33,40],[6,9,19,25,33,40],[6,9,18,25,33,40],[6,9,18,19,33,40],[6,9,18,19,25,40]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,1.406837193323871,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
613,20140830,7,8,11,16,41,44,35,30,57986249000,1000,57986249,4,0,"[[8,11,16,35,41,44],[7,11,16,35,41,44],[7,8,16,35,41,44],[7,8,11,35,41,44],[7,8,11,16,35,44],[7,8,11,16,35,41]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,0.7023268568380755,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
614,20140906,8,21,25,39,40,44,18,46,62301977000,1000,62301977,3,1,"[[18,21,25,39,40,44],[8,18,25,39,40,44],[8,18,21,39,40,44],[8,18,21,25,40,44],[8,18,21,25,39,44],[8,18,21,25,39,40]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.0023030248301752,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
615,20140913,10,17,18,19,23,27,35,31,59072378000,1000,59072378,6,0,"[[17,18,19,23,27,35],[10,18,19,23,27,35],[10,17,19,23,27,35],[10,17,18,23,27,35],[10,17,18,19,27,35],[10,17,18,19,23,35]]","[5,5,5,5,5,5]",5,0.86666666666666625,0.71239403973207238,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
616,20140920,5,13,18,23,40,45,3,49,60303360000,1000,60303360,4,1,"[[3,13,18,23,40,45],[3,5,18,23,40,45],[3,5,13,23,40,45],[3,5,13,18,40,45],[3,5,13,18,23,45],[3,5,13,18,23,40]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.1030561149494822,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
617,20140927,4,5,11,12,24,27,28,43,58958123000,1000,58958123,6,1,"[[5,11,12,24,27,28],[4,11,12,24,27,28],[4,5,12,24,27,28],[4,5,11,24,27,28],[4,5,11,12,27,28],[4,5,11,12,24,28]]","[6,6,6,6,6,6]",6,1.8666666666666663,0.99007442960828318,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
618,20141004,8,16,25,30,42,43,15,45,58550803000,1000,58550803,4,1,"[[15,16,25,30,42,43],[8,15,25,30,42,43],[8,15,16,30,42,43],[8,15,16,25,42,43],[8,15,16,25,30,43],[8,15,16,25,30,42]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.0433324031439841,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
619,20141011,6,8,13,30,35,40,21,59,58822925000,1000,58822925,4,1,"[[8,13,21,30,35,40],[6,13,21,30,35,40],[6,8,21,30,35,40],[6,8,13,21,35,40],[6,8,13,21,30,40],[6,8,13,21,30,35]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.3615965204042471,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
620,20141018,2,16,17,32,39,45,40,44,58342777000,1000,58342777,3,0,"[[16,17,32,39,40,45],[2,17,32,39,40,45],[2,16,32,39,40,45],[2,16,17,39,40,45],[2,16,17,32,40,45],[2,16,17,32,39,40]]","[2,2,2,3,3,3]",2.5,-1.6333333333333337,1.0237846580391605,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
621,20141025,1,2,6,16,19,42,9,62,59407216000,1000,59407216,5,1,"[[2,6,9,16,19,42],[1,6,9,16,19,42],[1,2,9,16,19,42],[1,2,6,9,19,42],[1,2,6,9,16,42],[1,2,6,9,16,19]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.4167575198272211,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
622,20141101,9,15,16,21,28,34,24,34,59601329000,1000,59601329,5,1,"[[15,16,21,24,28,34],[9,16,21,24,28,34],[9,15,21,24,28,34],[9,15,16,24,28,34],[9,15,16,21,24,34],[9,15,16,21,24,28]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.77440118826880522,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
623,20141108,7,13,30,39,41,45,25,35,58504142000,1000,58504142,3,1,"[[13,25,30,39,41,45],[7,25,30,39,41,45],[7,13,25,39,41,45],[7,13,25,30,41,45],[7,13,25,30,39,45],[7,13,25,30,39,41]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.81212796864878389,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
624,20141115,1,7,19,26,27,35,16,61,57832726000,1000,57832726,5,1,"[[7,16,19,26,27,35],[1,16,19,26,27,35],[1,7,16,26,27,35],[1,7,16,19,27,35],[1,7,16,19,26,35],[1,7,16,19,26,27]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.4318555552785113,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
625,20141122,3,6,7,20,21,39,13,45,58614979000,1000,58614979,5,1,"[[6,7,13,20,21,39],[3,7,13,20,21,39],[3,6,13,20,21,39],[3,6,7,13,21,39],[3,6,7,13,20,39],[3,6,7,13,20,21]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.0421900859164344,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
626,20141129,13,14,26,33,40,43,15,45,58986187000,1000,58986187,3,1,"[[14,15,26,33,40,43],[13,15,26,33,40,43],[13,14,15,33,40,43],[13,14,15,26,40,43],[13,14,15,26,33,43],[13,14,15,26,33,40]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.0356314436801959,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
627,20141206,2,9,22,25,31,45,12,35,55981334000,1000,55981334,5,1,"[[9,12,22,25,31,45],[2,12,22,25,31,45],[2,9,12,25,31,45],[2,9,12,22,31,45],[2,9,12,22,25,45],[2,9,12,22,25,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.8487266487790377,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
628,20141213,1,7,12,15,23,42,11,37,57253109000,1000,57253109,5,1,"[[7,11,12,15,23,42],[1,11,12,15,23,42],[1,7,11,15,23,42],[1,7,11,12,23,42],[1,7,11,12,15,42],[1,7,11,12,15,23]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.87729506532125623,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
629,20141220,19,28,31,38,43,44,1,34,57618701000,1000,57618701,3,1,"[[1,28,31,38,43,44],[1,19,31,38,43,44],[1,19,28,38,43,44],[1,19,28,31,43,44],[1,19,28,31,38,44],[1,19,28,31,38,43]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.80104790977498785,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
630,20141227,8,17,21,24,27,31,15,48,61335894000,1000,61335894,6,1,"[[15,17,21,24,27,31],[8,15,21,24,27,31],[8,15,17,24,27,31],[8,15,17,21,27,31],[8,15,17,21,24,31],[8,15,17,21,24,27]]","[6,6,6,6,6,6]",6,1.8666666666666663,1.0623547771228377,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
631,20150103,1,2,4,23,31,34,8,46,65300621000,1000,65300621,5,1,"[[2,4,8,23,31,34],[1,4,8,23,31,34],[1,2,8,23,31,34],[1,2,4,8,31,34],[1,2,4,8,23,34],[1,2,4,8,23,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.95627666389267574,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
632,20150110,15,18,21,32,35,44,6,52,63066603000,1000,63066603,3,1,"[[6,18,21,32,35,44],[6,15,21,32,35,44],[6,15,18,32,35,44],[6,15,18,21,35,44],[6,15,18,21,32,44],[6,15,18,21,32,35]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.1193011299498723,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
633,20150117,9,12,19,20,39,41,13,47,62015797000,1000,62015797,4,1,"[[12,13,19,20,39,41],[9,13,19,20,39,41],[9,12,13,20,39,41],[9,12,13,19,39,41],[9,12,13,19,20,41],[9,12,13,19,20,39]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.0288180284129864,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
634,20150124,4,10,11,12,20,27,38,54,63149567000,1000,63149567,6,0,"[[10,11,12,20,27,38],[4,11,12,20,27,38],[4,10,12,20,27,38],[4,10,11,20,27,38],[4,10,11,12,27,38],[4,10,11,12,20,38]]","[5,5,5,5,5,5]",5,0.86666666666666625,1.1608241114305662,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
635,20150131,11,13,25,26,29,33,32,35,62429621000,1000,62429621,5,0,"[[13,25,26,29,32,33],[11,25,26,29,32,33],[11,13,26,29,32,33],[11,13,25,29,32,33],[11,13,25,26,32,33],[11,13,25,26,29,32]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.76106260520146363,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
636,20150207,6,7,15,16,20,31,26,44,62786394000,1000,62786394,6,1,"[[7,15,16,20,26,31],[6,15,16,20,26,31],[6,7,16,20,26,31],[6,7,15,20,26,31],[6,7,15,16,26,31],[6,7,15,16,20,26]]","[6,6,6,6,6,6]",6,1.8666666666666663,0.95132776696811094,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
637,20150214,3,16,22,37,38,44,23,45,63504865000,1000,63504865,3,1,"[[16,22,23,37,38,44],[3,22,23,37,38,44],[3,16,23,37,38,44],[3,16,22,23,38,44],[3,16,22,23,37,44],[3,16,22,23,37,38]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.96194126229541621,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
638,20150221,7,18,22,24,31,34,6,41,64319586000,1000,64319586,5,1,"[[6,18,22,24,31,34],[6,7,22,24,31,34],[6,7,18,24,31,34],[6,7,18,22,31,34],[6,7,18,22,24,34],[6,7,18,22,24,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.86533377251526467,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
639,20150228,6,15,22,23,25,32,40,45,66202599000,1000,66202599,5,0,"[[15,22,23,25,32,40],[6,22,23,25,32,40],[6,15,23,25,32,40],[6,15,22,25,32,40],[6,15,22,23,32,40],[6,15,22,23,25,40]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.92274247420407163,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
640,20150307,14,15,18,21,26,35,23,48,64080502000,1000,64080502,5,1,"[[15,18,21,23,26,35],[14,18,21,23,26,35],[14,15,21,23,26,35],[14,15,18,23,26,35],[14,15,18,21,23,35],[14,15,18,21,23,26]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.0168534572341521,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
641,20150314,11,18,21,36,37,43,12,50,63773134000,1000,63773134,3,1,"[[12,18,21,36,37,43],[11,12,21,36,37,43],[11,12,18,36,37,43],[11,12,18,21,37,43],[11,12,18,21,36,43],[11,12,18,21,36,37]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.0643274956504412,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
642,20150321,8,17,18,24,39,45,32,62,63544224000,1000,63544224,4,0,"[[17,18,24,32,39,45],[8,18,24,32,39,45],[8,17,24,32,39,45],[8,17,18,32,39,45],[8,17,18,24,32,45],[8,17,18,24,32,39]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,1.3245203844176301,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
643,20150328,15,24,31,32,33,40,13,43,63110068000,1000,63110068,3,1,"[[13,24,31,32,33,40],[13,15,31,32,33,40],[13,15,24,32,33,40],[13,15,24,31,33,40],[13,15,24,31,32,40],[13,15,24,31,32,33]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.92493847415914687,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
644,20150404,5,13,17,23,28,36,8,49,61846599000,1000,61846599,5,1,"[[8,13,17,23,28,36],[5,8,17,23,28,36],[5,8,13,23,28,36],[5,8,13,17,28,36],[5,8,13,17,23,36],[5,8,13,17,23,28]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.075531897881725,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
645,20150411,1,4,16,26,40,41,31,28,62661756000,1000,62661756,4,1,"[[4,16,26,31,40,41],[1,16,26,31,40,41],[1,4,26,31,40,41],[1,4,16,31,40,41],[1,4,16,26,31,41],[1,4,16,26,31,40]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.60659455505843152,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
646,20150418,2,9,24,41,43,45,30,36,62308090000,1000,62308090,3,1,"[[9,24,30,41,43,45],[2,24,30,41,43,45],[2,9,30,41,43,45],[2,9,24,30,43,45],[2,9,24,30,41,45],[2,9,24,30,41,43]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.7843341049292315,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
647,20150425,5,16,21,23,24,30,29,44,62314338000,1000,62314338,6,1,"[[16,21,23,24,29,30],[5,21,23,24,29,30],[5,16,23,24,29,30],[5,16,21,24,29,30],[5,16,21,23,29,30],[5,16,21,23,24,29]]","[6,6,6,6,6,6]",6,1.8666666666666663,0.95853445478310306,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
648,20150502,13,19,28,37,38,43,4,45,60874405000,1000,60874405,3,1,"[[4,19,28,37,38,43],[4,13,28,37,38,43],[4,13,19,37,38,43],[4,13,19,28,38,43],[4,13,19,28,37,43],[4,13,19,28,37,38]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.0035079603652799,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
649,20150509,3,21,22,33,41,42,20,45,60473178000,1000,60473178,3,1,"[[20,21,22,33,41,42],[3,20,22,33,41,42],[3,20,21,33,41,42],[3,20,21,22,41,42],[3,20,21,22,33,42],[3,20,21,22,33,41]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.0101660276560958,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
650,20150516,3,4,7,11,31,41,35,45,60991082000,1000,60991082,5,0,"[[4,7,11,31,35,41],[3,7,11,31,35,41],[3,4,11,31,35,41],[3,4,7,31,35,41],[3,4,7,11,35,41],[3,4,7,11,31,35]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,1.0015882321943395,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
651,20150523,11,12,16,26,29,44,18,35,61494891000,1000,61494891,5,1,"[[12,16,18,26,29,44],[11,16,18,26,29,44],[11,12,18,26,29,44],[11,12,16,18,29,44],[11,12,16,18,26,44],[11,12,16,18,26,29]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.77263085156131095,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
652,20150530,3,13,15,40,41,44,20,36,60426977000,1000,60426977,3,1,"[[13,15,20,40,41,44],[3,15,20,40,41,44],[3,13,20,40,41,44],[3,13,15,20,41,44],[3,13,15,20,40,44],[3,13,15,20,40,41]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.80875070086660139,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
653,20150606,5,6,26,27,38,39,1,56,59716037000,1000,59716037,4,1,"[[1,6,26,27,38,39],[1,5,26,27,38,39],[1,5,6,27,38,39],[1,5,6,26,38,39],[1,5,6,26,27,39],[1,5,6,26,27,38]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.2730342437158044,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
654,20150613,16,21,26,31,36,43,6,69,60697813000,1000,60697813,4,1,"[[6,21,26,31,36,43],[6,16,26,31,36,43],[6,16,21,31,36,43],[6,16,21,26,36,43],[6,16,21,26,31,43],[6,16,21,26,31,36]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.5431888789798736,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
655,20150620,7,37,38,39,40,44,18,41,60434801000,1000,60434801,1,1,"[[18,37,38,39,40,44],[7,18,38,39,40,44],[7,18,37,39,40,44],[7,18,37,38,40,44],[7,18,37,38,39,44],[7,18,37,38,39,40]]","[1,2,2,2,2,2]",1.8333333333333333,-2.3000000000000007,0.92095794275884191,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
656,20150627,3,7,14,16,31,40,39,48,61328118000,1000,61328118,5,0,"[[7,14,16,31,39,40],[3,14,16,31,39,40],[3,7,16,31,39,40],[3,7,14,31,39,40],[3,7,14,16,39,40],[3,7,14,16,31,39]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,1.062489476686697,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
657,20150704,10,14,19,39,40,43,23,52,61769837000,1000,61769837,3,1,"[[14,19,23,39,40,43],[10,19,23,39,40,43],[10,14,23,39,40,43],[10,14,19,23,40,43],[10,14,19,23,39,43],[10,14,19,23,39,40]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.1427991950181122,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
658,20150711,8,19,25,28,32,36,37,38,61131243000,1000,61131243,4,0,"[[19,25,28,32,36,37],[8,25,28,32,36,37],[8,19,28,32,36,37],[8,19,25,32,36,37],[8,19,25,28,36,37],[8,19,25,28,32,37]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,0.8438464109097209,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
659,20150718,7,18,19,27,29,42,45,40,61677747000,1000,61677747,5,0,"[[18,19,27,29,42,45],[7,19,27,29,42,45],[7,18,27,29,42,45],[7,18,19,29,42,45],[7,18,19,27,42,45],[7,18,19,27,29,45]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.88038883780887778,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
660,20150725,4,9,23,33,39,44,14,48,60813322000,1000,60813322,3,1,"[[9,14,23,33,39,44],[4,14,23,33,39,44],[4,9,14,33,39,44],[4,9,14,23,39,44],[4,9,14,23,33,44],[4,9,14,23,33,39]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.0714836462971058,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
661,20150801,2,3,12,20,27,38,40,63,59597375000,1000,59597375,5,0,"[[3,12,20,27,38,40],[2,12,20,27,38,40],[2,3,20,27,38,40],[2,3,12,27,38,40],[2,3,12,20,38,40],[2,3,12,20,27,40]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,1.4350150489010631,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
662,20150808,5,6,9,11,15,37,26,43,59164542000,1000,59164542,5,1,"[[6,9,11,15,26,37],[5,9,11,15,26,37],[5,6,11,15,26,37],[5,6,9,15,26,37],[5,6,9,11,26,37],[5,6,9,11,15,26]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.98662016178541534,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
663,20150815,3,5,8,19,38,42,20,60,61100704000,1000,61100704,4,1,"[[5,8,19,20,38,42],[3,8,19,20,38,42],[3,5,19,20,38,42],[3,5,8,20,38,42],[3,5,8,19,20,42],[3,5,8,19,20,38]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.3330550168456323,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
664,20150822,10,20,33,36,41,44,5,44,61921689000,1000,61921689,2,1,"[[5,20,33,36,41,44],[5,10,33,36,41,44],[5,10,20,36,41,44],[5,10,20,33,41,44],[5,10,20,33,36,44],[5,10,20,33,36,41]]","[2,2,3,3,3,3]",2.6666666666666665,-1.4666666666666672,0.96461257702450587,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
