round,date,main_1,main_2,main_3,main_4,main_5,main_6,first_prize_games,sales_amount_krw,price_per_game_krw,sold_lines,birthday_count,relevant_sales_amount_audit_only
341,20090613,1,8,19,34,39,43,7,44722448000,1000,44722448,3,22361224000
342,20090620,1,13,14,33,34,43,3,43782188000,1000,43782188,3,21891094000
343,20090627,1,10,17,29,31,43,6,43656460000,1000,43656460,5,21828230000
344,20090704,1,2,15,28,34,45,7,43838886000,1000,43838886,4,21919443000
345,20090711,15,20,23,29,39,42,2,43530937000,1000,43530937,4,21765468500
346,20090718,5,13,14,22,44,45,5,42862389000,1000,42862389,4,21431194500
347,20090725,3,8,13,27,32,42,7,44219740000,1000,44219740,4,22109870000
348,20090801,3,14,17,20,24,31,3,42786310000,1000,42786310,6,21393155000
349,20090808,5,13,14,20,24,25,3,43433870000,1000,43433870,6,21716935000
350,20090815,1,8,18,24,29,33,9,42681094000,1000,42681094,5,21340547000
351,20090822,5,25,27,29,34,36,4,43947492000,1000,43947492,4,21973746000
352,20090829,5,16,17,20,26,41,6,44719545000,1000,44719545,5,22359772500
353,20090905,11,16,19,22,29,36,2,44552925000,1000,44552925,5,22276462500
354,20090912,14,19,36,43,44,45,5,44709689000,1000,44709689,2,22354844500
355,20090919,5,8,29,30,35,44,5,45017050000,1000,45017050,4,22508525000
356,20090926,2,8,14,25,29,45,9,44684958000,1000,44684958,5,22342479000
357,20091003,10,14,18,21,36,37,2,45232409000,1000,45232409,4,22616204500
358,20091010,1,9,10,12,21,40,3,45651829000,1000,45651829,5,22825914500
359,20091017,1,10,19,20,24,40,8,45288256000,1000,45288256,5,22644128000
360,20091024,4,16,23,25,35,40,3,45719032000,1000,45719032,4,22859516000
361,20091031,5,10,16,24,27,35,7,45062676000,1000,45062676,5,22531338000
362,20091107,2,3,22,27,30,40,6,44336363000,1000,44336363,5,22168181500
363,20091114,11,12,14,21,32,38,4,44863948000,1000,44863948,4,22431974000
364,20091121,2,5,7,14,16,40,4,44192004000,1000,44192004,5,22096002000
365,20091128,5,15,21,25,26,30,1,45806066000,1000,45806066,6,22903033000
366,20091205,5,12,19,26,27,44,2,45962166000,1000,45962166,5,22981083000
367,20091212,3,22,25,29,32,44,7,46459307000,1000,46459307,4,23229653500
368,20091219,11,21,24,30,39,45,7,43746046000,1000,43746046,4,21873023000
369,20091226,17,20,35,36,41,43,6,46716275000,1000,46716275,2,23358137500
370,20100102,16,18,24,42,44,45,7,49762652000,1000,49762652,3,24881326000
371,20100109,7,9,15,26,27,42,7,45843166000,1000,45843166,5,22921583000
372,20100116,8,11,14,16,18,21,9,46167066000,1000,46167066,6,23083533000
373,20100123,15,26,37,42,43,45,4,47095065000,1000,47095065,2,23547532500
374,20100130,11,13,15,17,25,34,2,48081319000,1000,48081319,5,24040659500
375,20100206,4,8,19,25,27,45,7,47864938000,1000,47864938,5,23932469000
376,20100213,1,11,13,24,28,40,6,50657096000,1000,50657096,5,25328548000
377,20100220,6,22,29,37,43,45,3,49218434000,1000,49218434,3,24609217000
378,20100227,5,22,29,31,34,39,5,48866964000,1000,48866964,4,24433482000
379,20100306,6,10,22,31,35,40,7,47537685000,1000,47537685,4,23768842500
380,20100313,1,2,8,17,26,37,4,47164371000,1000,47164371,5,23582185500
381,20100320,1,5,10,12,16,20,19,47943113000,1000,47943113,6,23971556500
382,20100327,10,15,22,24,27,42,6,47401288000,1000,47401288,5,23700644000
383,20100403,4,15,28,33,37,40,3,46067051000,1000,46067051,3,23033525500
384,20100410,11,22,24,32,36,38,3,46888942000,1000,46888942,3,23444471000
385,20100417,7,12,19,21,29,32,7,46243483000,1000,46243483,5,23121741500
386,20100424,4,7,10,19,31,40,10,45907331000,1000,45907331,5,22953665500
387,20100501,1,26,31,34,40,43,4,45459960000,1000,45459960,3,22729980000
388,20100508,1,8,9,17,29,32,4,44308705000,1000,44308705,5,22154352500
389,20100515,7,16,18,20,23,26,5,45534027000,1000,45534027,6,22767013500
390,20100522,16,17,28,37,39,40,1,44189673000,1000,44189673,3,22094836500
391,20100529,10,11,18,22,28,39,1,45161516000,1000,45161516,5,22580758000
392,20100605,1,3,7,8,24,42,6,45528684000,1000,45528684,5,22764342000
393,20100612,9,16,28,40,41,43,8,45989116000,1000,45989116,3,22994558000
394,20100619,1,13,20,22,25,28,1,45192337000,1000,45192337,6,22596168500
395,20100626,11,15,20,26,31,35,7,46192580000,1000,46192580,5,23096290000
396,20100703,18,20,31,34,40,45,2,45463736000,1000,45463736,3,22731868000
397,20100710,12,13,17,22,25,33,3,45890007000,1000,45890007,5,22945003500
398,20100717,10,15,20,23,42,44,4,45427304000,1000,45427304,4,22713652000
399,20100724,1,2,9,17,19,42,8,45551786000,1000,45551786,5,22775893000
400,20100731,9,21,27,34,41,43,4,45379731000,1000,45379731,3,22689865500
401,20100807,6,12,18,31,38,43,9,43491965000,1000,43491965,4,21745982500
402,20100814,5,9,15,19,22,36,4,45002946000,1000,45002946,5,22501473000
403,20100821,10,14,22,24,28,37,5,44911335000,1000,44911335,5,22455667500
404,20100828,5,20,21,24,33,40,3,45389825000,1000,45389825,4,22694912500
405,20100904,1,2,10,25,26,44,3,45220904000,1000,45220904,5,22610452000
406,20100911,7,12,21,24,27,36,5,46062206000,1000,46062206,5,23031103000
407,20100918,6,7,13,16,24,25,7,48429586000,1000,48429586,6,24214793000
408,20100925,9,20,21,22,30,37,5,46406711000,1000,46406711,5,23203355500
409,20101002,6,9,21,31,32,40,4,47924584000,1000,47924584,4,23962292000
410,20101009,1,3,18,32,40,41,9,47467817000,1000,47467817,3,23733908500
411,20101016,11,14,22,35,37,39,12,47259122000,1000,47259122,3,23629561000
412,20101023,4,7,39,41,42,45,7,47066180000,1000,47066180,2,23533090000
413,20101030,2,9,15,23,34,40,4,46925724000,1000,46925724,4,23462862000
414,20101106,2,14,15,22,23,44,1,46910990000,1000,46910990,5,23455495000
415,20101113,7,17,20,26,30,40,8,46746048000,1000,46746048,5,23373024000
416,20101120,5,6,8,11,22,26,10,46854806000,1000,46854806,6,23427403000
417,20101127,4,5,14,20,22,43,4,45968256000,1000,45968256,5,22984128000
418,20101204,11,13,15,26,28,34,8,47058055000,1000,47058055,5,23529027500
419,20101211,2,11,13,14,28,30,3,46508296000,1000,46508296,6,23254148000
420,20101218,4,9,10,29,31,34,8,47345476000,1000,47345476,5,23672738000
421,20101225,6,11,26,27,28,44,5,47752021000,1000,47752021,5,23876010500
422,20110101,8,15,19,21,34,44,6,52730602000,1000,52730602,4,26365301000
423,20110108,1,17,27,28,29,40,3,49668311000,1000,49668311,5,24834155500
424,20110115,10,11,26,31,34,44,10,48728445000,1000,48728445,4,24364222500
425,20110122,8,10,14,27,33,38,8,50459694000,1000,50459694,4,25229847000
426,20110129,4,17,18,27,39,43,4,51466592000,1000,51466592,4,25733296000
427,20110205,6,7,15,24,28,30,1,52511055000,1000,52511055,6,26255527500
428,20110212,12,16,19,22,37,40,9,54685007000,1000,54685007,4,27342503500
429,20110219,3,23,28,34,39,42,9,53993833000,1000,53993833,3,26996916500
430,20110226,1,3,16,18,30,34,8,53194872000,1000,53194872,5,26597436000
431,20110305,18,22,25,31,38,45,10,51661947000,1000,51661947,4,25830973500
432,20110312,2,3,5,11,27,39,5,52348574000,1000,52348574,5,26174287000
433,20110319,19,23,29,33,35,43,11,52396606000,1000,52396606,3,26198303000
434,20110326,3,13,20,24,33,37,8,51579439000,1000,51579439,4,25789719500
435,20110402,8,16,26,30,38,45,10,52341267000,1000,52341267,4,26170633500
436,20110409,9,14,20,22,33,34,8,50869017000,1000,50869017,4,25434508500
437,20110416,11,16,29,38,41,44,6,50798417000,1000,50798417,3,25399208500
438,20110423,6,12,20,26,29,38,9,50370042000,1000,50370042,5,25185021000
439,20110430,17,20,30,31,37,40,6,49680708000,1000,49680708,4,24840354000
440,20110507,10,22,28,34,36,44,6,49810778000,1000,49810778,3,24905389000
441,20110514,1,23,28,30,34,35,4,50272122000,1000,50272122,4,25136061000
442,20110521,25,27,29,36,38,40,9,51219943000,1000,51219943,3,25609971500
443,20110528,4,6,10,19,20,44,9,51236072000,1000,51236072,5,25618036000
444,20110604,11,13,23,35,43,45,3,50673529000,1000,50673529,3,25336764500
445,20110611,13,20,21,30,39,45,7,50053080000,1000,50053080,4,25026540000
446,20110618,1,11,12,14,26,35,3,50595241000,1000,50595241,5,25297620500
447,20110625,2,7,8,9,17,33,4,49555042000,1000,49555042,5,24777521000
448,20110702,3,7,13,27,40,41,3,51341262000,1000,51341262,4,25670631000
449,20110709,3,10,20,26,35,43,3,50214272000,1000,50214272,4,25107136000
450,20110716,6,14,19,21,23,31,6,49732036000,1000,49732036,6,24866018000
451,20110723,12,15,20,24,30,38,13,49861167000,1000,49861167,5,24930583500
452,20110730,8,10,18,30,32,34,9,48456758000,1000,48456758,4,24228379000
453,20110806,12,24,33,38,40,42,5,48055125000,1000,48055125,2,24027562500
454,20110813,13,25,27,34,38,41,7,48389211000,1000,48389211,3,24194605500
455,20110820,4,19,20,26,30,35,7,48769851000,1000,48769851,5,24384925500
456,20110827,1,7,12,18,23,27,7,49420681000,1000,49420681,6,24710340500
457,20110903,8,10,18,23,27,40,10,49679052000,1000,49679052,5,24839526000
458,20110910,4,9,10,32,36,40,8,53778256000,1000,53778256,3,26889128000
459,20110917,4,6,10,14,25,40,7,49890095000,1000,49890095,5,24945047500
460,20110924,8,11,28,30,43,45,4,51917635000,1000,51917635,4,25958817500
461,20111001,11,18,26,31,37,40,6,50624588000,1000,50624588,4,25312294000
462,20111008,3,20,24,32,37,45,8,49325555000,1000,49325555,3,24662777500
463,20111015,23,29,31,33,34,44,0,49205151000,1000,49205151,3,24602575500
464,20111022,6,12,15,34,42,44,13,126772274000,1000,126772274,3,63386137000
465,20111029,1,8,11,13,22,38,7,57793294000,1000,57793294,5,28896647000
466,20111105,4,10,13,23,32,44,9,58314753000,1000,58314753,4,29157376500
467,20111112,2,12,14,17,24,40,9,57383906000,1000,57383906,5,28691953000
468,20111119,8,13,15,28,37,43,9,55598552000,1000,55598552,4,27799276000
469,20111126,4,21,22,34,37,38,4,53364940000,1000,53364940,3,26682470000
470,20111203,10,16,20,39,41,42,3,53912965000,1000,53912965,3,26956482500
471,20111210,6,13,29,37,39,41,7,53492340000,1000,53492340,3,26746170000
472,20111217,16,25,26,31,36,43,7,51929207000,1000,51929207,4,25964603500
473,20111224,8,13,20,22,23,36,4,52867236000,1000,52867236,5,26433618000
474,20111231,4,13,18,31,33,45,15,58978482000,1000,58978482,4,29489241000
475,20120107,1,9,14,16,21,29,8,56043275000,1000,56043275,6,28021637500
476,20120114,9,12,13,15,37,38,4,55591819000,1000,55591819,4,27795909500
477,20120121,14,25,29,32,33,45,8,60801409000,1000,60801409,3,30400704500
478,20120128,18,29,30,37,39,43,14,54975901000,1000,54975901,3,27487950500
479,20120204,8,23,25,27,35,44,6,54848834000,1000,54848834,4,27424417000
480,20120211,3,5,10,17,30,31,4,55415681000,1000,55415681,6,27707840500
481,20120218,3,4,23,29,40,41,3,55642616000,1000,55642616,4,27821308000
482,20120225,1,10,16,24,25,35,7,56201452000,1000,56201452,5,28100726000
483,20120303,12,15,19,22,28,34,5,55582659000,1000,55582659,5,27791329500
484,20120310,1,3,27,28,32,45,6,55885979000,1000,55885979,4,27942989500
485,20120317,17,22,26,27,36,39,9,55692878000,1000,55692878,4,27846439000
486,20120324,1,2,23,25,38,40,13,54540823000,1000,54540823,4,27270411500
487,20120331,4,8,25,27,37,41,8,55276503000,1000,55276503,4,27638251500
488,20120407,2,8,17,30,31,38,10,54213092000,1000,54213092,5,27106546000
489,20120414,2,4,8,15,20,27,6,53558490000,1000,53558490,6,26779245000
490,20120421,2,7,26,29,40,43,7,52590121000,1000,52590121,4,26295060500
491,20120428,8,17,35,36,39,42,4,53413874000,1000,53413874,2,26706937000
492,20120505,22,27,31,35,37,40,5,51693454000,1000,51693454,3,25846727000
493,20120512,20,22,26,33,36,37,9,53231838000,1000,53231838,3,26615919000
494,20120519,5,7,8,15,30,43,12,53321589000,1000,53321589,5,26660794500
495,20120526,4,13,22,27,34,44,6,53645960000,1000,53645960,4,26822980000
496,20120602,4,13,20,29,36,41,4,52915804000,1000,52915804,4,26457902000
497,20120609,19,20,23,24,43,44,6,52411585000,1000,52411585,4,26205792500
498,20120616,13,14,24,32,39,41,4,52851253000,1000,52851253,3,26425626500
499,20120623,5,20,23,27,35,40,3,52767632000,1000,52767632,4,26383816000
500,20120630,3,4,12,20,24,34,9,54012267000,1000,54012267,5,27006133500
501,20120707,1,4,10,17,31,42,4,52717711000,1000,52717711,5,26358855500
502,20120714,6,22,28,32,34,40,6,54000640000,1000,54000640,3,27000320000
503,20120721,1,5,27,30,34,36,7,53572205000,1000,53572205,4,26786102500
504,20120728,6,14,22,26,43,44,9,51787037000,1000,51787037,4,25893518500
505,20120804,7,20,22,25,38,40,6,49103223000,1000,49103223,4,24551611500
506,20120811,6,9,11,22,24,30,3,52363311000,1000,52363311,6,26181655500
507,20120818,12,13,32,33,40,41,9,53638773000,1000,53638773,2,26819386500
508,20120825,5,27,31,34,35,43,8,54010391000,1000,54010391,3,27005195500
509,20120901,12,25,29,35,42,43,5,53390358000,1000,53390358,3,26695179000
510,20120908,12,29,32,33,39,40,5,53964992000,1000,53964992,2,26982496000
511,20120915,3,7,14,23,26,42,6,53970308000,1000,53970308,5,26985154000
512,20120922,4,5,9,13,26,27,13,54017801000,1000,54017801,6,27008900500
513,20120929,5,8,21,23,27,33,3,58317548000,1000,58317548,5,29158774000
514,20121006,1,15,20,26,35,42,3,54452404000,1000,54452404,4,27226202000
515,20121013,2,11,12,15,23,37,1,55258935000,1000,55258935,5,27629467500
516,20121020,2,8,23,41,43,44,11,56385762000,1000,56385762,3,28192881000
517,20121027,1,9,12,28,36,41,5,54468223000,1000,54468223,4,27234111500
518,20121103,14,23,30,32,34,38,6,55321566000,1000,55321566,3,27660783000
519,20121110,6,8,13,16,30,43,7,55614206000,1000,55614206,5,27807103000
520,20121117,4,22,27,28,38,40,6,55003797000,1000,55003797,4,27501898500
521,20121124,3,7,18,29,32,36,8,56185373000,1000,56185373,4,28092686500
522,20121201,4,5,13,14,37,41,6,57053378000,1000,57053378,4,28526689000
523,20121208,1,4,37,38,40,45,7,53678449000,1000,53678449,2,26839224500
524,20121215,10,11,29,38,41,45,4,55662103000,1000,55662103,3,27831051500
525,20121222,11,23,26,29,39,44,9,55566007000,1000,55566007,4,27783003500
526,20121229,7,14,17,20,35,39,9,56527807000,1000,56527807,4,28263903500
527,20130105,1,12,22,32,33,42,13,56985634000,1000,56985634,3,28492817000
528,20130112,5,17,25,31,39,40,11,57548541000,1000,57548541,4,28774270500
529,20130119,18,20,24,27,31,42,8,57645779000,1000,57645779,5,28822889500
530,20130126,16,23,27,29,33,41,11,56241083000,1000,56241083,4,28120541500
531,20130202,1,5,9,21,27,35,9,57567064000,1000,57567064,5,28783532000
532,20130209,16,17,23,24,29,44,7,61687384000,1000,61687384,5,30843692000
533,20130216,9,14,15,17,31,33,8,59275357000,1000,59275357,5,29637678500
534,20130223,10,24,26,29,37,38,1,59227462000,1000,59227462,4,29613731000
535,20130302,11,12,14,15,18,39,3,60523884000,1000,60523884,5,30261942000
536,20130309,7,8,18,32,37,43,11,59763469000,1000,59763469,3,29881734500
537,20130316,12,23,26,30,36,43,7,59453323000,1000,59453323,4,29726661500
538,20130323,6,10,18,31,32,34,3,59233373000,1000,59233373,4,29616686500
539,20130330,3,19,22,31,42,43,9,59168870000,1000,59168870,4,29584435000
540,20130406,3,12,13,15,34,36,7,56739658000,1000,56739658,4,28369829000
541,20130413,8,13,26,28,32,34,11,57087047000,1000,57087047,4,28543523500
542,20130420,5,6,19,26,41,45,6,56949161000,1000,56949161,4,28474580500
543,20130427,13,18,26,31,34,44,12,56570245000,1000,56570245,4,28285122500
544,20130504,5,17,21,25,36,44,13,56056189000,1000,56056189,4,28028094500
545,20130511,4,24,25,27,34,35,11,55967171000,1000,55967171,4,27983585500
546,20130518,8,17,20,27,37,43,30,56713166000,1000,56713166,4,28356583000
547,20130525,6,7,15,22,34,39,5,57968466000,1000,57968466,4,28984233000
548,20130601,1,12,13,21,32,45,8,57771827000,1000,57771827,4,28885913500
549,20130608,29,31,35,38,40,44,8,56864611000,1000,56864611,2,28432305500
550,20130615,1,7,14,20,34,37,11,56441770000,1000,56441770,4,28220885000
551,20130622,3,6,20,24,27,44,1,56989370000,1000,56989370,5,28494685000
552,20130629,1,10,20,32,35,40,10,57602386000,1000,57602386,3,28801193000
553,20130706,2,7,17,28,29,39,6,56487483000,1000,56487483,5,28243741500
554,20130713,13,14,17,32,41,42,2,56124466000,1000,56124466,3,28062233000
555,20130720,11,17,21,24,26,36,8,57273817000,1000,57273817,5,28636908500
556,20130727,12,20,23,28,30,44,7,57374791000,1000,57374791,5,28687395500
557,20130803,4,20,26,28,35,40,7,55086560000,1000,55086560,4,27543280000
558,20130810,12,15,19,26,40,43,10,54939001000,1000,54939001,4,27469500500
559,20130817,11,12,25,32,44,45,7,55733418000,1000,55733418,3,27866709000
560,20130824,1,4,20,23,29,45,7,56565298000,1000,56565298,5,28282649000
561,20130831,5,7,18,37,42,45,5,56638383000,1000,56638383,3,28319191500
562,20130907,4,11,13,17,20,31,11,56288212000,1000,56288212,6,28144106000
563,20130914,5,10,16,17,31,32,7,57320132000,1000,57320132,5,28660066000
564,20130921,14,19,25,26,27,34,7,58012468000,1000,58012468,5,29006234000
565,20130928,4,10,18,27,40,45,8,59556622000,1000,59556622,4,29778311000
566,20131005,4,5,6,25,26,43,4,57666611000,1000,57666611,5,28833305500
567,20131012,1,10,15,16,32,41,6,57439471000,1000,57439471,4,28719735500
568,20131019,1,3,17,20,31,44,10,57681628000,1000,57681628,5,28840814000
569,20131026,3,6,13,23,24,35,4,58441902000,1000,58441902,5,29220951000
570,20131102,1,12,26,27,29,33,9,57654279000,1000,57654279,5,28827139500
571,20131109,11,18,21,26,38,43,7,56493528000,1000,56493528,4,28246764000
572,20131116,3,13,18,33,37,45,8,56473602000,1000,56473602,3,28236801000
573,20131123,2,4,20,34,35,43,8,56092721000,1000,56092721,3,28046360500
574,20131130,14,15,16,19,25,43,2,55882933000,1000,55882933,5,27941466500
575,20131207,2,8,20,30,33,34,8,56330738000,1000,56330738,4,28165369000
576,20131214,10,11,15,25,35,41,3,54691148000,1000,54691148,4,27345574000
577,20131221,16,17,22,31,34,37,3,57010827000,1000,57010827,4,28505413500
578,20131228,5,12,14,32,34,42,5,58584741000,1000,58584741,3,29292370500
579,20140104,5,7,20,22,37,42,11,63532871000,1000,63532871,4,31766435500
580,20140111,5,7,9,11,32,35,7,60514216000,1000,60514216,4,30257108000
581,20140118,3,5,14,20,42,44,8,60257457000,1000,60257457,4,30128728500
582,20140125,2,12,14,33,40,41,4,59306953000,1000,59306953,3,29653476500
583,20140201,8,17,27,33,40,44,11,62675295000,1000,62675295,3,31337647500
584,20140208,7,18,30,39,40,41,3,61343856000,1000,61343856,3,30671928000
585,20140215,6,7,10,16,38,41,9,60253002000,1000,60253002,4,30126501000
586,20140222,2,7,12,15,21,34,8,59502096000,1000,59502096,5,29751048000
587,20140301,14,21,29,31,32,37,3,59715499000,1000,59715499,4,29857749500
588,20140308,2,8,15,22,25,41,5,59533101000,1000,59533101,5,29766550500
589,20140315,6,8,28,33,38,39,7,60643729000,1000,60643729,3,30321864500
590,20140322,20,30,36,38,41,45,7,60003131000,1000,60003131,2,30001565500
591,20140329,8,13,14,30,38,39,5,59373946000,1000,59373946,4,29686973000
592,20140405,2,5,6,13,28,44,6,58097477000,1000,58097477,5,29048738500
593,20140412,9,10,13,24,33,38,9,59368204000,1000,59368204,4,29684102000
594,20140419,2,8,13,25,28,37,11,57764442000,1000,57764442,5,28882221000
595,20140426,8,24,28,35,38,40,8,57797288000,1000,57797288,3,28898644000
596,20140503,3,4,12,14,25,43,10,56561071000,1000,56561071,5,28280535500
597,20140510,8,10,23,24,35,43,13,56832361000,1000,56832361,4,28416180500
598,20140517,4,12,24,33,38,45,16,57518550000,1000,57518550,3,28759275000
599,20140524,5,12,17,29,34,35,8,57381791000,1000,57381791,4,28690895500
600,20140531,5,11,14,27,29,36,15,56372519000,1000,56372519,5,28186259500
601,20140607,2,16,19,31,34,35,9,55868455000,1000,55868455,4,27934227500
602,20140614,13,14,22,27,30,38,8,56262855000,1000,56262855,5,28131427500
603,20140621,2,19,25,26,27,43,4,56276650000,1000,56276650,5,28138325000
604,20140628,2,6,18,21,33,34,11,56266399000,1000,56266399,4,28133199500
605,20140705,1,2,7,9,10,38,9,56622924000,1000,56622924,5,28311462000
606,20140712,1,5,6,14,20,39,10,56928896000,1000,56928896,5,28464448000
607,20140719,8,14,23,36,38,39,4,56806213000,1000,56806213,3,28403106500
608,20140726,4,8,18,19,39,44,7,56146117000,1000,56146117,4,28073058500
609,20140802,4,8,27,34,39,40,2,54858201000,1000,54858201,3,27429100500
610,20140809,14,18,20,23,28,36,4,56862756000,1000,56862756,5,28431378000
611,20140816,2,22,27,33,36,37,4,57411079000,1000,57411079,3,28705539500
612,20140823,6,9,18,19,25,33,11,56931314000,1000,56931314,5,28465657000
613,20140830,7,8,11,16,41,44,9,57986249000,1000,57986249,4,28993124500
614,20140906,8,21,25,39,40,44,6,62301977000,1000,62301977,3,31150988500
615,20140913,10,17,18,19,23,27,9,59072378000,1000,59072378,6,29536189000
616,20140920,5,13,18,23,40,45,9,60303360000,1000,60303360,4,30151680000
617,20140927,4,5,11,12,24,27,8,58958123000,1000,58958123,6,29479061500
618,20141004,8,16,25,30,42,43,5,58550803000,1000,58550803,4,29275401500
619,20141011,6,8,13,30,35,40,3,58822925000,1000,58822925,4,29411462500
620,20141018,2,16,17,32,39,45,7,58342777000,1000,58342777,3,29171388500
621,20141025,1,2,6,16,19,42,6,59407216000,1000,59407216,5,29703608000
622,20141101,9,15,16,21,28,34,9,59601329000,1000,59601329,5,29800664500
623,20141108,7,13,30,39,41,45,8,58504142000,1000,58504142,3,29252071000
624,20141115,1,7,19,26,27,35,5,57832726000,1000,57832726,5,28916363000
625,20141122,3,6,7,20,21,39,5,58614979000,1000,58614979,5,29307489500
626,20141129,13,14,26,33,40,43,8,58986187000,1000,58986187,3,29493093500
627,20141206,2,9,22,25,31,45,10,55981334000,1000,55981334,5,27990667000
628,20141213,1,7,12,15,23,42,9,57253109000,1000,57253109,5,28626554500
629,20141220,19,28,31,38,43,44,5,57618701000,1000,57618701,3,28809350500
630,20141227,8,17,21,24,27,31,3,61335894000,1000,61335894,6,30667947000
631,20150103,1,2,4,23,31,34,4,65300621000,1000,65300621,5,32650310500
632,20150110,15,18,21,32,35,44,11,63066603000,1000,63066603,3,31533301500
633,20150117,9,12,19,20,39,41,12,62015797000,1000,62015797,4,31007898500
634,20150124,4,10,11,12,20,27,13,63149567000,1000,63149567,6,31574783500
635,20150131,11,13,25,26,29,33,8,62429621000,1000,62429621,5,31214810500
636,20150207,6,7,15,16,20,31,8,62786394000,1000,62786394,6,31393197000
637,20150214,3,16,22,37,38,44,4,63504865000,1000,63504865,3,31752432500
638,20150221,7,18,22,24,31,34,7,64319586000,1000,64319586,5,32159793000
639,20150228,6,15,22,23,25,32,4,66202599000,1000,66202599,5,33101299500
640,20150307,14,15,18,21,26,35,9,64080502000,1000,64080502,5,32040251000
641,20150314,11,18,21,36,37,43,8,63773134000,1000,63773134,3,31886567000
642,20150321,8,17,18,24,39,45,12,63544224000,1000,63544224,4,31772112000
643,20150328,15,24,31,32,33,40,6,63110068000,1000,63110068,3,31555034000
644,20150404,5,13,17,23,28,36,8,61846599000,1000,61846599,5,30923299500
645,20150411,1,4,16,26,40,41,4,62661756000,1000,62661756,4,31330878000
646,20150418,2,9,24,41,43,45,7,62308090000,1000,62308090,3,31154045000
647,20150425,5,16,21,23,24,30,7,62314338000,1000,62314338,6,31157169000
648,20150502,13,19,28,37,38,43,7,60874405000,1000,60874405,3,30437202500
649,20150509,3,21,22,33,41,42,5,60473178000,1000,60473178,3,30236589000
650,20150516,3,4,7,11,31,41,5,60991082000,1000,60991082,5,30495541000
651,20150523,11,12,16,26,29,44,8,61494891000,1000,61494891,5,30747445500
652,20150530,3,13,15,40,41,44,5,60426977000,1000,60426977,3,30213488500
653,20150606,5,6,26,27,38,39,14,59716037000,1000,59716037,4,29858018500
654,20150613,16,21,26,31,36,43,8,60697813000,1000,60697813,4,30348906500
655,20150620,7,37,38,39,40,44,9,60434801000,1000,60434801,1,30217400500
656,20150627,3,7,14,16,31,40,2,61328118000,1000,61328118,5,30664059000
657,20150704,10,14,19,39,40,43,9,61769837000,1000,61769837,3,30884918500
658,20150711,8,19,25,28,32,36,9,61131243000,1000,61131243,4,30565621500
659,20150718,7,18,19,27,29,42,11,61677747000,1000,61677747,5,30838873500
660,20150725,4,9,23,33,39,44,10,60813322000,1000,60813322,3,30406661000
661,20150801,2,3,12,20,27,38,8,59597375000,1000,59597375,5,29798687500
662,20150808,5,6,9,11,15,37,8,59164542000,1000,59164542,5,29582271000
663,20150815,3,5,8,19,38,42,7,61100704000,1000,61100704,4,30550352000
664,20150822,10,20,33,36,41,44,10,61921689000,1000,61921689,2,30960844500
665,20150829,5,6,11,17,38,44,4,61885874000,1000,61885874,4,30942937000
666,20150905,2,4,6,11,17,28,6,62652917000,1000,62652917,6,31326458500
667,20150912,15,17,25,37,42,43,7,63421632000,1000,63421632,3,31710816000
668,20150919,12,14,15,24,27,32,5,63346405000,1000,63346405,5,31673202500
669,20150926,7,8,20,29,33,38,6,67952211000,1000,67952211,4,33976105500
670,20151003,11,18,26,27,40,41,12,62242687000,1000,62242687,4,31121343500
671,20151010,7,9,10,13,31,35,4,63940807000,1000,63940807,5,31970403500
672,20151017,8,21,28,31,36,45,9,63542330000,1000,63542330,4,31771165000
673,20151024,7,10,17,29,33,44,10,63163578000,1000,63163578,4,31581789000
674,20151031,9,10,14,25,27,31,8,61386974000,1000,61386974,6,30693487000
675,20151107,1,8,11,15,18,45,4,60458623000,1000,60458623,5,30229311500
676,20151114,1,8,17,34,39,45,8,62147642000,1000,62147642,3,31073821000
677,20151121,12,15,24,36,41,44,8,62267624000,1000,62267624,3,31133812000
678,20151128,4,5,6,12,25,37,6,60887293000,1000,60887293,5,30443646500
679,20151205,3,5,7,14,26,34,5,62220918000,1000,62220918,5,31110459000
680,20151212,4,10,19,29,32,42,14,64245201000,1000,64245201,4,32122600500
681,20151219,21,24,27,29,43,44,6,63268253000,1000,63268253,4,31634126500
682,20151226,17,23,27,35,38,43,4,66757858000,1000,66757858,3,33378929000
683,20160102,6,13,20,27,28,40,16,71940091000,1000,71940091,5,35970045500
684,20160109,1,11,15,17,25,39,9,66623887000,1000,66623887,5,33311943500
685,20160116,6,7,12,28,38,40,11,69126675000,1000,69126675,4,34563337500
686,20160123,7,12,15,24,25,43,8,65274010000,1000,65274010,5,32637005000
687,20160130,1,8,10,13,28,42,6,68044669000,1000,68044669,5,34022334500
688,20160206,5,15,22,23,34,35,9,73095612000,1000,73095612,4,36547806000
689,20160213,7,17,19,30,36,38,7,67460147000,1000,67460147,4,33730073500
690,20160220,24,25,33,34,38,39,15,69142025000,1000,69142025,2,34571012500
691,20160227,15,27,33,35,43,45,6,68590328000,1000,68590328,2,34295164000
692,20160305,3,11,14,15,32,36,7,66390499000,1000,66390499,4,33195249500
693,20160312,1,6,11,28,34,42,10,67352935000,1000,67352935,4,33676467500
694,20160319,7,15,20,25,33,43,10,67533257000,1000,67533257,4,33766628500
695,20160326,4,18,26,33,34,38,11,67672085000,1000,67672085,3,33836042500
696,20160402,1,7,16,18,34,38,10,67542971000,1000,67542971,4,33771485500
