round,date,main_1,main_2,main_3,main_4,main_5,main_6,first_prize_games,sales_amount_krw,price_per_game_krw,sold_lines,birthday_count,relevant_sales_amount_audit_only
1052,20230128,5,17,26,27,35,38,11,107565461000,1000,107565461,4,53782730500
1053,20230204,22,26,29,30,34,45,7,113721665000,1000,113721665,4,56860832500
1054,20230211,14,19,27,28,30,45,9,113660567000,1000,113660567,5,56830283500
1055,20230218,4,7,12,14,22,33,11,112488256000,1000,112488256,5,56244128000
1056,20230225,13,20,24,32,36,45,14,113279615000,1000,113279615,3,56639807500
1057,20230304,8,13,19,27,40,45,17,112523887000,1000,112523887,4,56261943500
1058,20230311,11,23,25,30,32,40,13,112041382000,1000,112041382,4,56020691000
1059,20230318,7,10,22,25,34,40,13,110846824000,1000,110846824,4,55423412000
1060,20230325,3,10,24,33,38,45,28,110677185000,1000,110677185,3,55338592500
1061,20230401,4,24,27,35,37,45,11,109909344000,1000,109909344,3,54954672000
1062,20230408,20,31,32,40,41,45,7,107109911000,1000,107109911,2,53554955500
1063,20230415,3,6,22,23,24,38,7,108347135000,1000,108347135,5,54173567500
1064,20230422,3,6,9,18,22,35,19,109427584000,1000,109427584,5,54713792000
1065,20230429,3,18,19,23,32,45,14,108181727000,1000,108181727,4,54090863500
1066,20230506,6,11,16,19,21,32,15,106440950000,1000,106440950,5,53220475000
1067,20230513,7,10,19,23,28,33,13,110703299000,1000,110703299,5,55351649500
1068,20230520,4,7,19,26,33,35,19,108988932000,1000,108988932,4,54494466000
1069,20230527,1,10,18,22,28,31,14,108388892000,1000,108388892,6,54194446000
1070,20230603,3,6,14,22,30,41,14,107222802000,1000,107222802,5,53611401000
1071,20230610,1,2,11,21,30,35,5,107362630000,1000,107362630,5,53681315000
1072,20230617,16,18,20,23,32,43,12,108156654000,1000,108156654,4,54078327000
1073,20230624,6,18,28,30,32,38,11,107352123000,1000,107352123,4,53676061500
1074,20230701,1,6,20,27,28,41,12,105744157000,1000,105744157,5,52872078500
1075,20230708,1,23,24,35,44,45,9,105635232000,1000,105635232,3,52817616000
1076,20230715,3,7,9,33,36,37,9,103168694000,1000,103168694,3,51584347000
1077,20230722,4,8,17,30,40,43,7,105927489000,1000,105927489,4,52963744500
1078,20230729,6,10,11,14,36,38,12,105407618000,1000,105407618,4,52703809000
1079,20230805,4,8,18,24,37,45,9,103120206000,1000,103120206,4,51560103000
1080,20230812,13,16,23,31,36,44,7,104111986000,1000,104111986,4,52055993000
1081,20230819,1,9,16,23,24,38,11,106974323000,1000,106974323,5,53487161500
1082,20230826,21,26,27,32,34,42,7,107566880000,1000,107566880,3,53783440000
1083,20230902,3,7,14,15,22,38,15,108995141000,1000,108995141,5,54497570500
1084,20230909,8,12,13,29,33,42,15,109818924000,1000,109818924,4,54909462000
1085,20230916,4,7,17,18,38,44,23,106249975000,1000,106249975,4,53124987500
1086,20230923,11,16,25,27,35,36,17,109250306000,1000,109250306,4,54625153000
1087,20230930,13,14,18,21,34,44,16,113960897000,1000,113960897,4,56980448500
1088,20231007,11,21,22,30,39,44,11,109089305000,1000,109089305,4,54544652500
1089,20231014,4,18,31,37,42,43,9,108725932000,1000,108725932,3,54362966000
1090,20231021,12,19,21,29,40,45,11,108364862000,1000,108364862,4,54182431000
1091,20231028,6,20,23,24,28,30,9,109335581000,1000,109335581,6,54667790500
1092,20231104,7,18,19,26,33,45,16,108970510000,1000,108970510,4,54485255000
1093,20231111,10,17,22,30,35,43,13,105589036000,1000,105589036,4,52794518000
1094,20231118,6,7,15,22,26,40,12,104078823000,1000,104078823,5,52039411500
1095,20231125,8,14,28,29,34,40,10,106160572000,1000,106160572,4,53080286000
1096,20231202,1,12,16,19,23,43,10,105753078000,1000,105753078,5,52876539000
1097,20231209,14,33,34,35,37,40,7,108873101000,1000,108873101,1,54436550500
1098,20231216,12,16,21,24,41,43,13,103850339000,1000,103850339,4,51925169500
1099,20231223,3,20,28,38,40,43,9,107510729000,1000,107510729,3,53755364500
1100,20231230,17,26,29,30,31,43,13,116187023000,1000,116187023,5,58093511500
1101,20240106,6,7,13,28,36,42,13,114758876000,1000,114758876,4,57379438000
1102,20240113,13,14,22,26,37,38,20,113178102000,1000,113178102,4,56589051000
1103,20240120,10,12,29,31,40,44,17,110195070000,1000,110195070,4,55097535000
1104,20240127,1,7,21,30,35,38,15,112449384000,1000,112449384,4,56224692000
1105,20240203,6,16,34,37,39,40,15,113295292000,1000,113295292,2,56647646000
1106,20240210,1,3,4,29,42,45,11,126617296000,1000,126617296,4,63308648000
1107,20240217,6,14,30,31,40,41,14,117664962000,1000,117664962,4,58832481000
1108,20240224,7,19,26,37,39,44,14,114578905000,1000,114578905,3,57289452500
1109,20240302,10,12,13,19,33,40,17,117196327000,1000,117196327,4,58598163500
1110,20240309,3,7,11,20,22,41,16,115083786000,1000,115083786,5,57541893000
1111,20240316,3,13,30,33,43,45,16,116382835000,1000,116382835,3,58191417500
1112,20240323,16,20,26,36,42,44,10,114216084000,1000,114216084,3,57108042000
1113,20240330,11,13,20,21,32,44,14,113342318000,1000,113342318,4,56671159000
1114,20240406,10,16,19,32,33,38,17,113597890000,1000,113597890,3,56798945000
1115,20240413,7,12,23,32,34,36,12,113939215000,1000,113939215,3,56969607500
1116,20240420,15,16,17,25,30,31,10,110862553000,1000,110862553,6,55431276500
1117,20240427,3,4,9,30,33,36,9,113895333000,1000,113895333,4,56947666500
1118,20240504,11,13,14,15,16,45,19,113727120000,1000,113727120,5,56863560000
1119,20240511,1,9,12,13,20,45,19,111840714000,1000,111840714,5,55920357000
1120,20240518,2,19,26,31,38,41,11,114804359000,1000,114804359,4,57402179500
1121,20240525,6,24,31,32,38,44,11,113898519000,1000,113898519,3,56949259500
1122,20240601,3,6,21,30,34,35,11,115540004000,1000,115540004,4,57770002000
1123,20240608,13,19,21,24,34,35,16,113142957000,1000,113142957,4,56571478500
1124,20240615,3,8,17,30,33,34,10,112014841000,1000,112014841,4,56007420500
1125,20240622,6,14,25,33,40,44,12,109407294000,1000,109407294,3,54703647000
1126,20240629,4,5,9,11,37,40,11,111998191000,1000,111998191,4,55999095500
1127,20240706,10,15,24,30,31,37,12,111571373000,1000,111571373,5,55785686500
1128,20240713,1,5,8,16,28,33,63,111364194000,1000,111364194,5,55682097000
1129,20240720,5,10,11,17,28,34,11,110363498000,1000,110363498,5,55181749000
1130,20240727,15,19,21,25,27,28,12,109515089000,1000,109515089,6,54757544500
1131,20240803,1,2,6,14,27,38,17,109120798000,1000,109120798,5,54560399000
1132,20240810,6,7,19,28,34,41,11,110018123000,1000,110018123,4,55009061500
1133,20240817,13,14,20,28,29,34,13,111210839000,1000,111210839,5,55605419500
1134,20240824,3,7,9,13,19,24,14,111660087000,1000,111660087,6,55830043500
1135,20240831,1,6,13,19,21,33,9,113817137000,1000,113817137,5,56908568500
1136,20240907,21,33,35,38,42,44,12,113031911000,1000,113031911,1,56515955500
1137,20240914,4,9,12,15,33,45,14,119250007000,1000,119250007,4,59625003500
1138,20240921,14,16,19,20,29,34,14,109651510000,1000,109651510,5,54825755000
1139,20240928,5,12,15,30,37,40,13,117915887000,1000,117915887,4,58957943500
1140,20241005,7,10,22,29,31,38,12,115238556000,1000,115238556,5,57619278000
1141,20241012,7,11,12,21,26,35,11,115803173000,1000,115803173,5,57901586500
1142,20241019,2,8,28,30,37,41,9,114254355000,1000,114254355,4,57127177500
1143,20241026,10,16,17,27,28,36,11,116432896000,1000,116432896,5,58216448000
1144,20241102,3,4,12,15,26,34,18,116378514000,1000,116378514,5,58189257000
1145,20241109,2,11,31,33,37,44,9,116115162000,1000,116115162,3,58057581000
1146,20241116,6,11,17,19,40,43,11,116694743000,1000,116694743,4,58347371500
1147,20241123,7,11,24,26,27,37,8,115707061000,1000,115707061,5,57853530500
1148,20241130,3,6,13,15,16,22,13,113188640000,1000,113188640,6,56594320000
1149,20241207,8,15,19,21,32,36,17,112146718000,1000,112146718,4,56073359000
1150,20241214,8,9,18,35,39,45,17,114152034000,1000,114152034,3,57076017000
1151,20241221,2,3,9,15,27,29,17,116118444000,1000,116118444,6,58059222000
1152,20241228,30,31,32,35,36,37,35,120703009000,1000,120703009,2,60351504500
1153,20250104,1,9,10,13,35,44,15,126343367000,1000,126343367,4,63171683500
1154,20250111,4,8,22,26,32,38,15,115268257000,1000,115268257,4,57634128500
1155,20250118,10,16,19,27,37,38,7,118482730000,1000,118482730,4,59241365000
1156,20250125,30,31,34,39,41,45,21,127643987000,1000,127643987,2,63821993500
1157,20250201,5,7,12,20,25,26,12,123443439000,1000,123443439,6,61721719500
1158,20250208,21,25,27,32,37,38,21,119706159000,1000,119706159,3,59853079500
1159,20250215,3,9,27,28,38,39,23,124802304000,1000,124802304,4,62401152000
1160,20250222,7,13,18,36,39,45,12,123177536000,1000,123177536,3,61588768000
1161,20250301,2,12,20,24,34,42,16,123230590000,1000,123230590,4,61615295000
1162,20250308,20,21,22,25,28,29,36,120578328000,1000,120578328,6,60289164000
1163,20250315,2,13,15,16,33,43,15,122246316000,1000,122246316,4,61123158000
1164,20250322,17,18,23,25,38,39,13,121102645000,1000,121102645,4,60551322500
1165,20250329,6,7,27,29,38,45,13,118112106000,1000,118112106,4,59056053000
1166,20250405,14,23,25,27,29,42,14,116717661000,1000,116717661,5,58358830500
1167,20250412,8,23,31,35,39,40,10,118762131000,1000,118762131,3,59381065500
1168,20250419,9,21,24,30,33,37,13,117811795000,1000,117811795,4,58905897500
1169,20250426,5,12,24,26,39,42,10,118803195000,1000,118803195,4,59401597500
1170,20250503,3,13,28,34,38,42,20,116709995000,1000,116709995,3,58354997500
1171,20250510,3,6,7,11,12,17,21,115285696000,1000,115285696,6,57642848000
1172,20250517,7,9,24,40,42,44,13,117565241000,1000,117565241,3,58782620500
1173,20250524,1,5,18,20,30,35,24,118782668000,1000,118782668,5,59391334000
1174,20250531,8,11,14,17,36,39,15,119020467000,1000,119020467,4,59510233500
1175,20250607,3,4,6,8,32,42,20,117488305000,1000,117488305,4,58744152500
1176,20250614,7,9,11,21,30,35,13,115765450000,1000,115765450,5,57882725000
1177,20250621,3,7,15,16,19,43,6,115411832000,1000,115411832,5,57705916000
1178,20250628,5,6,11,27,43,44,12,118774279000,1000,118774279,4,59387139500
1179,20250705,3,16,18,24,40,44,13,115024678000,1000,115024678,4,57512339000
1180,20250712,6,12,18,37,40,41,11,115377965000,1000,115377965,3,57688982500
1181,20250719,8,10,14,20,33,41,17,113802682000,1000,113802682,4,56901341000
1182,20250726,1,13,21,25,28,31,13,115431308000,1000,115431308,6,57715654000
1183,20250802,4,15,17,23,27,36,13,115605968000,1000,115605968,5,57802984000
1184,20250809,14,16,23,25,31,37,15,117748924000,1000,117748924,5,58874462000
1185,20250816,6,17,22,28,29,32,12,117480804000,1000,117480804,5,58740402000
1186,20250823,2,8,13,16,23,28,14,116690738000,1000,116690738,6,58345369000
1187,20250830,5,13,26,29,37,40,11,117650847000,1000,117650847,4,58825423500
1188,20250906,3,4,12,19,22,27,24,116617971000,1000,116617971,6,58308985500
1189,20250913,9,19,29,35,37,38,13,119484685000,1000,119484685,3,59742342500
1190,20250920,7,9,19,23,26,45,6,118368861000,1000,118368861,5,59184430500
1191,20250927,1,4,11,12,20,41,18,121272809000,1000,121272809,5,60636404500
1192,20251004,10,16,23,36,39,40,29,129050196000,1000,129050196,3,64525098000
1193,20251011,6,9,16,19,24,28,16,118676603000,1000,118676603,6,59338301500
1194,20251018,3,13,15,24,33,37,28,121085706000,1000,121085706,4,60542853000
1195,20251025,3,15,27,33,34,36,10,122918013000,1000,122918013,3,61459006500
1196,20251101,8,12,15,29,40,45,15,121645432000,1000,121645432,4,60822716000
1197,20251108,1,5,7,26,28,43,13,120244434000,1000,120244434,5,60122217000
1198,20251115,26,30,33,38,39,41,10,120207517000,1000,120207517,2,60103758500
1199,20251122,16,24,25,30,31,32,17,118624796000,1000,118624796,5,59312398000
1200,20251129,1,2,4,16,20,32,12,118339596000,1000,118339596,5,59169798000
1201,20251206,7,9,24,27,35,36,19,115389593000,1000,115389593,4,57694796500
1202,20251213,5,12,21,33,37,40,14,116954237000,1000,116954237,3,58477118500
1203,20251220,3,6,18,29,35,39,21,121655631000,1000,121655631,4,60827815500
1204,20251227,8,16,28,30,31,44,18,123758619000,1000,123758619,5,61879309500
1205,20260103,1,4,16,23,31,41,10,132670747000,1000,132670747,5,66335375027
1206,20260110,1,3,17,26,27,42,15,121012690000,1000,121012690,5,60506345998
1207,20260117,10,22,24,27,38,45,17,122934287000,1000,122934287,4,61467144896
1208,20260124,6,27,30,36,38,42,6,120408668000,1000,120408668,3,60204336826
1209,20260131,2,17,20,35,37,39,22,124040394000,1000,124040394,3,62020198406
1210,20260207,1,7,9,17,27,38,24,123111058000,1000,123111058,5,61555530677
1211,20260214,23,26,27,35,38,40,14,134945802000,1000,134945802,3,67472903182
1212,20260221,5,8,25,31,41,44,12,131727929000,1000,131727929,4,65863966662
1213,20260228,5,11,25,27,36,38,18,131111079000,1000,131111079,4,65555539740
1214,20260307,10,15,19,27,30,33,12,124815860000,1000,124815860,5,62407932092
1215,20260314,13,15,19,21,44,45,16,126977101000,1000,126977101,4,63488551584
1216,20260321,3,10,14,15,23,24,14,125556526000,1000,125556526,6,62778263417
1217,20260328,8,10,15,20,29,31,14,125155256000,1000,125155256,6,62577629462
1218,20260404,3,28,31,32,42,45,18,123335928000,1000,123335928,3,61667966400
1219,20260411,1,2,15,28,39,45,12,120945801000,1000,120945801,4,60472901798
1220,20260418,2,22,25,28,34,43,14,121958822000,1000,121958822,4,60979412665
1221,20260425,6,13,18,28,30,36,16,122979623000,1000,122979623,5,61489811578
1222,20260502,4,11,17,22,32,41,24,124243558000,1000,124243558,4,62121779581
1223,20260509,16,18,20,32,33,39,16,122621163000,1000,122621163,3,61310584284
1224,20260516,9,18,21,27,44,45,12,121110408000,1000,121110408,4,60555204552
1225,20260523,8,9,19,25,41,42,13,120402887000,1000,120402887,4,60201445675
1226,20260530,4,6,13,17,26,28,10,120259943000,1000,120259943,6,60129974308
1227,20260606,1,14,16,34,41,44,11,118882558000,1000,118882558,3,59441280119
1228,20260613,24,29,30,31,35,44,11,119052273000,1000,119052273,4,59526138366
1229,20260620,12,13,29,34,37,42,8,116155532000,1000,116155532,3,58077767333
1230,20260627,3,8,9,22,28,42,16,120177677000,1000,120177677,5,60088838564
1231,20260704,4,13,14,18,31,38,17,118084580000,1000,118084580,5,59042291693
1232,20260711,12,15,19,22,24,36,11,114636304000,1000,114636304,5,57318153053
1233,20260718,2,7,20,25,37,40,31,116159776000,1000,116159776,4,58079891072
1234,20260725,1,15,19,31,35,43,18,115990429000,1000,115990429,4,57995216655
1235,20260801,6,7,11,15,39,43,9,115445069000,1000,115445069,4,57722535226
1236,20260808,12,18,21,29,34,38,11,114070835000,1000,114070835,4,57035418544
1237,20260815,10,20,23,34,37,40,23,118363161000,1000,118363161,3,59181583190
