round,number_input_count,number_pass_count,number_candidate_count,number_gate,trio_raw_candidate_count,trio_valid_count,trio_gate,pair_raw_candidate_count,pair_valid_count,pair_gate,core_raw_candidate_count,core_available_count,core_gate,pair_ready,pair_test_ready,pair_research_hold,pair_system_hold,official_stop_stage,official_output_available,root_cause_morphology,row_hash
606,45,0,6,PASS,20,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,ba1df4dc1c2e842f44d32a53337cefe33d2888ad15b9a751d5399af9aa8410d4
607,45,0,12,PASS,220,60,PASS,663,0,PASS,663,0,FAIL,0,0,0,663,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,e0bacfa6567b55ea68a8502071245a56d9ea9bf910ad3088a55082f431a50000
608,45,0,12,PASS,220,65,PASS,809,0,PASS,809,0,FAIL,0,0,0,809,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,f6421cd366e935436033bbee035a5a0136f68cd207fdf73483682a544c8148c3
609,45,0,12,PASS,219,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,410732fd417c0146a2e296362c47ab4ce92b54b3b93b3a0b2a20c11d64fff8fc
610,45,2,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,2ddbcca49e6fa38b85468cd07e0d548d28755d3b74904b2a718d3cfb57df243c
611,45,0,12,PASS,126,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,73b3d873eb02db028e5f70945f81d1655d46b72287d020edd3e58a371a780373
612,45,0,12,PASS,220,90,PASS,1594,0,PASS,1594,0,FAIL,0,0,0,1594,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,b12abd6f272be5f152eeaccb146506dd879c14f7042d4cdc2cdf01b94b2789ce
613,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,f427f1ddd4699dcd5628248f85af037a4868ea0629082d34835e00c465f0664b
614,45,0,12,PASS,220,52,PASS,529,0,PASS,529,0,FAIL,0,0,0,529,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,6eafda6b3364e3308001fc87721bc2eae53699dbd4e68a43b5d3f13eb3ba30ee
615,45,1,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,9cf8b4b539063c4541bd4c0fdc32d3634c82db68d20faa0a07808e58a81f1eae
616,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,e96cc1ea55c5deebd27b82477d1cf5ab17273fba0e9bf41e72f0be07d12e054d
617,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,13dbc0eb86540bfa20994e0bdaf4253e6497afb903a487a8d31a721e1649bded
618,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,adc0592c0381aeb3cc228d8709725964fe7a7fda683f5aef62a83c28fafdabde
619,45,2,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,a5f7880e06baadfe62de00b1ff05400aca74f7420cb20734c8f9643d9ff7b1f2
620,45,2,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,3392c95bc9968c99ff602f2ef328956c699a0ac8c4c830935f4f90c4515b3e4a
621,45,0,12,PASS,220,74,PASS,1046,0,PASS,1046,0,FAIL,0,0,0,1046,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,aa0fa7bb63f0617b35467ed4591b84def92a722cec34c3f59ec9c325e755f5e5
622,45,0,12,PASS,60,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,8afa87b9e9d2888899570bc21733fdb76e0afa3dfa23fc04385c80bb3941f1ec
623,45,0,12,PASS,220,63,PASS,740,0,PASS,740,0,FAIL,0,0,0,740,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,49a18521adbad46ea6c67097c2dfdd86ce78afdddc138396e2daf6c4c53e1f44
624,45,0,12,PASS,220,52,PASS,424,0,PASS,424,0,FAIL,0,0,0,424,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,f796ae380bb85fe5f3665d43bbe3f7ca72bd08295efb102643b34bab121856a0
625,45,0,12,PASS,220,67,PASS,753,0,PASS,753,0,FAIL,0,0,0,753,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,924cee60466530a0e2d577d61a784427827b088afae6af9e9b27127768805e9c
626,45,0,12,PASS,220,68,PASS,919,0,PASS,919,0,FAIL,0,0,0,919,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,af3e29f7d7ee296dfe110818335db822351502cbb7d9735eab7710c3802f524f
627,45,0,7,PASS,35,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,68c2a6113f841bf0ebe2ad1e10f97e15d534deb95e35de2364c3a42abd0eb73e
628,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,126271549ade51aef145211710ff3ba17be530b50a9474b79355b6f91b5ee582
629,45,0,12,PASS,220,68,PASS,823,0,PASS,823,0,FAIL,0,0,0,823,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,c57b1055965aad99d4561d4ab20f2208bd42887cebe1ee6c5415ad8c63459ce1
630,45,0,12,PASS,220,60,PASS,633,0,PASS,633,0,FAIL,0,0,0,633,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,d54697d3cacc529c01e9581afe414b346c76d8438dd6cfdea2011dd4d1f81058
631,45,3,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,580803b47dcf64f269fe3907e208c01265857e806e5895102ab0f932198118a7
632,45,0,12,PASS,27,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,6ed0964737506ebff4b78b70a52da7b7e86cd85b4bf8be82f57b51860dd512f5
633,45,0,12,PASS,220,83,PASS,1285,0,PASS,1285,0,FAIL,0,0,0,1285,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,c2052865de723116ef0e55e5ec0ef649a9216668045344362c74486e4b7399d3
634,45,0,10,PASS,120,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,55359eeefb24bc51f5bd962bd962acfe9c70852f4645a92cfb359ff3393b629c
635,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,00d35eda451b5d86b37199af8caa60d68557c373871ccae1f276b71282cee2e3
636,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,55c285928d5ca080f0c459779009f284abc1777c256cb50d4a5c4f9dda3f6766
637,45,0,12,PASS,208,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,86592e1de9f9f6b9c23cc46b2c5df95ec30daccd94dbe4961cc153345426a6a5
638,45,0,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,NUMBER_STAGE_STOP,False,UPSTREAM_STARVATION,70a129bae993e32a758cdb78f9bd079e3a1a8f35ff617a8bf4a1b393fddf9480
639,45,0,12,PASS,220,67,PASS,731,0,PASS,731,0,FAIL,0,0,0,731,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,466ab403a2d7f7c1401ed9e25abbfb075b2adfa6be599120309d43a99f0e0652
640,45,0,12,PASS,220,69,PASS,832,0,PASS,832,0,FAIL,0,0,0,832,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,d2b28de6ef18f2ce5513a808f0059f6038943e50803661ef93a022eade4ac0c3
641,45,0,7,PASS,35,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,e1043bbb537a02cecb9fc58c66ebd8f6cd1110e3dd9aaba460c69345fd59b736
642,45,0,12,PASS,220,66,PASS,763,0,PASS,763,0,FAIL,0,0,0,763,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,8e26f6d28ad8c3ccd6aab3cff65d65518e9a1821b7c54225385f4da72e379968
643,45,0,12,PASS,220,64,PASS,806,0,PASS,806,0,FAIL,0,0,0,806,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,51c571a5644ef9b91606297595bb158f8ec23afdee049faf2ef904f4a2412fb8
644,45,0,7,PASS,35,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,980339c27287f9ad2baca96119689c30ced8f8b4c55b73cd58bca76c1afd93f5
645,45,3,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,67da968ec8b1249ea5556992b72d079a78e4d59c159da1ba6abe0d015f1239bf
646,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,f898265786e313965596ce853bc07a4d371e99b5db310bca616d5c1e3dc98316
647,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,f720e8b44a3ecc2bc83505fddb093759e532f6a9977938543078fd6c438ca1a7
648,45,0,10,PASS,120,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,493a668501e95c0e841081a71a399097d09a25e2c01c04f8e37c13750c3276b4
649,45,0,12,PASS,220,52,PASS,458,0,PASS,458,0,FAIL,0,0,0,458,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,9e48492dec7736a91b760ab7c4b7b47ba0a0e5b97ee941e82af9f627da166bda
650,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,96accc1d418669f7b6ac67bf924cfdc7fca614d5a17348e64cbe618f77ad8ccf
651,45,1,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,148800281512395b029170a3609f385c266540e36cec1ddfd0ade9f14514c195
652,45,0,6,PASS,20,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,89794484735479a6a135ffff329c175de72c8a3f4421a8e29c86192546dc0223
653,45,0,12,PASS,220,41,PASS,230,0,PASS,230,0,FAIL,0,0,0,230,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,66680f8a216f12821a421aec2ec4adf44780a142bd6b57da85aa657e3d042eb9
654,45,0,8,PASS,56,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,e004b2a5fb7f45d86e06638c76bd6602625a1bfea9b1795ce93ec309fe104955
655,45,0,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,NUMBER_STAGE_STOP,False,UPSTREAM_STARVATION,2c9f8f2a980914cb2ef9fe239b4e8cec9dde9c2563a4c07217b41809fcea416b
656,45,0,12,PASS,62,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,40ec2abc7fb8845edc5f696a631afc4ccd19e70f436227bad133985bf375def5
657,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,316abfaa27887336cea7df98f76f5384cdca8c176c3ac9fee591d29aa2cd7559
658,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,97d02bf84459a40e3fb126e1f33fadc47f06a183c2af633b64f00be552830435
659,45,0,12,PASS,220,45,PASS,303,0,PASS,303,0,FAIL,0,0,0,303,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,2d14481d9d13d3194d40db09629239c9db1947503c6fbe6740706777bd1f938e
660,45,0,12,PASS,220,46,PASS,318,0,PASS,318,0,FAIL,0,0,0,318,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,6bbc0effb3a581916aedd0e511d6a1c24a45215c9a3d4c7d42c8930bd389455f
661,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,100cbf8abac342fc2928d3d758db9f8ccfb7bef2d35e879ca0bf5cbcba9af330
662,45,0,12,PASS,220,63,PASS,726,0,PASS,726,0,FAIL,0,0,0,726,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,2232360e8607a2f8738f44d3061e87e51fcc09128d2819caf40b2c04118892df
663,45,0,12,PASS,220,59,PASS,636,0,PASS,636,0,FAIL,0,0,0,636,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,1fdbdc7cd29f1863f642138352140892852c1b90a9aa98b6806f5d02eacf7da2
664,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,06d369d9c1c94af2d4f60c2273446984aabd3fb9b0ccacbb7511191eeeb2fa7c
665,45,1,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,f4cb788bfbb700f19f1f9a681394fddc2486e90c8f7aa4421e59fa438c28252d
666,45,0,11,PASS,165,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,aed10109b887db858a71ff16c8e4449228f608d06a647916962a55eb72465143
667,45,0,8,PASS,56,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,08c29b8ae92720cdd4b968044465c93608858ebc70b31a6f76f165da7cd4fd9b
668,45,0,12,PASS,219,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,08fea89446f72b3f1f06c9abec6d1cffc8391dd3c396844b2c3c65c30daea198
669,45,0,12,PASS,220,60,PASS,639,0,PASS,639,0,FAIL,0,0,0,639,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,d9bcf3b7eb76edce31066b6abd0fd5d8e1bcc06cdb9dfe9757b42a867e67d582
670,45,0,7,PASS,35,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,1fc3945aed62072d3be2f180e1e26f3de586dba28e4dee4bdbfa2ff3ff560c9f
671,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,b15ed2d4193792f176fc12a2141cd724d5cdbefc9045c18f7e85ba0495f4057b
672,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,c6ed421e8e6c7efce3ea7a22522cbd4eee1eeaef8ab736346df8906c009c3654
673,45,0,12,PASS,220,5,PASS,0,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,PAIR_STAGE_STOP,False,PAIR_BOTTLENECK,1229a0d5491f73dbcadb2cad96955028ea307fd3feb118f017943472f55c3854
674,45,5,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,9e0f550fbf085165a282e4c8cddc237c0833f24d89c42624a8a453af5751007f
675,45,0,12,PASS,220,53,PASS,501,0,PASS,501,0,FAIL,0,0,0,501,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,8a3883439354a3d370a99ba3a06e1fe7965938f3ee22e6adfac497456b40301b
676,45,0,12,PASS,148,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,abf0aae3d26bbf425f62ce5805d7fb6cf2cbaaac9d032671825310e3df76d21a
677,45,0,12,PASS,220,64,PASS,778,0,PASS,778,0,FAIL,0,0,0,778,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,5e878c5882054f0e9d09c86813d1ad8d9baa0e081a522c5263b1532aa3ae09b8
678,45,0,10,PASS,120,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,7c86d7fdaaf3f9b27a602628d5b5d52f056a5c10931d0b39b921c0d20e554763
679,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,efabb9980c9d0f2c39fd0498c2f64cb01d4dd7b15483d74b0ce016974842d841
680,45,0,12,PASS,220,51,PASS,433,0,PASS,433,0,FAIL,0,0,0,433,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,6134d8237908d55cb72a25b8125e8a9146123949fef756815634b51c8f776571
681,45,0,10,PASS,120,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,da6bdf3034d22c84f31ef00bf9f830d2728bccef313ab417d4c37463acb5271f
682,45,0,12,PASS,206,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,0f83a9dbdec3f91dcc62b6264a3afbb70a4be4f06e95685837090273269345a5
683,45,0,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,NUMBER_STAGE_STOP,False,UPSTREAM_STARVATION,2a02649c6c4c96a147bf2816d815ff807cf64e6571414a38451577ea8ce9457b
684,45,0,12,PASS,220,75,PASS,987,0,PASS,987,0,FAIL,0,0,0,987,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,dd8339c3d1cfec717bafbcb43bb9758cb072a80bb00a7d5631b80b94fbc12061
685,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,647b9ec62841bb5c226b794ed00f38cde2036762dbc18c9834ae92f53db50cb7
686,45,0,9,PASS,84,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,c921eb5cbac63fa5ce9e78f4376d4f269c1c2f6041b6e2e3243ef9c94682d11d
687,45,0,12,PASS,220,59,PASS,655,0,PASS,655,0,FAIL,0,0,0,655,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,2585c502eee40d9487f57d99e217823704e88ef1b36eaea42b8a26c58f12f052
688,45,0,12,PASS,220,77,PASS,1094,0,PASS,1094,0,FAIL,0,0,0,1094,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,e6b1f306dc299dbc7a944089544c60e4e9c9b661ff517626ad3580ca2c317aee
689,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,4534b48577874a4099be7f6e811da4e257391de13a90b6f0cad5dd765dd714b0
690,45,0,12,PASS,220,29,PASS,162,0,PASS,162,0,FAIL,0,0,0,162,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,19bfaca7b4eb25f2f0077d6fee3e14e8885a679b5ff9ee02144261c0729b8f37
691,45,0,6,PASS,20,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,9c7c2619e1a1a123723939ff4adf38714c42b7e8607d01f3da3008cad3fb3661
692,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,787862accffa055b8b4cf30e3577735182b65339a8410e81c9b4309ce7a9193d
693,45,0,12,PASS,220,80,PASS,1164,0,PASS,1164,0,FAIL,0,0,0,1164,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,48999be8a8ca2ad44c6b8ff425853fe0db16d8902014ed7be56b27462ed5d5a9
694,45,0,12,PASS,220,60,PASS,688,0,PASS,688,0,FAIL,0,0,0,688,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,1800b0c85fe7b7cab9bed4f5c32b08f630e16a3720253e6fdc7839abcfb3c7bb
695,45,0,12,PASS,220,41,PASS,305,0,PASS,305,0,FAIL,0,0,0,305,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,66954fb767c1fe51bb9a36f4f2cc93b37040d0770a243d34aa6bc4de82220b42
696,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,c75f3c6be30c97d09831242843f74342634217dd5bcdb24f4ea9345825fc5658
697,45,0,12,PASS,220,57,PASS,575,0,PASS,575,0,FAIL,0,0,0,575,CORE_STAGE_STOP,False,IMPLEMENTATION_OR_DEFINITION_ANOMALY,e44a42e6347f0fd6612b9cf8e74b571ab7bc50f8cb8d494af62e528bfba9d010
698,45,0,12,PASS,220,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,4d6d29c6a2beb831ebded3f8c9d51b863e895dcefa893db6f9181224c293fd75
699,45,0,12,PASS,186,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,7d90f177cdefdefc18dc0dc0b2e879a1f6b0dc00c949070405ab4242ffa5045a
700,45,0,6,PASS,20,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,4ac416bf810202e5b7f850287c00d4cc1193bb56e2a0f5e9bc63515a7069d503
701,45,0,6,PASS,20,0,FAIL,0,0,UPSTREAM_OBJECT_ABSENT,0,0,UPSTREAM_OBJECT_ABSENT,0,0,0,0,TRIO_STAGE_STOP,False,TRIO_BOTTLENECK,b91c63f4f224c9c5af38a3cb303c8de61a2b1337111e67ca14adcd701f9c3d0c
