round,date,main_1,main_2,main_3,main_4,main_5,main_6,bonus,k1,k2,k3,total_sales_krw,price_per_game_krw,sold_lines,source_file,source_file_sha256
1,20021207,10,23,29,33,37,40,16,0,1,28,3681782000,2000,1840891,downloads/official-1-1237/raw/api-0124.json,d6b3da00d57e9c5123384b2a334a150be277d3b4575e561ebbab3ff2d1037629
2,20021214,9,13,21,25,32,42,2,1,2,103,4904274000,2000,2452137,downloads/official-1-1237/raw/api-0124.json,d6b3da00d57e9c5123384b2a334a150be277d3b4575e561ebbab3ff2d1037629
3,20021221,11,16,19,21,27,31,30,1,0,139,4729342000,2000,2364671,downloads/official-1-1237/raw/api-0124.json,d6b3da00d57e9c5123384b2a334a150be277d3b4575e561ebbab3ff2d1037629
4,20021228,14,27,30,31,40,42,2,0,1,29,5271464000,2000,2635732,downloads/official-1-1237/raw/api-0124.json,d6b3da00d57e9c5123384b2a334a150be277d3b4575e561ebbab3ff2d1037629
5,20030104,16,24,29,40,41,42,3,0,0,42,6277102000,2000,3138551,downloads/official-1-1237/raw/api-0124.json,d6b3da00d57e9c5123384b2a334a150be277d3b4575e561ebbab3ff2d1037629
6,20030111,14,15,26,27,40,42,34,1,3,138,15305356000,2000,7652678,downloads/official-1-1237/raw/api-0124.json,d6b3da00d57e9c5123384b2a334a150be277d3b4575e561ebbab3ff2d1037629
7,20030118,2,9,16,25,26,40,42,0,9,270,12794890000,2000,6397445,downloads/official-1-1237/raw/api-0124.json,d6b3da00d57e9c5123384b2a334a150be277d3b4575e561ebbab3ff2d1037629
8,20030125,8,19,25,34,37,39,9,0,6,348,20751450000,2000,10375725,downloads/official-1-1237/raw/api-0123.json,11ca32d2b0d265ef02f16a770b60098828a08661d39f99ae93c7657dae03f507
9,20030201,2,4,16,17,36,39,14,0,4,352,73624020000,2000,36812010,downloads/official-1-1237/raw/api-0123.json,11ca32d2b0d265ef02f16a770b60098828a08661d39f99ae93c7657dae03f507
10,20030208,9,25,30,33,41,44,6,13,236,11247,260856392000,2000,130428196,downloads/official-1-1237/raw/api-0123.json,11ca32d2b0d265ef02f16a770b60098828a08661d39f99ae93c7657dae03f507
11,20030215,1,7,36,37,41,42,14,5,11,428,91925306000,2000,45962653,downloads/official-1-1237/raw/api-0123.json,11ca32d2b0d265ef02f16a770b60098828a08661d39f99ae93c7657dae03f507
12,20030222,2,11,21,25,39,45,44,12,27,1903,76255508000,2000,38127754,downloads/official-1-1237/raw/api-0123.json,11ca32d2b0d265ef02f16a770b60098828a08661d39f99ae93c7657dae03f507
13,20030301,22,23,25,37,38,42,26,0,6,450,66532136000,2000,33266068,downloads/official-1-1237/raw/api-0123.json,11ca32d2b0d265ef02f16a770b60098828a08661d39f99ae93c7657dae03f507
14,20030308,2,6,12,31,33,40,15,4,28,1421,99838648000,2000,49919324,downloads/official-1-1237/raw/api-0123.json,11ca32d2b0d265ef02f16a770b60098828a08661d39f99ae93c7657dae03f507
15,20030315,3,4,16,30,31,37,13,1,16,509,73264910000,2000,36632455,downloads/official-1-1237/raw/api-0123.json,11ca32d2b0d265ef02f16a770b60098828a08661d39f99ae93c7657dae03f507
16,20030322,6,7,24,37,38,40,33,4,12,862,75777348000,2000,37888674,downloads/official-1-1237/raw/api-0123.json,11ca32d2b0d265ef02f16a770b60098828a08661d39f99ae93c7657dae03f507
17,20030329,3,4,9,17,32,37,1,3,9,1142,72718152000,2000,36359076,downloads/official-1-1237/raw/api-0123.json,11ca32d2b0d265ef02f16a770b60098828a08661d39f99ae93c7657dae03f507
18,20030405,3,12,13,19,32,35,29,0,15,664,66371660000,2000,33185830,downloads/official-1-1237/raw/api-0122.json,76ae116eee92011cee8c0c408a14094203b9fb551abe88a8be7fc020fbaaca9d
19,20030412,6,30,38,39,40,43,26,1,14,697,105957818000,2000,52978909,downloads/official-1-1237/raw/api-0122.json,76ae116eee92011cee8c0c408a14094203b9fb551abe88a8be7fc020fbaaca9d
20,20030419,10,14,18,20,23,30,41,1,14,888,81056776000,2000,40528388,downloads/official-1-1237/raw/api-0122.json,76ae116eee92011cee8c0c408a14094203b9fb551abe88a8be7fc020fbaaca9d
21,20030426,6,12,17,18,31,32,21,23,26,2008,84247142000,2000,42123571,downloads/official-1-1237/raw/api-0122.json,76ae116eee92011cee8c0c408a14094203b9fb551abe88a8be7fc020fbaaca9d
22,20030503,4,5,6,8,17,39,25,4,32,827,79455152000,2000,39727576,downloads/official-1-1237/raw/api-0122.json,76ae116eee92011cee8c0c408a14094203b9fb551abe88a8be7fc020fbaaca9d
23,20030510,5,13,17,18,33,42,44,4,23,1372,77374256000,2000,38687128,downloads/official-1-1237/raw/api-0122.json,76ae116eee92011cee8c0c408a14094203b9fb551abe88a8be7fc020fbaaca9d
24,20030517,7,8,27,29,36,43,6,0,18,925,78486634000,2000,39243317,downloads/official-1-1237/raw/api-0122.json,76ae116eee92011cee8c0c408a14094203b9fb551abe88a8be7fc020fbaaca9d
25,20030524,2,4,21,26,43,44,16,2,28,1111,120073768000,2000,60036884,downloads/official-1-1237/raw/api-0122.json,76ae116eee92011cee8c0c408a14094203b9fb551abe88a8be7fc020fbaaca9d
26,20030531,4,5,7,18,20,25,31,5,39,1340,80193026000,2000,40096513,downloads/official-1-1237/raw/api-0122.json,76ae116eee92011cee8c0c408a14094203b9fb551abe88a8be7fc020fbaaca9d
27,20030607,1,20,26,28,37,43,27,2,16,579,76145050000,2000,38072525,downloads/official-1-1237/raw/api-0122.json,76ae116eee92011cee8c0c408a14094203b9fb551abe88a8be7fc020fbaaca9d
28,20030614,9,18,23,25,35,37,1,10,22,1164,75448366000,2000,37724183,downloads/official-1-1237/raw/api-0121.json,5639f373cb78b28c1efa5037ac1d300920d602c0eeedfb1c6565ddff06c0cb81
29,20030621,1,5,13,34,39,40,11,5,17,752,74523120000,2000,37261560,downloads/official-1-1237/raw/api-0121.json,5639f373cb78b28c1efa5037ac1d300920d602c0eeedfb1c6565ddff06c0cb81
30,20030628,8,17,20,35,36,44,4,2,22,872,72399690000,2000,36199845,downloads/official-1-1237/raw/api-0121.json,5639f373cb78b28c1efa5037ac1d300920d602c0eeedfb1c6565ddff06c0cb81
31,20030705,7,9,18,23,28,35,32,2,29,1130,71317306000,2000,35658653,downloads/official-1-1237/raw/api-0121.json,5639f373cb78b28c1efa5037ac1d300920d602c0eeedfb1c6565ddff06c0cb81
32,20030712,6,14,19,25,34,44,11,10,49,1203,71179198000,2000,35589599,downloads/official-1-1237/raw/api-0121.json,5639f373cb78b28c1efa5037ac1d300920d602c0eeedfb1c6565ddff06c0cb81
33,20030719,4,7,32,33,40,41,9,1,41,1063,67457252000,2000,33728626,downloads/official-1-1237/raw/api-0121.json,5639f373cb78b28c1efa5037ac1d300920d602c0eeedfb1c6565ddff06c0cb81
34,20030726,9,26,35,37,40,42,2,5,45,1264,69389894000,2000,34694947,downloads/official-1-1237/raw/api-0121.json,5639f373cb78b28c1efa5037ac1d300920d602c0eeedfb1c6565ddff06c0cb81
35,20030802,2,3,11,26,37,43,39,3,24,933,66143062000,2000,33071531,downloads/official-1-1237/raw/api-0121.json,5639f373cb78b28c1efa5037ac1d300920d602c0eeedfb1c6565ddff06c0cb81
36,20030809,1,10,23,26,28,40,31,1,19,768,66856686000,2000,33428343,downloads/official-1-1237/raw/api-0121.json,5639f373cb78b28c1efa5037ac1d300920d602c0eeedfb1c6565ddff06c0cb81
37,20030816,7,27,30,33,35,37,42,3,20,857,65509794000,2000,32754897,downloads/official-1-1237/raw/api-0121.json,5639f373cb78b28c1efa5037ac1d300920d602c0eeedfb1c6565ddff06c0cb81
38,20030823,16,17,22,30,37,43,36,3,18,679,67369284000,2000,33684642,downloads/official-1-1237/raw/api-0120.json,80f6c459c8f251951c1d2fb82896f473f260bcd001eca89c45fd19a455c1935f
39,20030830,6,7,13,15,21,43,8,6,25,699,66094476000,2000,33047238,downloads/official-1-1237/raw/api-0120.json,80f6c459c8f251951c1d2fb82896f473f260bcd001eca89c45fd19a455c1935f
40,20030906,7,13,18,19,25,26,6,13,44,1055,65699086000,2000,32849543,downloads/official-1-1237/raw/api-0120.json,80f6c459c8f251951c1d2fb82896f473f260bcd001eca89c45fd19a455c1935f
41,20030913,13,20,23,35,38,43,34,0,21,700,57624562000,2000,28812281,downloads/official-1-1237/raw/api-0120.json,80f6c459c8f251951c1d2fb82896f473f260bcd001eca89c45fd19a455c1935f
42,20030920,17,18,19,21,23,32,1,6,35,1405,119909740000,2000,59954870,downloads/official-1-1237/raw/api-0120.json,80f6c459c8f251951c1d2fb82896f473f260bcd001eca89c45fd19a455c1935f
43,20030927,6,31,35,38,39,44,1,1,21,926,74686296000,2000,37343148,downloads/official-1-1237/raw/api-0120.json,80f6c459c8f251951c1d2fb82896f473f260bcd001eca89c45fd19a455c1935f
44,20031004,3,11,21,30,38,45,39,5,23,785,69956950000,2000,34978475,downloads/official-1-1237/raw/api-0120.json,80f6c459c8f251951c1d2fb82896f473f260bcd001eca89c45fd19a455c1935f
45,20031011,1,10,20,27,33,35,17,2,27,890,71216232000,2000,35608116,downloads/official-1-1237/raw/api-0120.json,80f6c459c8f251951c1d2fb82896f473f260bcd001eca89c45fd19a455c1935f
46,20031018,8,13,15,23,31,38,39,3,39,1043,68181568000,2000,34090784,downloads/official-1-1237/raw/api-0120.json,80f6c459c8f251951c1d2fb82896f473f260bcd001eca89c45fd19a455c1935f
47,20031025,14,17,26,31,36,45,27,5,11,902,67756694000,2000,33878347,downloads/official-1-1237/raw/api-0120.json,80f6c459c8f251951c1d2fb82896f473f260bcd001eca89c45fd19a455c1935f
48,20031101,6,10,18,26,37,38,3,6,25,1279,65806832000,2000,32903416,downloads/official-1-1237/raw/api-0119.json,6a5a827d82db7a8ea12380569a970cdedbfe1e4aa909df7a0d8357551ceb7c58
49,20031108,4,7,16,19,33,40,30,7,49,1487,64501142000,2000,32250571,downloads/official-1-1237/raw/api-0119.json,6a5a827d82db7a8ea12380569a970cdedbfe1e4aa909df7a0d8357551ceb7c58
50,20031115,2,10,12,15,22,44,1,3,14,826,65563234000,2000,32781617,downloads/official-1-1237/raw/api-0119.json,6a5a827d82db7a8ea12380569a970cdedbfe1e4aa909df7a0d8357551ceb7c58
51,20031122,2,3,11,16,26,44,35,6,26,961,62553680000,2000,31276840,downloads/official-1-1237/raw/api-0119.json,6a5a827d82db7a8ea12380569a970cdedbfe1e4aa909df7a0d8357551ceb7c58
52,20031129,2,4,15,16,20,29,1,4,13,669,64393446000,2000,32196723,downloads/official-1-1237/raw/api-0119.json,6a5a827d82db7a8ea12380569a970cdedbfe1e4aa909df7a0d8357551ceb7c58
53,20031206,7,8,14,32,33,39,42,3,25,802,64996010000,2000,32498005,downloads/official-1-1237/raw/api-0119.json,6a5a827d82db7a8ea12380569a970cdedbfe1e4aa909df7a0d8357551ceb7c58
54,20031213,1,8,21,27,36,39,37,3,15,719,63833006000,2000,31916503,downloads/official-1-1237/raw/api-0119.json,6a5a827d82db7a8ea12380569a970cdedbfe1e4aa909df7a0d8357551ceb7c58
55,20031220,17,21,31,37,40,44,7,2,24,728,62195764000,2000,31097882,downloads/official-1-1237/raw/api-0119.json,6a5a827d82db7a8ea12380569a970cdedbfe1e4aa909df7a0d8357551ceb7c58
56,20031227,10,14,30,31,33,37,19,4,29,1359,65258932000,2000,32629466,downloads/official-1-1237/raw/api-0119.json,6a5a827d82db7a8ea12380569a970cdedbfe1e4aa909df7a0d8357551ceb7c58
57,20040103,7,10,16,25,29,44,6,4,25,960,70132666000,2000,35066333,downloads/official-1-1237/raw/api-0119.json,6a5a827d82db7a8ea12380569a970cdedbfe1e4aa909df7a0d8357551ceb7c58
58,20040110,10,24,25,33,40,44,1,4,39,1318,66638136000,2000,33319068,downloads/official-1-1237/raw/api-0118.json,f308893605e2e4ee836b686dcfe607c2b682cb7f3293d5dc0f6505cc4d259bd5
59,20040117,6,29,36,39,41,45,13,4,23,651,67563698000,2000,33781849,downloads/official-1-1237/raw/api-0118.json,f308893605e2e4ee836b686dcfe607c2b682cb7f3293d5dc0f6505cc4d259bd5
60,20040124,2,8,25,36,39,42,11,7,27,1088,65405936000,2000,32702968,downloads/official-1-1237/raw/api-0118.json,f308893605e2e4ee836b686dcfe607c2b682cb7f3293d5dc0f6505cc4d259bd5
61,20040131,14,15,19,30,38,43,8,5,11,789,73312994000,2000,36656497,downloads/official-1-1237/raw/api-0118.json,f308893605e2e4ee836b686dcfe607c2b682cb7f3293d5dc0f6505cc4d259bd5
62,20040207,3,8,15,27,29,35,21,1,22,829,66740368000,2000,33370184,downloads/official-1-1237/raw/api-0118.json,f308893605e2e4ee836b686dcfe607c2b682cb7f3293d5dc0f6505cc4d259bd5
63,20040214,3,20,23,36,38,40,5,2,26,824,67074050000,2000,33537025,downloads/official-1-1237/raw/api-0118.json,f308893605e2e4ee836b686dcfe607c2b682cb7f3293d5dc0f6505cc4d259bd5
64,20040221,14,15,18,21,26,36,39,4,11,651,65085154000,2000,32542577,downloads/official-1-1237/raw/api-0118.json,f308893605e2e4ee836b686dcfe607c2b682cb7f3293d5dc0f6505cc4d259bd5
65,20040228,4,25,33,36,40,43,39,4,27,1003,66685144000,2000,33342572,downloads/official-1-1237/raw/api-0118.json,f308893605e2e4ee836b686dcfe607c2b682cb7f3293d5dc0f6505cc4d259bd5
66,20040306,2,3,7,17,22,24,45,4,19,786,63378796000,2000,31689398,downloads/official-1-1237/raw/api-0118.json,f308893605e2e4ee836b686dcfe607c2b682cb7f3293d5dc0f6505cc4d259bd5
67,20040313,3,7,10,15,36,38,33,7,62,972,64314872000,2000,32157436,downloads/official-1-1237/raw/api-0118.json,f308893605e2e4ee836b686dcfe607c2b682cb7f3293d5dc0f6505cc4d259bd5
68,20040320,10,12,15,16,26,39,38,5,20,754,63813236000,2000,31906618,downloads/official-1-1237/raw/api-0117.json,7293aa73828acca49e15653ee0627d108b9f134bb63c7e53e65af6c5e8d72dd9
69,20040327,5,8,14,15,19,39,35,3,20,766,63711302000,2000,31855651,downloads/official-1-1237/raw/api-0117.json,7293aa73828acca49e15653ee0627d108b9f134bb63c7e53e65af6c5e8d72dd9
70,20040403,5,19,22,25,28,43,26,3,14,717,63232578000,2000,31616289,downloads/official-1-1237/raw/api-0117.json,7293aa73828acca49e15653ee0627d108b9f134bb63c7e53e65af6c5e8d72dd9
71,20040410,5,9,12,16,29,41,21,0,28,782,62889986000,2000,31444993,downloads/official-1-1237/raw/api-0117.json,7293aa73828acca49e15653ee0627d108b9f134bb63c7e53e65af6c5e8d72dd9
72,20040417,2,4,11,17,26,27,1,13,44,2510,125651214000,2000,62825607,downloads/official-1-1237/raw/api-0117.json,7293aa73828acca49e15653ee0627d108b9f134bb63c7e53e65af6c5e8d72dd9
73,20040424,3,12,18,32,40,43,38,6,26,1363,72635862000,2000,36317931,downloads/official-1-1237/raw/api-0117.json,7293aa73828acca49e15653ee0627d108b9f134bb63c7e53e65af6c5e8d72dd9
74,20040501,6,15,17,18,35,40,23,3,40,1021,68902158000,2000,34451079,downloads/official-1-1237/raw/api-0117.json,7293aa73828acca49e15653ee0627d108b9f134bb63c7e53e65af6c5e8d72dd9
75,20040508,2,5,24,32,34,44,28,4,19,817,66138372000,2000,33069186,downloads/official-1-1237/raw/api-0117.json,7293aa73828acca49e15653ee0627d108b9f134bb63c7e53e65af6c5e8d72dd9
76,20040515,1,3,15,22,25,37,43,2,17,840,65083924000,2000,32541962,downloads/official-1-1237/raw/api-0117.json,7293aa73828acca49e15653ee0627d108b9f134bb63c7e53e65af6c5e8d72dd9
77,20040522,2,18,29,32,43,44,37,3,19,713,64420666000,2000,32210333,downloads/official-1-1237/raw/api-0117.json,7293aa73828acca49e15653ee0627d108b9f134bb63c7e53e65af6c5e8d72dd9
78,20040529,10,13,25,29,33,35,38,4,22,910,61257794000,2000,30628897,downloads/official-1-1237/raw/api-0116.json,2243957efef0fd9aecb5e56cc4082746b925013aefa42bd99ccc16759dfe4313
79,20040605,3,12,24,27,30,32,14,4,31,1196,60390004000,2000,30195002,downloads/official-1-1237/raw/api-0116.json,2243957efef0fd9aecb5e56cc4082746b925013aefa42bd99ccc16759dfe4313
80,20040612,17,18,24,25,26,30,1,1,16,868,60160440000,2000,30080220,downloads/official-1-1237/raw/api-0116.json,2243957efef0fd9aecb5e56cc4082746b925013aefa42bd99ccc16759dfe4313
81,20040619,5,7,11,13,20,33,6,5,20,1046,60983308000,2000,30491654,downloads/official-1-1237/raw/api-0116.json,2243957efef0fd9aecb5e56cc4082746b925013aefa42bd99ccc16759dfe4313
82,20040626,1,2,3,14,27,42,39,1,20,637,61302808000,2000,30651404,downloads/official-1-1237/raw/api-0116.json,2243957efef0fd9aecb5e56cc4082746b925013aefa42bd99ccc16759dfe4313
83,20040703,6,10,15,17,19,34,14,2,15,851,62512062000,2000,31256031,downloads/official-1-1237/raw/api-0116.json,2243957efef0fd9aecb5e56cc4082746b925013aefa42bd99ccc16759dfe4313
84,20040710,16,23,27,34,42,45,11,2,17,635,62780760000,2000,31390380,downloads/official-1-1237/raw/api-0116.json,2243957efef0fd9aecb5e56cc4082746b925013aefa42bd99ccc16759dfe4313
85,20040717,6,8,13,23,31,36,21,4,31,823,59451304000,2000,29725652,downloads/official-1-1237/raw/api-0116.json,2243957efef0fd9aecb5e56cc4082746b925013aefa42bd99ccc16759dfe4313
86,20040724,2,12,37,39,41,45,33,1,16,611,59835968000,2000,29917984,downloads/official-1-1237/raw/api-0116.json,2243957efef0fd9aecb5e56cc4082746b925013aefa42bd99ccc16759dfe4313
87,20040731,4,12,16,23,34,43,26,11,33,1250,83793642000,2000,41896821,downloads/official-1-1237/raw/api-0116.json,2243957efef0fd9aecb5e56cc4082746b925013aefa42bd99ccc16759dfe4313
88,20040807,1,17,20,24,30,41,27,4,31,1183,51910612000,1000,51910612,downloads/official-1-1237/raw/api-0115.json,bd33285bab4f61349f4e7bcdcb0dfbdb892e4df3c4dbfc2338db88cdb75e8f6a
89,20040814,4,26,28,29,33,40,37,3,30,1340,55102179000,1000,55102179,downloads/official-1-1237/raw/api-0115.json,bd33285bab4f61349f4e7bcdcb0dfbdb892e4df3c4dbfc2338db88cdb75e8f6a
90,20040821,17,20,29,35,38,44,10,4,34,1297,55493544000,1000,55493544,downloads/official-1-1237/raw/api-0115.json,bd33285bab4f61349f4e7bcdcb0dfbdb892e4df3c4dbfc2338db88cdb75e8f6a
91,20040828,1,21,24,26,29,42,27,4,32,1205,59061052000,1000,59061052,downloads/official-1-1237/raw/api-0115.json,bd33285bab4f61349f4e7bcdcb0dfbdb892e4df3c4dbfc2338db88cdb75e8f6a
92,20040904,3,14,24,33,35,36,17,11,50,1623,58296001000,1000,58296001,downloads/official-1-1237/raw/api-0115.json,bd33285bab4f61349f4e7bcdcb0dfbdb892e4df3c4dbfc2338db88cdb75e8f6a
93,20040911,6,22,24,36,38,44,19,6,26,1462,57236313000,1000,57236313,downloads/official-1-1237/raw/api-0115.json,bd33285bab4f61349f4e7bcdcb0dfbdb892e4df3c4dbfc2338db88cdb75e8f6a
94,20040918,5,32,34,40,41,45,6,6,38,1353,57144729000,1000,57144729,downloads/official-1-1237/raw/api-0115.json,bd33285bab4f61349f4e7bcdcb0dfbdb892e4df3c4dbfc2338db88cdb75e8f6a
95,20040925,8,17,27,31,34,43,14,8,48,1728,60077493000,1000,60077493,downloads/official-1-1237/raw/api-0115.json,bd33285bab4f61349f4e7bcdcb0dfbdb892e4df3c4dbfc2338db88cdb75e8f6a
96,20041002,1,3,8,21,22,31,20,7,38,1197,54217572000,1000,54217572,downloads/official-1-1237/raw/api-0115.json,bd33285bab4f61349f4e7bcdcb0dfbdb892e4df3c4dbfc2338db88cdb75e8f6a
97,20041009,6,7,14,15,20,36,3,9,46,1543,57713200000,1000,57713200,downloads/official-1-1237/raw/api-0115.json,bd33285bab4f61349f4e7bcdcb0dfbdb892e4df3c4dbfc2338db88cdb75e8f6a
98,20041016,6,9,16,23,24,32,43,4,45,1880,56231084000,1000,56231084,downloads/official-1-1237/raw/api-0114.json,5fbcea0b168facf78123a48d620359ce4d6531eab07e7634de53ea9524c1ea99
99,20041023,1,3,10,27,29,37,11,6,40,1581,56207491000,1000,56207491,downloads/official-1-1237/raw/api-0114.json,5fbcea0b168facf78123a48d620359ce4d6531eab07e7634de53ea9524c1ea99
100,20041030,1,7,11,23,37,42,6,4,36,1544,56561977000,1000,56561977,downloads/official-1-1237/raw/api-0114.json,5fbcea0b168facf78123a48d620359ce4d6531eab07e7634de53ea9524c1ea99
101,20041106,1,3,17,32,35,45,8,5,38,1405,57585065000,1000,57585065,downloads/official-1-1237/raw/api-0114.json,5fbcea0b168facf78123a48d620359ce4d6531eab07e7634de53ea9524c1ea99
102,20041113,17,22,24,26,35,40,42,9,24,1352,56937962000,1000,56937962,downloads/official-1-1237/raw/api-0114.json,5fbcea0b168facf78123a48d620359ce4d6531eab07e7634de53ea9524c1ea99
103,20041120,5,14,15,27,30,45,10,8,38,1583,57420615000,1000,57420615,downloads/official-1-1237/raw/api-0114.json,5fbcea0b168facf78123a48d620359ce4d6531eab07e7634de53ea9524c1ea99
104,20041127,17,32,33,34,42,44,35,2,23,1293,56533705000,1000,56533705,downloads/official-1-1237/raw/api-0114.json,5fbcea0b168facf78123a48d620359ce4d6531eab07e7634de53ea9524c1ea99
105,20041204,8,10,20,34,41,45,28,4,26,1331,57479716000,1000,57479716,downloads/official-1-1237/raw/api-0114.json,5fbcea0b168facf78123a48d620359ce4d6531eab07e7634de53ea9524c1ea99
106,20041211,4,10,12,22,24,33,29,16,40,2056,57384485000,1000,57384485,downloads/official-1-1237/raw/api-0114.json,5fbcea0b168facf78123a48d620359ce4d6531eab07e7634de53ea9524c1ea99
107,20041218,1,4,5,6,9,31,17,2,35,2181,57545202000,1000,57545202,downloads/official-1-1237/raw/api-0114.json,5fbcea0b168facf78123a48d620359ce4d6531eab07e7634de53ea9524c1ea99
108,20041225,7,18,22,23,29,44,12,7,41,1462,58875228000,1000,58875228,downloads/official-1-1237/raw/api-0113.json,ebb5ae00ad4ece25d39982060a3204c3c3aae14a499c7166492359745f3296c8
109,20050101,1,5,34,36,42,44,33,12,31,1493,62584098000,1000,62584098,downloads/official-1-1237/raw/api-0113.json,ebb5ae00ad4ece25d39982060a3204c3c3aae14a499c7166492359745f3296c8
110,20050108,7,20,22,23,29,43,1,3,38,1392,57625490000,1000,57625490,downloads/official-1-1237/raw/api-0113.json,ebb5ae00ad4ece25d39982060a3204c3c3aae14a499c7166492359745f3296c8
111,20050115,7,18,31,33,36,40,27,6,51,1734,57876999000,1000,57876999,downloads/official-1-1237/raw/api-0113.json,ebb5ae00ad4ece25d39982060a3204c3c3aae14a499c7166492359745f3296c8
112,20050122,26,29,30,33,41,42,43,9,32,1370,59292005000,1000,59292005,downloads/official-1-1237/raw/api-0113.json,ebb5ae00ad4ece25d39982060a3204c3c3aae14a499c7166492359745f3296c8
113,20050129,4,9,28,33,36,45,26,9,43,1479,59258248000,1000,59258248,downloads/official-1-1237/raw/api-0113.json,ebb5ae00ad4ece25d39982060a3204c3c3aae14a499c7166492359745f3296c8
114,20050205,11,14,19,26,28,41,2,6,41,1491,60079401000,1000,60079401,downloads/official-1-1237/raw/api-0113.json,ebb5ae00ad4ece25d39982060a3204c3c3aae14a499c7166492359745f3296c8
115,20050212,1,2,6,9,25,28,31,9,34,1990,59130557000,1000,59130557,downloads/official-1-1237/raw/api-0113.json,ebb5ae00ad4ece25d39982060a3204c3c3aae14a499c7166492359745f3296c8
116,20050219,2,4,25,31,34,37,17,7,56,1735,61606084000,1000,61606084,downloads/official-1-1237/raw/api-0113.json,ebb5ae00ad4ece25d39982060a3204c3c3aae14a499c7166492359745f3296c8
117,20050226,5,10,22,34,36,44,35,9,50,1642,59429610000,1000,59429610,downloads/official-1-1237/raw/api-0113.json,ebb5ae00ad4ece25d39982060a3204c3c3aae14a499c7166492359745f3296c8
118,20050305,3,4,10,17,19,22,38,10,41,1671,57171934000,1000,57171934,downloads/official-1-1237/raw/api-0112.json,34d4dcc191b1a777069e58b4d76a87ca670eb0154a32ede1884f379de87aead1
119,20050312,3,11,13,14,17,21,38,9,49,1936,57800632000,1000,57800632,downloads/official-1-1237/raw/api-0112.json,34d4dcc191b1a777069e58b4d76a87ca670eb0154a32ede1884f379de87aead1
120,20050319,4,6,10,11,32,37,30,3,31,1605,57418983000,1000,57418983,downloads/official-1-1237/raw/api-0112.json,34d4dcc191b1a777069e58b4d76a87ca670eb0154a32ede1884f379de87aead1
121,20050326,12,28,30,34,38,43,9,2,31,1342,57134544000,1000,57134544,downloads/official-1-1237/raw/api-0112.json,34d4dcc191b1a777069e58b4d76a87ca670eb0154a32ede1884f379de87aead1
122,20050402,1,11,16,17,36,40,8,9,38,1403,56171704000,1000,56171704,downloads/official-1-1237/raw/api-0112.json,34d4dcc191b1a777069e58b4d76a87ca670eb0154a32ede1884f379de87aead1
123,20050409,7,17,18,28,30,45,27,5,38,1477,54097448000,1000,54097448,downloads/official-1-1237/raw/api-0112.json,34d4dcc191b1a777069e58b4d76a87ca670eb0154a32ede1884f379de87aead1
124,20050416,4,16,23,25,29,42,1,9,37,1540,54180838000,1000,54180838,downloads/official-1-1237/raw/api-0112.json,34d4dcc191b1a777069e58b4d76a87ca670eb0154a32ede1884f379de87aead1
125,20050423,2,8,32,33,35,36,18,7,36,1444,53149705000,1000,53149705,downloads/official-1-1237/raw/api-0112.json,34d4dcc191b1a777069e58b4d76a87ca670eb0154a32ede1884f379de87aead1
126,20050430,7,20,22,27,40,43,1,9,35,1439,52748965000,1000,52748965,downloads/official-1-1237/raw/api-0112.json,34d4dcc191b1a777069e58b4d76a87ca670eb0154a32ede1884f379de87aead1
127,20050507,3,5,10,29,32,43,35,6,43,1279,50752603000,1000,50752603,downloads/official-1-1237/raw/api-0112.json,34d4dcc191b1a777069e58b4d76a87ca670eb0154a32ede1884f379de87aead1
128,20050514,12,30,34,36,37,45,39,6,23,1192,52310392000,1000,52310392,downloads/official-1-1237/raw/api-0111.json,39319e70380d4d0d817733e341dce0cdf00648b47f1892f97d32922ae7679d9e
129,20050521,19,23,25,28,38,42,17,11,50,1473,51555754000,1000,51555754,downloads/official-1-1237/raw/api-0111.json,39319e70380d4d0d817733e341dce0cdf00648b47f1892f97d32922ae7679d9e
130,20050528,7,19,24,27,42,45,31,4,30,1273,51359012000,1000,51359012,downloads/official-1-1237/raw/api-0111.json,39319e70380d4d0d817733e341dce0cdf00648b47f1892f97d32922ae7679d9e
131,20050604,8,10,11,14,15,21,37,8,33,1645,50231773000,1000,50231773,downloads/official-1-1237/raw/api-0111.json,39319e70380d4d0d817733e341dce0cdf00648b47f1892f97d32922ae7679d9e
132,20050611,3,17,23,34,41,45,43,4,34,1382,49921897000,1000,49921897,downloads/official-1-1237/raw/api-0111.json,39319e70380d4d0d817733e341dce0cdf00648b47f1892f97d32922ae7679d9e
133,20050618,4,7,15,18,23,26,13,8,51,1466,50889926000,1000,50889926,downloads/official-1-1237/raw/api-0111.json,39319e70380d4d0d817733e341dce0cdf00648b47f1892f97d32922ae7679d9e
134,20050625,3,12,20,23,31,35,43,5,50,1433,50445575000,1000,50445575,downloads/official-1-1237/raw/api-0111.json,39319e70380d4d0d817733e341dce0cdf00648b47f1892f97d32922ae7679d9e
135,20050702,6,14,22,28,35,39,16,7,28,1424,51062672000,1000,51062672,downloads/official-1-1237/raw/api-0111.json,39319e70380d4d0d817733e341dce0cdf00648b47f1892f97d32922ae7679d9e
136,20050709,2,16,30,36,41,42,11,6,26,1279,51144633000,1000,51144633,downloads/official-1-1237/raw/api-0111.json,39319e70380d4d0d817733e341dce0cdf00648b47f1892f97d32922ae7679d9e
