round,date,main_1,main_2,main_3,main_4,main_5,main_6,bonus,k1,k2,k3,total_sales_krw,price_per_game_krw,sold_lines,source_file,source_file_sha256
607,20140719,8,14,23,36,38,39,13,4,35,1448,56806213000,1000,56806213,downloads/official-1-1237/raw/api-0064.json,194b2840af3c2b3a4acdd0f940cdde145ac1a84f7fc6208ceea4976d5bacc84e
608,20140726,4,8,18,19,39,44,41,7,32,1516,56146117000,1000,56146117,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
609,20140802,4,8,27,34,39,40,13,2,47,1621,54858201000,1000,54858201,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
610,20140809,14,18,20,23,28,36,33,4,34,1398,56862756000,1000,56862756,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
611,20140816,2,22,27,33,36,37,14,4,47,1486,57411079000,1000,57411079,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
612,20140823,6,9,18,19,25,33,40,11,59,1833,56931314000,1000,56931314,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
613,20140830,7,8,11,16,41,44,35,9,30,1538,57986249000,1000,57986249,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
614,20140906,8,21,25,39,40,44,18,6,46,1523,62301977000,1000,62301977,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
615,20140913,10,17,18,19,23,27,35,9,31,1670,59072378000,1000,59072378,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
616,20140920,5,13,18,23,40,45,3,9,49,1700,60303360000,1000,60303360,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
617,20140927,4,5,11,12,24,27,28,8,43,1993,58958123000,1000,58958123,downloads/official-1-1237/raw/api-0063.json,60c2ff579323d17af910c5fe7a4445db97bc543cebb93673320b997e18acffa2
618,20141004,8,16,25,30,42,43,15,5,45,1581,58550803000,1000,58550803,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
619,20141011,6,8,13,30,35,40,21,3,59,1712,58822925000,1000,58822925,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
620,20141018,2,16,17,32,39,45,40,7,44,1661,58342777000,1000,58342777,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
621,20141025,1,2,6,16,19,42,9,6,62,1555,59407216000,1000,59407216,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
622,20141101,9,15,16,21,28,34,24,9,34,1629,59601329000,1000,59601329,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
623,20141108,7,13,30,39,41,45,25,8,35,1456,58504142000,1000,58504142,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
624,20141115,1,7,19,26,27,35,16,5,61,1574,57832726000,1000,57832726,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
625,20141122,3,6,7,20,21,39,13,5,45,1654,58614979000,1000,58614979,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
626,20141129,13,14,26,33,40,43,15,8,45,1766,58986187000,1000,58986187,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
627,20141206,2,9,22,25,31,45,12,10,35,1532,55981334000,1000,55981334,downloads/official-1-1237/raw/api-0062.json,b82c0ae7be3f55fb63d2e0731c7bc9a967ece1d833e30cd804f41b8c626111d4
628,20141213,1,7,12,15,23,42,11,9,37,1628,57253109000,1000,57253109,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
629,20141220,19,28,31,38,43,44,1,5,34,1321,57618701000,1000,57618701,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
630,20141227,8,17,21,24,27,31,15,3,48,1631,61335894000,1000,61335894,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
631,20150103,1,2,4,23,31,34,8,4,46,1676,65300621000,1000,65300621,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
632,20150110,15,18,21,32,35,44,6,11,52,1645,63066603000,1000,63066603,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
633,20150117,9,12,19,20,39,41,13,12,47,1789,62015797000,1000,62015797,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
634,20150124,4,10,11,12,20,27,38,13,54,2208,63149567000,1000,63149567,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
635,20150131,11,13,25,26,29,33,32,8,35,1650,62429621000,1000,62429621,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
636,20150207,6,7,15,16,20,31,26,8,44,1973,62786394000,1000,62786394,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
637,20150214,3,16,22,37,38,44,23,4,45,1637,63504865000,1000,63504865,downloads/official-1-1237/raw/api-0061.json,beeb3b62aa99387567d5ed5fe49d76bb67a47e6061d2779971474e4b382c8464
638,20150221,7,18,22,24,31,34,6,7,41,1719,64319586000,1000,64319586,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
639,20150228,6,15,22,23,25,32,40,4,45,1628,66202599000,1000,66202599,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
640,20150307,14,15,18,21,26,35,23,9,48,1639,64080502000,1000,64080502,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
641,20150314,11,18,21,36,37,43,12,8,50,1565,63773134000,1000,63773134,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
642,20150321,8,17,18,24,39,45,32,12,62,1815,63544224000,1000,63544224,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
643,20150328,15,24,31,32,33,40,13,6,43,1525,63110068000,1000,63110068,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
644,20150404,5,13,17,23,28,36,8,8,49,1879,61846599000,1000,61846599,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
645,20150411,1,4,16,26,40,41,31,4,28,1766,62661756000,1000,62661756,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
646,20150418,2,9,24,41,43,45,30,7,36,1522,62308090000,1000,62308090,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
647,20150425,5,16,21,23,24,30,29,7,44,1596,62314338000,1000,62314338,downloads/official-1-1237/raw/api-0060.json,3ece4d5e22b3f4d2e693d2738612b0ee8fcde4c90a0d1bf8a82f5b6254cf1a8f
648,20150502,13,19,28,37,38,43,4,7,45,1631,60874405000,1000,60874405,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
649,20150509,3,21,22,33,41,42,20,5,45,1689,60473178000,1000,60473178,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
650,20150516,3,4,7,11,31,41,35,5,45,1814,60991082000,1000,60991082,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
651,20150523,11,12,16,26,29,44,18,8,35,1684,61494891000,1000,61494891,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
652,20150530,3,13,15,40,41,44,20,5,36,1504,60426977000,1000,60426977,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
653,20150606,5,6,26,27,38,39,1,14,56,1997,59716037000,1000,59716037,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
654,20150613,16,21,26,31,36,43,6,8,69,1787,60697813000,1000,60697813,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
655,20150620,7,37,38,39,40,44,18,9,41,1610,60434801000,1000,60434801,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
656,20150627,3,7,14,16,31,40,39,2,48,1747,61328118000,1000,61328118,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
657,20150704,10,14,19,39,40,43,23,9,52,1562,61769837000,1000,61769837,downloads/official-1-1237/raw/api-0059.json,59226054c9fa8455c2c473f121bd6c7ad4eae7d138030cb877e310057ddead81
658,20150711,8,19,25,28,32,36,37,9,38,1678,61131243000,1000,61131243,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
659,20150718,7,18,19,27,29,42,45,11,40,1765,61677747000,1000,61677747,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
660,20150725,4,9,23,33,39,44,14,10,48,1951,60813322000,1000,60813322,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
661,20150801,2,3,12,20,27,38,40,8,63,1830,59597375000,1000,59597375,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
662,20150808,5,6,9,11,15,37,26,8,43,1787,59164542000,1000,59164542,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
663,20150815,3,5,8,19,38,42,20,7,60,1627,61100704000,1000,61100704,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
664,20150822,10,20,33,36,41,44,5,10,44,1530,61921689000,1000,61921689,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
665,20150829,5,6,11,17,38,44,13,4,30,1790,61885874000,1000,61885874,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
666,20150905,2,4,6,11,17,28,16,6,47,1947,62652917000,1000,62652917,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
667,20150912,15,17,25,37,42,43,13,7,40,1543,63421632000,1000,63421632,downloads/official-1-1237/raw/api-0058.json,5a4b06fcdffd5d61612a00ea8f1444d25f367b086e9528c2baa694af62588419
668,20150919,12,14,15,24,27,32,3,5,56,1873,63346405000,1000,63346405,downloads/official-1-1237/raw/api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
669,20150926,7,8,20,29,33,38,9,6,52,1949,67952211000,1000,67952211,downloads/official-1-1237/raw/api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
670,20151003,11,18,26,27,40,41,25,12,39,2145,62242687000,1000,62242687,downloads/official-1-1237/raw/api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
671,20151010,7,9,10,13,31,35,24,4,48,1778,63940807000,1000,63940807,downloads/official-1-1237/raw/api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
672,20151017,8,21,28,31,36,45,43,9,46,1629,63542330000,1000,63542330,downloads/official-1-1237/raw/api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
673,20151024,7,10,17,29,33,44,5,10,35,1864,63163578000,1000,63163578,downloads/official-1-1237/raw/api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
674,20151031,9,10,14,25,27,31,11,8,48,1846,61386974000,1000,61386974,downloads/official-1-1237/raw/api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
675,20151107,1,8,11,15,18,45,7,4,65,1806,60458623000,1000,60458623,downloads/official-1-1237/raw/api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
676,20151114,1,8,17,34,39,45,27,8,63,1665,62147642000,1000,62147642,downloads/official-1-1237/raw/api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
677,20151121,12,15,24,36,41,44,42,8,37,1701,62267624000,1000,62267624,downloads/official-1-1237/raw/api-0057.json,5dc44b3fe495c23f7b67deadb258fd203af82861f23f76e56378d295f6d4f9cf
678,20151128,4,5,6,12,25,37,45,6,41,1855,60887293000,1000,60887293,downloads/official-1-1237/raw/api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
679,20151205,3,5,7,14,26,34,35,5,54,1829,62220918000,1000,62220918,downloads/official-1-1237/raw/api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
680,20151212,4,10,19,29,32,42,30,14,44,1870,64245201000,1000,64245201,downloads/official-1-1237/raw/api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
681,20151219,21,24,27,29,43,44,7,6,37,1441,63268253000,1000,63268253,downloads/official-1-1237/raw/api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
682,20151226,17,23,27,35,38,43,2,4,56,1851,66757858000,1000,66757858,downloads/official-1-1237/raw/api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
683,20160102,6,13,20,27,28,40,15,16,45,2704,71940091000,1000,71940091,downloads/official-1-1237/raw/api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
684,20160109,1,11,15,17,25,39,40,9,62,1968,66623887000,1000,66623887,downloads/official-1-1237/raw/api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
685,20160116,6,7,12,28,38,40,18,11,52,1910,69126675000,1000,69126675,downloads/official-1-1237/raw/api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
686,20160123,7,12,15,24,25,43,13,8,36,1863,65274010000,1000,65274010,downloads/official-1-1237/raw/api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
687,20160130,1,8,10,13,28,42,45,6,38,1780,68044669000,1000,68044669,downloads/official-1-1237/raw/api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
688,20160206,5,15,22,23,34,35,2,9,53,2107,73095612000,1000,73095612,downloads/official-1-1237/raw/api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
689,20160213,7,17,19,30,36,38,34,7,44,1809,67460147000,1000,67460147,downloads/official-1-1237/raw/api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
690,20160220,24,25,33,34,38,39,43,15,34,1772,69142025000,1000,69142025,downloads/official-1-1237/raw/api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
691,20160227,15,27,33,35,43,45,16,6,31,1708,68590328000,1000,68590328,downloads/official-1-1237/raw/api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
692,20160305,3,11,14,15,32,36,44,7,44,1770,66390499000,1000,66390499,downloads/official-1-1237/raw/api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
693,20160312,1,6,11,28,34,42,30,10,43,1692,67352935000,1000,67352935,downloads/official-1-1237/raw/api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
694,20160319,7,15,20,25,33,43,12,10,78,2286,67533257000,1000,67533257,downloads/official-1-1237/raw/api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
695,20160326,4,18,26,33,34,38,14,11,66,1979,67672085000,1000,67672085,downloads/official-1-1237/raw/api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
696,20160402,1,7,16,18,34,38,21,10,44,1721,67542971000,1000,67542971,downloads/official-1-1237/raw/api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
697,20160409,2,5,8,11,33,39,31,10,90,1940,66966141000,1000,66966141,downloads/official-1-1237/raw/api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
698,20160416,3,11,13,21,33,37,18,8,48,2088,66283268000,1000,66283268,downloads/official-1-1237/raw/api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
699,20160423,4,5,8,16,21,29,3,8,50,1799,66743146000,1000,66743146,downloads/official-1-1237/raw/api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
700,20160430,11,23,28,29,30,44,13,8,41,1562,66846276000,1000,66846276,downloads/official-1-1237/raw/api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
701,20160507,3,10,14,16,36,38,35,10,40,1659,64454138000,1000,64454138,downloads/official-1-1237/raw/api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
702,20160514,3,13,16,24,26,29,9,11,46,1819,66219854000,1000,66219854,downloads/official-1-1237/raw/api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
703,20160521,10,28,31,33,41,44,21,5,51,1719,65728988000,1000,65728988,downloads/official-1-1237/raw/api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
704,20160528,1,4,8,23,33,42,45,4,47,1906,65930117000,1000,65930117,downloads/official-1-1237/raw/api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
705,20160604,1,6,17,22,28,45,23,4,49,1805,65859843000,1000,65859843,downloads/official-1-1237/raw/api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
706,20160611,3,4,6,10,28,30,37,4,51,2108,65723488000,1000,65723488,downloads/official-1-1237/raw/api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
707,20160618,2,12,19,24,39,44,35,12,74,2006,66813924000,1000,66813924,downloads/official-1-1237/raw/api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
708,20160625,2,10,16,19,34,45,1,4,52,1712,66806307000,1000,66806307,downloads/official-1-1237/raw/api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
709,20160702,10,18,30,36,39,44,32,14,44,1696,65592504000,1000,65592504,downloads/official-1-1237/raw/api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
710,20160709,3,4,9,24,25,33,10,5,57,1990,65083972000,1000,65083972,downloads/official-1-1237/raw/api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
711,20160716,11,15,24,35,37,45,42,7,44,1865,66152746000,1000,66152746,downloads/official-1-1237/raw/api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
712,20160723,17,20,30,31,33,45,19,4,47,1727,66136318000,1000,66136318,downloads/official-1-1237/raw/api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
713,20160730,2,5,15,18,19,23,44,9,50,1791,64646552000,1000,64646552,downloads/official-1-1237/raw/api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
714,20160806,1,7,22,33,37,40,20,7,46,2029,64099989000,1000,64099989,downloads/official-1-1237/raw/api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
715,20160813,2,7,27,33,41,44,10,6,61,1873,65794607000,1000,65794607,downloads/official-1-1237/raw/api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
716,20160820,2,6,13,16,29,30,21,12,35,1743,67040169000,1000,67040169,downloads/official-1-1237/raw/api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
717,20160827,2,11,19,25,28,32,44,6,47,1974,68597839000,1000,68597839,downloads/official-1-1237/raw/api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
718,20160903,4,11,20,23,32,39,40,17,64,2404,69400763000,1000,69400763,downloads/official-1-1237/raw/api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
719,20160910,4,8,13,19,20,43,26,9,58,2020,71378392000,1000,71378392,downloads/official-1-1237/raw/api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
720,20160917,1,12,29,34,36,37,41,14,37,1778,69939090000,1000,69939090,downloads/official-1-1237/raw/api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
721,20160924,1,28,35,41,43,44,31,8,40,1607,71627567000,1000,71627567,downloads/official-1-1237/raw/api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
722,20161001,12,14,21,30,39,43,45,4,46,1688,69446489000,1000,69446489,downloads/official-1-1237/raw/api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
723,20161008,20,30,33,35,36,44,22,8,40,1777,67750231000,1000,67750231,downloads/official-1-1237/raw/api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
724,20161015,2,8,33,35,37,41,14,12,55,1833,69987274000,1000,69987274,downloads/official-1-1237/raw/api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
725,20161022,6,7,19,21,41,43,38,11,47,1795,70208676000,1000,70208676,downloads/official-1-1237/raw/api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
726,20161029,1,11,21,23,34,44,24,14,56,2099,68799295000,1000,68799295,downloads/official-1-1237/raw/api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
727,20161105,7,8,10,19,21,31,20,14,87,2064,67559139000,1000,67559139,downloads/official-1-1237/raw/api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
728,20161112,3,6,10,30,34,37,36,5,56,1869,68306112000,1000,68306112,downloads/official-1-1237/raw/api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
729,20161119,11,17,21,26,36,45,16,4,35,1875,68784161000,1000,68784161,downloads/official-1-1237/raw/api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
730,20161126,4,10,14,15,18,22,39,8,45,1741,66934105000,1000,66934105,downloads/official-1-1237/raw/api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
731,20161203,2,7,13,25,42,45,39,7,45,1908,69239673000,1000,69239673,downloads/official-1-1237/raw/api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
732,20161210,2,4,5,17,27,32,43,7,45,2061,68645948000,1000,68645948,downloads/official-1-1237/raw/api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
733,20161217,11,24,32,33,35,40,13,4,57,1966,69321488000,1000,69321488,downloads/official-1-1237/raw/api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
734,20161224,6,16,37,38,41,45,18,9,36,1758,71457582000,1000,71457582,downloads/official-1-1237/raw/api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
735,20161231,5,10,13,27,37,41,4,10,50,2269,77488209000,1000,77488209,downloads/official-1-1237/raw/api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
736,20170107,2,11,17,18,21,27,6,5,54,2250,73510203000,1000,73510203,downloads/official-1-1237/raw/api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
737,20170114,13,15,18,24,27,41,11,4,48,1937,70775944000,1000,70775944,downloads/official-1-1237/raw/api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
738,20170121,23,27,28,38,42,43,36,11,48,1640,71768122000,1000,71768122,downloads/official-1-1237/raw/api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
739,20170128,7,22,29,33,34,35,30,4,45,1942,77999661000,1000,77999661,downloads/official-1-1237/raw/api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
740,20170204,4,8,9,16,17,19,31,18,43,2447,75186520000,1000,75186520,downloads/official-1-1237/raw/api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
