target_round,source_round,source_main6,pair_completions,vote_counts,candidate_count,candidates_ordered,source_member_candidate_count_r,source_target_intersection_c,research_A,research_B,leftovers,candidate_hit_count,A_exact_hit_count,B_exact_hit_count,future_leakage_flag
946,945,9 10 15 30 33 37,9-10>17;9-15>27;9-30>6;9-33>45;9-37>41;10-15>20;10-30>5;10-33>32;10-37>43;15-30>45;15-33>42;15-37>38;30-33>21;30-37>29;33-37>5,5:2 45:2 6:1 17:1 20:1 21:1 27:1 29:1 32:1 38:1 41:1 42:1 43:1,2,5 45,0,2,,,,0,,,0
947,946,9 18 19 30 34 40,9-18>12;9-19>14;9-30>6;9-34>44;9-40>38;18-19>41;18-30>39;18-34>20;18-40>17;19-30>32;19-34>4;19-40>16;30-34>23;30-40>20;34-40>7,20:2 4:1 6:1 7:1 12:1 14:1 16:1 17:1 23:1 32:1 38:1 39:1 41:1 44:1,1,20,0,0,,,,1,,,0
948,947,3 8 17 20 27 35,3-8>28;3-17>1;3-20>7;3-27>6;3-35>31;8-17>11;8-20>2;8-27>1;8-35>41;17-20>41;17-27>37;17-35>23;20-27>31;20-35>5;27-35>28,1:2 28:2 31:2 41:2 2:1 5:1 6:1 7:1 11:1 23:1 37:1,4,1 28 31 41,0,0,1 28 31,,41,2,1,,0
949,948,13 18 30 31 38 41,13-18>8;13-30>2;13-31>40;13-38>33;13-41>45;18-30>39;18-31>29;18-38>28;18-41>19;30-31>17;30-38>16;30-41>22;31-38>12;31-41>6;38-41>2,2:2 6:1 8:1 12:1 16:1 17:1 19:1 22:1 28:1 29:1 33:1 39:1 40:1 45:1,1,2,0,0,,,,0,,,0
950,949,14 21 35 36 40 44,14-21>13;14-35>38;14-36>37;14-40>33;14-44>29;21-35>19;21-36>6;21-40>29;21-44>22;35-36>13;35-40>15;35-44>2;36-40>8;36-44>10;40-44>12,13:2 29:2 2:1 6:1 8:1 10:1 12:1 15:1 19:1 22:1 33:1 37:1 38:1,2,13 29,0,1,,,,0,,,0
951,950,3 4 15 22 28 40,3-4>26;3-15>24;3-22>11;3-28>8;3-40>41;4-15>17;4-22>10;4-28>7;4-40>43;15-22>14;15-28>11;15-40>35;22-28>40;22-40>28;28-40>22,11:2 7:1 8:1 10:1 14:1 17:1 22:1 24:1 26:1 28:1 35:1 40:1 41:1 43:1,1,11,0,0,,,,0,,,0
952,951,2 12 30 31 39 43,2-12>22;2-30>13;2-31>33;2-39>40;2-43>36;12-30>3;12-31>38;12-39>45;12-43>41;30-31>17;30-39>18;30-43>26;31-39>5;31-43>7;39-43>11,3:1 5:1 7:1 11:1 13:1 17:1 18:1 22:1 26:1 33:1 36:1 38:1 40:1 41:1 45:1,0,,0,1,,,,0,,,0
953,952,4 12 22 24 33 41,4-12>23;4-22>10;4-24>14;4-33>35;4-41>42;12-22>2;12-24>6;12-33>36;12-41>43;22-24>38;22-33>29;22-41>30;24-33>27;24-41>28;33-41>7,2:1 6:1 7:1 10:1 14:1 23:1 27:1 28:1 29:1 30:1 35:1 36:1 38:1 42:1 43:1,0,,0,1,,,,0,,,0
954,953,7 9 22 27 37 42,7-9>23;7-22>37;7-27>2;7-37>22;7-42>32;9-22>5;9-27>15;9-37>41;9-42>36;22-27>32;22-37>7;22-42>17;27-37>17;27-42>12;37-42>2,2:2 17:2 32:2 5:1 7:1 12:1 15:1 22:1 23:1 36:1 37:1 41:1,3,2 17 32,0,1,2 17 32,,,0,0,,0
955,954,1 9 26 28 30 41,1-9>20;1-26>6;1-28>10;1-30>14;1-41>36;9-26>13;9-28>2;9-30>6;9-41>37;26-28>42;26-30>43;26-41>11;28-30>44;28-41>24;30-41>22,6:2 2:1 10:1 11:1 13:1 14:1 20:1 22:1 24:1 36:1 37:1 42:1 43:1 44:1,1,6,0,2,,,,0,,,0
956,955,4 9 23 26 29 33,4-9>29;4-23>12;4-26>3;4-29>9;4-33>35;9-23>7;9-26>13;9-29>4;9-33>45;23-26>32;23-29>41;23-33>28;26-29>35;26-33>25;29-33>22,35:2 3:1 4:1 7:1 9:1 12:1 13:1 22:1 25:1 28:1 29:1 32:1 41:1 45:1,1,35,0,0,,,,0,,,0
957,956,10 11 20 21 25 41,10-11>18;10-20>15;10-21>2;10-25>40;10-41>39;11-20>14;11-21>1;11-25>9;11-41>26;20-21>43;20-25>45;20-41>17;21-25>38;21-41>16;25-41>27,1:1 2:1 9:1 14:1 15:1 16:1 17:1 18:1 26:1 27:1 38:1 39:1 40:1 43:1 45:1,0,,0,0,,,,0,,,0
958,957,4 15 24 35 36 40,4-15>17;4-24>14;4-35>33;4-36>32;4-40>43;15-24>3;15-35>40;15-36>39;15-40>35;24-35>16;24-36>18;24-40>26;35-36>13;35-40>15;36-40>8,3:1 8:1 13:1 14:1 15:1 16:1 17:1 18:1 26:1 32:1 33:1 35:1 39:1 40:1 43:1,0,,0,1,,,,0,,,0
959,958,2 9 10 16 35 37,2-9>28;2-10>21;2-16>15;2-35>44;2-37>42;9-10>17;9-16>8;9-35>43;9-37>41;10-16>7;10-35>45;10-37>43;16-35>24;16-37>28;35-37>6,28:2 43:2 6:1 7:1 8:1 15:1 17:1 21:1 24:1 41:1 42:1 44:1 45:1,2,28 43,0,0,,,,0,,,0
960,959,1 14 15 24 40 41,1-14>30;1-15>23;1-24>2;1-40>37;1-41>36;14-15>22;14-24>4;14-40>33;14-41>32;15-24>3;15-40>35;15-41>34;24-40>26;24-41>28;40-41>3,3:2 2:1 4:1 22:1 23:1 26:1 28:1 30:1 32:1 33:1 34:1 35:1 36:1 37:1,1,3,0,1,,,,0,,,0
961,960,2 18 24 30 32 45,2-18>4;2-24>1;2-30>13;2-32>17;2-45>34;18-24>36;18-30>39;18-32>16;18-45>27;24-30>42;24-32>25;24-45>21;30-32>19;30-45>15;32-45>1,1:2 4:1 13:1 15:1 16:1 17:1 19:1 21:1 25:1 27:1 34:1 36:1 39:1 42:1,1,1,0,0,,,,0,,,0
962,961,11 20 29 31 33 42,11-20>14;11-29>2;11-31>36;11-33>34;11-42>40;20-29>32;20-31>27;20-33>16;20-42>19;29-31>18;29-33>22;29-42>25;31-33>2;31-42>14;33-42>15,2:2 14:2 15:1 16:1 18:1 19:1 22:1 25:1 27:1 32:1 34:1 36:1 40:1,2,2 14,0,1,,,,0,,,0
963,962,1 18 28 31 34 43,1-18>5;1-28>10;1-31>16;1-34>43;1-43>34;18-28>38;18-31>29;18-34>20;18-43>23;28-31>19;28-34>25;28-43>13;31-34>10;31-43>7;34-43>1,10:2 1:1 5:1 7:1 13:1 16:1 19:1 20:1 23:1 25:1 29:1 34:1 38:1 43:1,1,10,0,1,,,,0,,,0
964,963,6 12 19 23 34 42,6-12>24;6-19>2;6-23>10;6-34>38;6-42>45;12-19>11;12-23>4;12-34>35;12-42>27;19-23>36;19-34>4;19-42>20;23-34>30;23-42>16;34-42>8,4:2 2:1 8:1 10:1 11:1 16:1 20:1 24:1 27:1 30:1 35:1 36:1 38:1 45:1,1,4,0,1,,,,0,,,0
965,964,6 21 36 38 39 43,6-21>36;6-36>21;6-38>34;6-39>33;6-43>44;21-36>6;21-38>25;21-39>27;21-43>20;36-38>7;36-39>15;36-43>2;38-39>1;38-43>3;39-43>11,1:1 2:1 3:1 6:1 7:1 11:1 15:1 20:1 21:1 25:1 27:1 33:1 34:1 36:1 44:1,0,,0,1,,,,0,,,0
966,965,2 13 25 28 29 36,2-13>30;2-25>3;2-28>9;2-29>11;2-36>43;13-25>7;13-28>43;13-29>15;13-36>35;25-28>34;25-29>42;25-36>17;28-29>36;28-36>29;29-36>28,43:2 3:1 7:1 9:1 11:1 15:1 17:1 28:1 29:1 30:1 34:1 35:1 36:1 42:1,1,43,0,2,,,,0,,,0
967,966,1 21 25 29 34 37,1-21>11;1-25>4;1-29>12;1-34>43;1-37>40;21-25>38;21-29>40;21-34>17;21-37>23;25-29>42;25-34>28;25-37>19;29-34>24;29-37>30;34-37>13,40:2 4:1 11:1 12:1 13:1 17:1 19:1 23:1 24:1 28:1 30:1 38:1 42:1 43:1,1,40,0,2,,,,1,,,0
968,967,1 6 13 37 38 40,1-6>26;1-13>22;1-37>40;1-38>39;1-40>37;6-13>17;6-37>35;6-38>34;6-40>32;13-37>34;13-38>33;13-40>31;37-38>15;37-40>1;38-40>9,34:2 1:1 9:1 15:1 17:1 22:1 26:1 31:1 32:1 33:1 35:1 37:1 39:1 40:1,1,34,0,0,,,,0,,,0
969,968,2 5 12 14 24 39,2-5>26;2-12>22;2-14>23;2-24>1;2-39>40;5-12>16;5-14>17;5-24>13;5-39>31;12-14>28;12-24>6;12-39>45;14-24>4;14-39>34;24-39>9,1:1 4:1 6:1 9:1 13:1 16:1 17:1 22:1 23:1 26:1 28:1 31:1 34:1 40:1 45:1,0,,0,0,,,,0,,,0
970,969,3 9 10 29 40 45,3-9>21;3-10>29;3-29>10;3-40>41;3-45>36;9-10>17;9-29>4;9-40>38;9-45>33;10-29>3;10-40>25;10-45>35;29-40>21;29-45>16;40-45>5,21:2 3:1 4:1 5:1 10:1 16:1 17:1 25:1 29:1 33:1 35:1 36:1 38:1 41:1,1,21,0,1,,,,1,,,0
971,970,9 11 16 21 28 36,9-11>25;9-16>8;9-21>3;9-28>2;9-36>42;11-16>6;11-21>1;11-28>15;11-36>31;16-21>41;16-28>37;16-36>26;21-28>32;21-36>6;28-36>29,6:2 1:1 2:1 3:1 8:1 15:1 25:1 26:1 29:1 31:1 32:1 37:1 41:1 42:1,1,6,0,1,,,,1,,,0
972,971,2 6 17 18 21 26,2-6>19;2-17>32;2-18>4;2-21>10;2-26>5;6-17>13;6-18>15;6-21>36;6-26>1;17-18>40;17-21>34;17-26>44;18-21>42;18-26>37;21-26>31,1:1 4:1 5:1 10:1 13:1 15:1 19:1 31:1 32:1 34:1 36:1 37:1 40:1 42:1 44:1,0,,0,2,,,,0,,,0
973,972,3 6 17 23 37 39,3-6>27;3-17>1;3-23>13;3-37>44;3-39>42;6-17>13;6-23>10;6-37>35;6-39>33;17-23>35;17-37>27;17-39>16;23-37>21;23-39>25;37-39>8,13:2 27:2 35:2 1:1 8:1 10:1 16:1 21:1 25:1 33:1 42:1 44:1,3,13 27 35,0,1,13 27 35,,,0,0,,0
974,973,22 26 31 37 41 42,22-26>39;22-31>25;22-37>7;22-41>30;22-42>17;26-31>21;26-37>18;26-41>11;26-42>28;31-37>4;31-41>6;31-42>14;37-41>9;37-42>2;41-42>4,4:2 2:1 6:1 7:1 9:1 11:1 14:1 17:1 18:1 21:1 25:1 28:1 30:1 39:1,1,4,0,0,,,,0,,,0
975,974,1 2 11 16 39 44,1-2>24;1-11>21;1-16>31;1-39>38;1-44>33;2-11>29;2-16>15;2-39>40;2-44>35;11-16>6;11-39>43;11-44>38;16-39>17;16-44>27;39-44>4,38:2 4:1 6:1 15:1 17:1 21:1 24:1 27:1 29:1 31:1 33:1 35:1 40:1 43:1,1,38,0,0,,,,0,,,0
976,975,7 8 9 17 22 24,7-8>30;7-9>23;7-17>12;7-22>37;7-24>11;8-9>16;8-17>11;8-22>6;8-24>10;9-17>10;9-22>5;9-24>39;17-22>42;17-24>43;22-24>38,10:2 11:2 5:1 6:1 12:1 16:1 23:1 30:1 37:1 38:1 39:1 42:1 43:1,2,10 11,0,0,,,,0,,,0
977,976,4 12 14 25 35 37,4-12>23;4-14>24;4-25>1;4-35>33;4-37>31;12-14>28;12-25>8;12-35>34;12-37>32;14-25>6;14-35>38;14-37>36;25-35>30;25-37>19;35-37>6,6:2 1:1 8:1 19:1 23:1 24:1 28:1 30:1 31:1 32:1 33:1 34:1 36:1 38:1,1,6,0,1,,,,0,,,0
978,977,2 9 10 14 22 44,2-9>28;2-10>21;2-14>23;2-22>12;2-44>35;9-10>17;9-14>19;9-22>5;9-44>34;10-14>27;10-22>4;10-44>36;14-22>15;14-44>29;22-44>21,21:2 4:1 5:1 12:1 15:1 17:1 19:1 23:1 27:1 28:1 29:1 34:1 35:1 36:1,1,21,0,0,,,,0,,,0
979,978,1 7 15 32 34 42,1-7>19;1-15>23;1-32>45;1-34>43;1-42>35;7-15>26;7-32>42;7-34>40;7-42>32;15-32>43;15-34>41;15-42>33;32-34>3;32-42>7;34-42>8,43:2 3:1 7:1 8:1 19:1 23:1 26:1 32:1 33:1 35:1 40:1 41:1 42:1 45:1,1,43,0,1,,,,0,,,0
980,979,7 11 16 21 27 33,7-11>24;7-16>10;7-21>5;7-27>2;7-33>41;11-16>6;11-21>1;11-27>13;11-33>34;16-21>41;16-27>44;16-33>20;21-27>39;21-33>30;27-33>24,24:2 41:2 1:1 2:1 5:1 6:1 10:1 13:1 20:1 30:1 34:1 39:1 44:1,2,24 41,0,1,,,,1,,,0
981,980,3 13 16 23 24 35,3-13>23;3-16>14;3-23>13;3-24>15;3-35>31;13-16>4;13-23>3;13-24>5;13-35>36;16-23>42;16-24>35;16-35>24;23-24>31;23-35>17;24-35>16,31:2 3:1 4:1 5:1 13:1 14:1 15:1 16:1 17:1 23:1 24:1 35:1 36:1 42:1,1,31,0,0,,,,0,,,0
982,981,27 36 37 41 43 45,27-36>30;27-37>17;27-41>25;27-43>29;27-45>18;36-37>14;36-41>1;36-43>2;36-45>3;37-41>9;37-43>10;37-45>11;41-43>12;41-45>13;43-45>14,14:2 1:1 2:1 3:1 9:1 10:1 11:1 12:1 13:1 17:1 18:1 25:1 29:1 30:1,1,14,0,0,,,,0,,,0
983,982,5 7 13 20 21 44,5-7>21;5-13>24;5-20>35;5-21>7;5-44>41;7-13>25;7-20>3;7-21>5;7-44>45;13-20>12;13-21>14;13-44>42;20-21>43;20-44>23;21-44>22,3:1 5:1 7:1 12:1 14:1 21:1 22:1 23:1 24:1 25:1 35:1 41:1 42:1 43:1 45:1,0,,0,1,,,,0,,,0
984,983,13 23 26 31 35 43,13-23>3;13-26>9;13-31>40;13-35>36;13-43>28;23-26>32;23-31>24;23-35>17;23-43>18;26-31>21;26-35>29;26-43>30;31-35>3;31-43>7;35-43>9,3:2 9:2 7:1 17:1 18:1 21:1 24:1 28:1 29:1 30:1 32:1 36:1 40:1,2,3 9,0,2,,,,1,,,0
985,984,3 10 23 35 36 37,3-10>29;3-23>13;3-35>31;3-36>45;3-37>44;10-23>6;10-35>45;10-36>44;10-37>43;23-35>17;23-36>19;23-37>21;35-36>13;35-37>6;36-37>14,6:2 13:2 44:2 45:2 14:1 17:1 19:1 21:1 29:1 31:1 43:1,4,6 13 44 45,0,1,6 13 44,,45,1,1,,0
986,985,17 21 23 30 34 44,17-21>34;17-23>35;17-30>31;17-34>21;17-44>26;21-23>37;21-30>33;21-34>17;21-44>22;23-30>34;23-34>30;23-44>20;30-34>23;30-44>28;34-44>9,34:2 9:1 17:1 20:1 21:1 22:1 23:1 26:1 28:1 30:1 31:1 33:1 35:1 37:1,1,34,1,0,,,,0,,,0
987,986,7 10 16 28 41 42,7-10>16;7-16>10;7-28>4;7-41>33;7-42>32;10-16>7;10-28>1;10-41>39;10-42>38;16-28>37;16-41>21;16-42>23;28-41>24;28-42>26;41-42>4,4:2 1:1 7:1 10:1 16:1 21:1 23:1 24:1 26:1 32:1 33:1 37:1 38:1 39:1,1,4,0,0,,,,1,,,0
988,987,2 4 15 23 29 38,2-4>18;2-15>16;2-23>14;2-29>11;2-38>41;4-15>17;4-23>12;4-29>9;4-38>45;15-23>1;15-29>13;15-38>37;23-29>41;23-38>8;29-38>17,17:2 41:2 1:1 8:1 9:1 11:1 12:1 13:1 14:1 16:1 18:1 37:1 45:1,2,17 41,0,1,,,,1,,,0
989,988,2 13 20 30 31 41,2-13>30;2-20>8;2-30>13;2-31>33;2-41>38;13-20>12;13-30>2;13-31>40;13-41>45;20-30>40;20-31>27;20-41>17;30-31>17;30-41>22;31-41>6,17:2 40:2 2:1 6:1 8:1 12:1 13:1 22:1 27:1 30:1 33:1 38:1 45:1,2,17 40,0,0,,,,1,,,0
990,989,17 18 21 27 29 33,17-18>40;17-21>34;17-27>37;17-29>38;17-33>19;18-21>42;18-27>45;18-29>31;18-33>3;21-27>39;21-29>40;21-33>30;27-29>43;27-33>24;29-33>22,40:2 3:1 19:1 22:1 24:1 30:1 31:1 34:1 37:1 38:1 39:1 42:1 43:1 45:1,1,40,0,0,,,,0,,,0
991,990,2 4 25 26 36 37,2-4>18;2-25>3;2-26>5;2-36>43;2-37>42;4-25>1;4-26>3;4-36>32;4-37>31;25-26>33;25-36>17;25-37>19;26-36>16;26-37>18;36-37>14,3:2 18:2 1:1 5:1 14:1 16:1 17:1 19:1 31:1 32:1 33:1 42:1 43:1,2,3 18,0,1,,,,1,,,0
992,991,13 18 25 31 33 44,13-18>8;13-25>7;13-31>40;13-33>38;13-44>42;18-25>44;18-31>29;18-33>3;18-44>25;25-31>22;25-33>26;25-44>18;31-33>2;31-44>15;33-44>1,1:1 2:1 3:1 7:1 8:1 15:1 18:1 22:1 25:1 26:1 29:1 38:1 40:1 42:1 44:1,0,,0,2,,,,0,,,0
993,992,12 20 26 33 44 45,12-20>13;12-26>10;12-33>36;12-44>40;12-45>39;20-26>38;20-33>16;20-44>23;20-45>25;26-33>25;26-44>17;26-45>19;33-44>1;33-45>9;44-45>7,25:2 1:1 7:1 9:1 10:1 13:1 16:1 17:1 19:1 23:1 36:1 38:1 39:1 40:1,1,25,0,0,,,,0,,,0
994,993,6 14 16 18 24 42,6-14>25;6-16>11;6-18>15;6-24>12;6-42>45;14-16>3;14-18>7;14-24>4;14-42>31;16-18>32;16-24>35;16-42>23;18-24>36;18-42>21;24-42>30,3:1 4:1 7:1 11:1 12:1 15:1 21:1 23:1 25:1 30:1 31:1 32:1 35:1 36:1 45:1,0,,0,1,,,,0,,,0
995,994,1 3 8 24 27 35,1-3>17;1-8>27;1-24>2;1-27>8;1-35>42;3-8>28;3-24>15;3-27>6;3-35>31;8-24>10;8-27>1;8-35>41;24-27>33;24-35>16;27-35>28,28:2 1:1 2:1 6:1 8:1 10:1 15:1 16:1 17:1 27:1 31:1 33:1 41:1 42:1,1,28,0,1,,,,0,,,0
996,995,1 4 13 29 38 39,1-4>25;1-13>22;1-29>12;1-38>39;1-39>38;4-13>16;4-29>9;4-38>45;4-39>44;13-29>15;13-38>33;13-39>32;29-38>17;29-39>19;38-39>1,1:1 9:1 12:1 15:1 16:1 17:1 19:1 22:1 25:1 32:1 33:1 38:1 39:1 44:1 45:1,0,,0,1,,,,0,,,0
997,996,6 11 15 24 32 39,6-11>16;6-15>18;6-24>12;6-32>40;6-39>33;11-15>28;11-24>7;11-32>35;11-39>43;15-24>3;15-32>43;15-39>36;24-32>25;24-39>9;32-39>13,43:2 3:1 7:1 9:1 12:1 13:1 16:1 18:1 25:1 28:1 33:1 35:1 36:1 40:1,1,43,0,1,,,,0,,,0
998,997,4 7 14 16 24 44,4-7>28;4-14>24;4-16>13;4-24>14;4-44>39;7-14>18;7-16>10;7-24>11;7-44>45;14-16>3;14-24>4;14-44>29;16-24>35;16-44>27;24-44>19,3:1 4:1 10:1 11:1 13:1 14:1 18:1 19:1 24:1 27:1 28:1 29:1 35:1 39:1 45:1,0,,0,0,,,,0,,,0
999,998,13 17 18 20 42 45,13-17>6;13-18>8;13-20>12;13-42>44;13-45>41;17-18>40;17-20>41;17-42>22;17-45>28;18-20>34;18-42>21;18-45>27;20-42>19;20-45>25;42-45>6,6:2 41:2 8:1 12:1 19:1 21:1 22:1 25:1 27:1 28:1 34:1 40:1 44:1,2,6 41,0,1,,,,0,,,0
1000,999,1 3 9 14 18 28,1-3>17;1-9>20;1-14>30;1-18>5;1-28>10;3-9>21;3-14>16;3-18>33;3-28>8;9-14>19;9-18>12;9-28>2;14-18>7;14-28>12;18-28>38,12:2 2:1 5:1 7:1 8:1 10:1 16:1 17:1 19:1 20:1 21:1 30:1 33:1 38:1,1,12,0,0,,,,0,,,0
1001,1000,2 8 19 22 32 42,2-8>20;2-19>6;2-22>12;2-32>17;2-42>37;8-19>15;8-22>6;8-32>44;8-42>34;19-22>43;19-32>30;19-42>20;22-32>27;22-42>17;32-42>7,6:2 17:2 20:2 7:1 12:1 15:1 27:1 30:1 34:1 37:1 43:1 44:1,3,6 17 20,0,1,6 17 20,,,2,2,,0
1002,1001,6 10 12 14 20 42,6-10>23;6-12>24;6-14>25;6-20>4;6-42>45;10-12>26;10-14>27;10-20>15;10-42>38;12-14>28;12-20>13;12-42>27;14-20>11;14-42>31;20-42>19,27:2 4:1 11:1 13:1 15:1 19:1 23:1 24:1 25:1 26:1 28:1 31:1 38:1 45:1,1,27,0,0,,,,0,,,0
1003,1002,17 25 33 35 38 45,17-25>36;17-33>19;17-35>23;17-38>29;17-45>28;25-33>26;25-35>30;25-38>21;25-45>20;33-35>4;33-38>13;33-45>9;35-38>14;35-45>10;38-45>4,4:2 9:1 10:1 13:1 14:1 19:1 20:1 21:1 23:1 26:1 28:1 29:1 30:1 36:1,1,4,0,1,,,,1,,,0
1004,1003,1 4 29 39 43 45,1-4>25;1-29>12;1-39>38;1-43>34;1-45>32;4-29>9;4-39>44;4-43>40;4-45>38;29-39>19;29-43>27;29-45>16;39-43>11;39-45>12;43-45>14,12:2 38:2 9:1 11:1 14:1 16:1 19:1 25:1 27:1 32:1 34:1 40:1 44:1,2,12 38,0,1,,,,0,,,0
1005,1004,7 15 30 37 39 44,7-15>26;7-30>8;7-37>22;7-39>35;7-44>45;15-30>45;15-37>38;15-39>36;15-44>31;30-37>29;30-39>18;30-44>28;37-39>8;37-44>3;39-44>4,8:2 45:2 3:1 4:1 18:1 22:1 26:1 28:1 29:1 31:1 35:1 36:1 38:1,2,8 45,0,0,,,,1,,,0
1006,1005,8 13 18 24 27 29,8-13>18;8-18>13;8-24>10;8-27>1;8-29>5;13-18>8;13-24>5;13-27>11;13-29>15;18-24>36;18-27>45;18-29>31;24-27>33;24-29>34;27-29>43,5:2 1:1 8:1 10:1 11:1 13:1 15:1 18:1 31:1 33:1 34:1 36:1 43:1 45:1,1,5,0,1,,,,0,,,0
1007,1006,8 11 15 16 17 37,8-11>17;8-15>19;8-16>9;8-17>11;8-37>39;11-15>28;11-16>6;11-17>8;11-37>45;15-16>2;15-17>4;15-37>38;16-17>39;16-37>28;17-37>27,28:2 39:2 2:1 4:1 6:1 8:1 9:1 11:1 17:1 19:1 27:1 38:1 45:1,2,28 39,0,3,,,,0,,,0
1008,1007,8 11 16 19 21 25,8-11>17;8-16>9;8-19>15;8-21>4;8-25>12;11-16>6;11-19>12;11-21>1;11-25>9;16-19>40;16-21>41;16-25>43;19-21>35;19-25>37;21-25>38,9:2 12:2 1:1 4:1 6:1 15:1 17:1 35:1 37:1 38:1 40:1 41:1 43:1,2,9 12,0,1,,,,1,,,0
1009,1008,9 11 30 31 41 44,9-11>25;9-30>6;9-31>32;9-41>37;9-44>34;11-30>4;11-31>36;11-41>26;11-44>38;30-31>17;30-41>22;30-44>28;31-41>6;31-44>15;41-44>5,6:2 4:1 5:1 15:1 17:1 22:1 25:1 26:1 28:1 32:1 34:1 36:1 37:1 38:1,1,6,0,1,,,,0,,,0
1010,1009,15 23 29 34 40 44,15-23>1;15-29>13;15-34>41;15-40>35;15-44>31;23-29>41;23-34>30;23-40>27;23-44>20;29-34>24;29-40>21;29-44>14;34-40>7;34-44>9;40-44>12,41:2 1:1 7:1 9:1 12:1 13:1 14:1 20:1 21:1 24:1 27:1 30:1 31:1 35:1,1,41,0,2,,,,0,,,0
1011,1010,9 12 15 25 34 36,9-12>18;9-15>27;9-25>11;9-34>44;9-36>42;12-15>21;12-25>8;12-34>35;12-36>33;15-25>5;15-34>41;15-36>39;25-34>28;25-36>17;34-36>5,5:2 8:1 11:1 17:1 18:1 21:1 27:1 28:1 33:1 35:1 39:1 41:1 42:1 44:1,1,5,0,2,,,,0,,,0
1012,1011,1 9 12 26 35 38,1-9>20;1-12>29;1-26>6;1-35>42;1-38>39;9-12>18;9-26>13;9-35>43;9-38>40;12-26>10;12-35>34;12-38>31;26-35>29;26-38>20;35-38>14,20:2 29:2 6:1 10:1 13:1 14:1 18:1 31:1 34:1 39:1 40:1 42:1 43:1,2,20 29,0,1,,,,1,,,0
1013,1012,5 11 18 20 35 45,5-11>23;5-18>1;5-20>35;5-35>20;5-45>40;11-18>10;11-20>14;11-35>32;11-45>37;18-20>34;18-35>22;18-45>27;20-35>5;20-45>25;35-45>10,10:2 1:1 5:1 14:1 20:1 22:1 23:1 25:1 27:1 32:1 34:1 35:1 37:1 40:1,1,10,0,0,,,,0,,,0
1014,1013,21 22 26 34 36 41,21-22>44;21-26>31;21-34>17;21-36>6;21-41>16;22-26>39;22-34>16;22-36>20;22-41>30;26-34>27;26-36>16;26-41>11;34-36>5;34-41>15;36-41>1,16:3 1:1 5:1 6:1 11:1 15:1 17:1 20:1 27:1 30:1 31:1 39:1 44:1,1,16,0,1,,,,0,,,0
1015,1014,3 11 14 18 26 27,3-11>22;3-14>16;3-18>33;3-26>4;3-27>6;11-14>20;11-18>10;11-26>41;11-27>13;14-18>7;14-26>8;14-27>10;18-26>37;18-27>45;26-27>34,10:2 4:1 6:1 7:1 8:1 13:1 16:1 20:1 22:1 33:1 34:1 37:1 41:1 45:1,1,10,0,1,,,,0,,,0
1016,1015,14 23 31 33 37 40,14-23>2;14-31>42;14-33>40;14-37>36;14-40>33;23-31>24;23-33>28;23-37>21;23-40>27;31-33>2;31-37>4;31-40>13;33-37>5;33-40>14;37-40>1,2:2 1:1 4:1 5:1 13:1 14:1 21:1 24:1 27:1 28:1 33:1 36:1 40:1 42:1,1,2,0,0,,,,0,,,0
1017,1016,15 26 28 34 41 42,15-26>7;15-28>11;15-34>41;15-41>34;15-42>33;26-28>42;26-34>27;26-41>11;26-42>28;28-34>25;28-41>24;28-42>26;34-41>15;34-42>8;41-42>4,11:2 4:1 7:1 8:1 15:1 24:1 25:1 26:1 27:1 28:1 33:1 34:1 41:1 42:1,1,11,0,1,,,,0,,,0
1018,1017,12 18 22 23 30 34,12-18>9;12-22>2;12-23>4;12-30>3;12-34>35;18-22>35;18-23>43;18-30>39;18-34>20;22-23>45;22-30>41;22-34>16;23-30>34;23-34>30;30-34>23,35:2 2:1 3:1 4:1 9:1 16:1 20:1 23:1 30:1 34:1 39:1 41:1 43:1 45:1,1,35,0,0,,,,0,,,0
1019,1018,3 19 21 25 37 45,3-19>5;3-21>9;3-25>2;3-37>44;3-45>36;19-21>35;19-25>37;19-37>25;19-45>26;21-25>38;21-37>23;21-45>24;25-37>19;25-45>20;37-45>11,2:1 5:1 9:1 11:1 19:1 20:1 23:1 24:1 25:1 26:1 35:1 36:1 37:1 38:1 44:1,0,,0,0,,,,0,,,0
1020,1019,1 4 13 17 34 39,1-4>25;1-13>22;1-17>3;1-34>43;1-39>38;4-13>16;4-17>15;4-34>19;4-39>44;13-17>6;13-34>37;13-39>32;17-34>21;17-39>16;34-39>14,16:2 3:1 6:1 14:1 15:1 19:1 21:1 22:1 25:1 32:1 37:1 38:1 43:1 44:1,1,16,0,0,,,,0,,,0
1021,1020,12 27 29 38 41 45,12-27>42;12-29>1;12-38>31;12-41>43;12-45>39;27-29>43;27-38>19;27-41>25;27-45>18;29-38>17;29-41>23;29-45>16;38-41>2;38-45>4;41-45>13,43:2 1:1 2:1 4:1 13:1 16:1 17:1 18:1 19:1 23:1 25:1 31:1 39:1 42:1,1,43,0,3,,,,0,,,0
1022,1021,12 15 17 24 29 45,12-15>21;12-17>7;12-24>6;12-29>1;12-45>39;15-17>4;15-24>3;15-29>13;15-45>30;17-24>43;17-29>38;17-45>28;24-29>34;24-45>21;29-45>16,21:2 1:1 3:1 4:1 6:1 7:1 13:1 16:1 28:1 30:1 34:1 38:1 39:1 43:1,1,21,0,2,,,,0,,,0
