round,date,k1,k2,k3,k4,k5,sales,price,sold_lines,source_file,source_sha256
1022,20220702,5,63,2580,127962,2155059,99233031000,1000,99233031,api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1023,20220709,9,72,2506,127810,2172239,100399659000,1000,100399659,api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1024,20220716,8,63,2616,134065,2224097,100081038000,1000,100081038,api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1025,20220723,4,69,2671,134665,2258426,101318529000,1000,101318529,api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1026,20220730,15,76,2786,138907,2290094,101556379000,1000,101556379,api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1027,20220806,10,83,2700,134097,2217201,101195159000,1000,101195159,api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1028,20220813,20,91,2810,142778,2333653,100613537000,1000,100613537,api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1029,20220820,10,62,2614,125573,2136972,101336312000,1000,101336312,api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1030,20220827,19,104,3278,154929,2473576,104899923000,1000,104899923,api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1031,20220903,8,64,2789,132815,2247015,104316078000,1000,104316078,api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1032,20220910,10,90,3078,149807,2458611,110907011000,1000,110907011,api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1033,20220917,13,79,3083,145505,2376004,104642258000,1000,104642258,api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1034,20220924,9,66,2898,142939,2400364,107150089000,1000,107150089,api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1035,20221001,8,71,2848,141624,2366499,106759523000,1000,106759523,api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1036,20221008,9,64,2593,133443,2231388,103753936000,1000,103753936,api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1037,20221015,15,78,2713,137021,2279500,104840173000,1000,104840173,api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1038,20221022,15,77,3364,154690,2436512,104932409000,1000,104932409,api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1039,20221029,16,80,2773,140403,2359126,105259066000,1000,105259066,api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1040,20221105,7,63,2583,133245,2235373,104007239000,1000,104007239,api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1041,20221112,25,85,3947,167535,2620869,105301601000,1000,105301601,api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1042,20221119,20,100,3567,157156,2462593,106510259000,1000,106510259,api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1043,20221126,17,86,3156,155087,2495858,107045942000,1000,107045942,api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1044,20221203,8,72,2597,134226,2254796,102891973000,1000,102891973,api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1045,20221210,13,67,2699,135872,2280432,105380282000,1000,105380282,api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1046,20221217,12,57,2959,139560,2260269,100923993000,1000,100923993,api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1047,20221224,9,83,2728,139530,2313403,103058179000,1000,103058179,api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1048,20221231,17,102,3817,170086,2721555,117323901000,1000,117323901,api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1049,20230107,15,89,2968,147061,2462622,108444724000,1000,108444724,api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1050,20230114,17,70,2866,144610,2402116,108072602000,1000,108072602,api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1051,20230121,18,70,2824,143314,2477370,119243907000,1000,119243907,api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1052,20230128,11,108,2926,148178,2405830,107565461000,1000,107565461,api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1053,20230204,7,64,2702,136905,2367764,113721665000,1000,113721665,api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1054,20230211,9,66,2714,140308,2407955,113660567000,1000,113660567,api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1055,20230218,11,92,3413,165590,2662001,112488256000,1000,112488256,api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1056,20230225,14,81,3223,150996,2464595,113279615000,1000,113279615,api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1057,20230304,17,664,2962,146471,2461496,112523887000,1000,112523887,api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1058,20230311,13,60,3074,152446,2545208,112041382000,1000,112041382,api-0018.json,ecaabd62f6bb72132bcbac86d7dbadc1b0f0a2697eeff1d979185244aefce627
1059,20230318,13,83,3127,151941,2516955,110846824000,1000,110846824,api-0018.json,ecaabd62f6bb72132bcbac86d7dbadc1b0f0a2697eeff1d979185244aefce627
1060,20230325,28,96,4593,179475,2566118,110677185000,1000,110677185,api-0018.json,ecaabd62f6bb72132bcbac86d7dbadc1b0f0a2697eeff1d979185244aefce627
1061,20230401,11,99,3003,145857,2425576,109909344000,1000,109909344,api-0018.json,ecaabd62f6bb72132bcbac86d7dbadc1b0f0a2697eeff1d979185244aefce627
1062,20230408,7,68,2668,133599,2278058,107109911000,1000,107109911,api-0018.json,ecaabd62f6bb72132bcbac86d7dbadc1b0f0a2697eeff1d979185244aefce627
1063,20230415,7,55,2706,139518,2401618,108347135000,1000,108347135,api-0018.json,ecaabd62f6bb72132bcbac86d7dbadc1b0f0a2697eeff1d979185244aefce627
1064,20230422,19,62,3296,158665,2525390,109427584000,1000,109427584,api-0018.json,ecaabd62f6bb72132bcbac86d7dbadc1b0f0a2697eeff1d979185244aefce627
1065,20230429,14,74,3117,148561,2416212,108181727000,1000,108181727,api-0018.json,ecaabd62f6bb72132bcbac86d7dbadc1b0f0a2697eeff1d979185244aefce627
1066,20230506,15,88,3323,152826,2432046,106440950000,1000,106440950,api-0018.json,ecaabd62f6bb72132bcbac86d7dbadc1b0f0a2697eeff1d979185244aefce627
1067,20230513,13,82,3679,163488,2567588,110703299000,1000,110703299,api-0018.json,ecaabd62f6bb72132bcbac86d7dbadc1b0f0a2697eeff1d979185244aefce627
1068,20230520,19,87,3114,150789,2480427,108988932000,1000,108988932,api-0017.json,247ef312361b1ff92ad8b807f947d3059976ce690045780425f03288beccf89a
1069,20230527,14,79,3006,146335,2419527,108388892000,1000,108388892,api-0017.json,247ef312361b1ff92ad8b807f947d3059976ce690045780425f03288beccf89a
1070,20230603,14,63,2938,142759,2353987,107222802000,1000,107222802,api-0017.json,247ef312361b1ff92ad8b807f947d3059976ce690045780425f03288beccf89a
1071,20230610,5,83,2891,143234,2391950,107362630000,1000,107362630,api-0017.json,247ef312361b1ff92ad8b807f947d3059976ce690045780425f03288beccf89a
1072,20230617,12,93,2872,145504,2400605,108156654000,1000,108156654,api-0017.json,247ef312361b1ff92ad8b807f947d3059976ce690045780425f03288beccf89a
1073,20230624,11,62,2994,146834,2387538,107352123000,1000,107352123,api-0017.json,247ef312361b1ff92ad8b807f947d3059976ce690045780425f03288beccf89a
1074,20230701,12,78,2711,143155,2311622,105744157000,1000,105744157,api-0017.json,247ef312361b1ff92ad8b807f947d3059976ce690045780425f03288beccf89a
1075,20230708,9,160,2750,134529,2267024,105635232000,1000,105635232,api-0017.json,247ef312361b1ff92ad8b807f947d3059976ce690045780425f03288beccf89a
1076,20230715,9,86,3109,148521,2417204,103168694000,1000,103168694,api-0017.json,247ef312361b1ff92ad8b807f947d3059976ce690045780425f03288beccf89a
1077,20230722,7,98,3235,149808,2428987,105927489000,1000,105927489,api-0017.json,247ef312361b1ff92ad8b807f947d3059976ce690045780425f03288beccf89a
1078,20230729,12,77,2691,135352,2334106,105407618000,1000,105407618,api-0016.json,b8be5691eb801f8daafc1c382fadf001e9c7e8b3e3219f165e1ee31b5a7baf0e
1079,20230805,9,85,3212,145773,2344700,103120206000,1000,103120206,api-0016.json,b8be5691eb801f8daafc1c382fadf001e9c7e8b3e3219f165e1ee31b5a7baf0e
1080,20230812,7,82,2720,136257,2254999,104111986000,1000,104111986,api-0016.json,b8be5691eb801f8daafc1c382fadf001e9c7e8b3e3219f165e1ee31b5a7baf0e
1081,20230819,11,92,2923,143152,2390493,106974323000,1000,106974323,api-0016.json,b8be5691eb801f8daafc1c382fadf001e9c7e8b3e3219f165e1ee31b5a7baf0e
1082,20230826,7,62,2768,142123,2390544,107566880000,1000,107566880,api-0016.json,b8be5691eb801f8daafc1c382fadf001e9c7e8b3e3219f165e1ee31b5a7baf0e
1083,20230902,15,72,3274,154536,2501816,108995141000,1000,108995141,api-0016.json,b8be5691eb801f8daafc1c382fadf001e9c7e8b3e3219f165e1ee31b5a7baf0e
1084,20230909,15,107,3003,151391,2512924,109818924000,1000,109818924,api-0016.json,b8be5691eb801f8daafc1c382fadf001e9c7e8b3e3219f165e1ee31b5a7baf0e
1085,20230916,23,80,3471,156670,2475529,106249975000,1000,106249975,api-0016.json,b8be5691eb801f8daafc1c382fadf001e9c7e8b3e3219f165e1ee31b5a7baf0e
1086,20230923,17,67,3270,155241,2500478,109250306000,1000,109250306,api-0016.json,b8be5691eb801f8daafc1c382fadf001e9c7e8b3e3219f165e1ee31b5a7baf0e
1087,20230930,16,71,2989,149854,2506601,113960897000,1000,113960897,api-0016.json,b8be5691eb801f8daafc1c382fadf001e9c7e8b3e3219f165e1ee31b5a7baf0e
1088,20231007,11,94,2991,141487,2352280,109089305000,1000,109089305,api-0015.json,0c0692eee889dc4323acbd678dc9c5d321921ebce004453a0aa7ba866c057704
1089,20231014,9,79,2825,138575,2338390,108725932000,1000,108725932,api-0015.json,0c0692eee889dc4323acbd678dc9c5d321921ebce004453a0aa7ba866c057704
1090,20231021,11,88,2931,143714,2398962,108364862000,1000,108364862,api-0015.json,0c0692eee889dc4323acbd678dc9c5d321921ebce004453a0aa7ba866c057704
1091,20231028,9,65,2873,149578,2481449,109335581000,1000,109335581,api-0015.json,0c0692eee889dc4323acbd678dc9c5d321921ebce004453a0aa7ba866c057704
1092,20231104,16,84,3327,160096,2540721,108970510000,1000,108970510,api-0015.json,0c0692eee889dc4323acbd678dc9c5d321921ebce004453a0aa7ba866c057704
1093,20231111,13,65,2928,141232,2327509,105589036000,1000,105589036,api-0015.json,0c0692eee889dc4323acbd678dc9c5d321921ebce004453a0aa7ba866c057704
1094,20231118,12,87,2725,136802,2278728,104078823000,1000,104078823,api-0015.json,0c0692eee889dc4323acbd678dc9c5d321921ebce004453a0aa7ba866c057704
1095,20231125,10,57,2584,135653,2278659,106160572000,1000,106160572,api-0015.json,0c0692eee889dc4323acbd678dc9c5d321921ebce004453a0aa7ba866c057704
1096,20231202,10,85,2924,141700,2386598,105753078000,1000,105753078,api-0015.json,0c0692eee889dc4323acbd678dc9c5d321921ebce004453a0aa7ba866c057704
1097,20231209,7,67,2631,135670,2317263,108873101000,1000,108873101,api-0015.json,0c0692eee889dc4323acbd678dc9c5d321921ebce004453a0aa7ba866c057704
1098,20231216,13,68,2840,138090,2311866,103850339000,1000,103850339,api-0014.json,d8e8dd4376166899c89b5cf3652e9949df239a1df7fd3196d60afad276c7a628
1099,20231223,9,71,2701,134122,2306011,107510729000,1000,107510729,api-0014.json,d8e8dd4376166899c89b5cf3652e9949df239a1df7fd3196d60afad276c7a628
1100,20231230,13,81,2869,146262,2503154,116187023000,1000,116187023,api-0014.json,d8e8dd4376166899c89b5cf3652e9949df239a1df7fd3196d60afad276c7a628
1101,20240106,13,75,3363,159797,2596082,114758876000,1000,114758876,api-0014.json,d8e8dd4376166899c89b5cf3652e9949df239a1df7fd3196d60afad276c7a628
1102,20240113,20,63,3042,147705,2461606,113178102000,1000,113178102,api-0014.json,d8e8dd4376166899c89b5cf3652e9949df239a1df7fd3196d60afad276c7a628
1103,20240120,17,76,2909,144537,2436768,110195070000,1000,110195070,api-0014.json,d8e8dd4376166899c89b5cf3652e9949df239a1df7fd3196d60afad276c7a628
1104,20240127,15,76,3000,148589,2490276,112449384000,1000,112449384,api-0014.json,d8e8dd4376166899c89b5cf3652e9949df239a1df7fd3196d60afad276c7a628
1105,20240203,15,83,2898,148700,2503114,113295292000,1000,113295292,api-0014.json,d8e8dd4376166899c89b5cf3652e9949df239a1df7fd3196d60afad276c7a628
1106,20240210,11,67,3374,168792,2788452,126617296000,1000,126617296,api-0014.json,d8e8dd4376166899c89b5cf3652e9949df239a1df7fd3196d60afad276c7a628
1107,20240217,14,82,3357,162265,2581512,117664962000,1000,117664962,api-0014.json,d8e8dd4376166899c89b5cf3652e9949df239a1df7fd3196d60afad276c7a628
1108,20240224,14,96,3227,157579,2572268,114578905000,1000,114578905,api-0013.json,02fb59919b32546234d15e4033117a9fae4674f2024d718960c7deb8b2012469
1109,20240302,17,84,3347,180255,2734683,117196327000,1000,117196327,api-0013.json,02fb59919b32546234d15e4033117a9fae4674f2024d718960c7deb8b2012469
1110,20240309,16,118,3654,173234,2747163,115083786000,1000,115083786,api-0013.json,02fb59919b32546234d15e4033117a9fae4674f2024d718960c7deb8b2012469
1111,20240316,16,97,5096,171363,2608760,116382835000,1000,116382835,api-0013.json,02fb59919b32546234d15e4033117a9fae4674f2024d718960c7deb8b2012469
1112,20240323,10,59,3077,148163,2461430,114216084000,1000,114216084,api-0013.json,02fb59919b32546234d15e4033117a9fae4674f2024d718960c7deb8b2012469
1113,20240330,14,57,2936,146997,2444535,113342318000,1000,113342318,api-0013.json,02fb59919b32546234d15e4033117a9fae4674f2024d718960c7deb8b2012469
1114,20240406,17,88,3221,160537,2574463,113597890000,1000,113597890,api-0013.json,02fb59919b32546234d15e4033117a9fae4674f2024d718960c7deb8b2012469
1115,20240413,12,60,3103,158614,2584491,113939215000,1000,113939215,api-0013.json,02fb59919b32546234d15e4033117a9fae4674f2024d718960c7deb8b2012469
1116,20240420,10,114,2896,145548,2444108,110862553000,1000,110862553,api-0013.json,02fb59919b32546234d15e4033117a9fae4674f2024d718960c7deb8b2012469
1117,20240427,9,94,3161,155379,2567618,113895333000,1000,113895333,api-0013.json,02fb59919b32546234d15e4033117a9fae4674f2024d718960c7deb8b2012469
1118,20240504,19,72,3518,145194,2435050,113727120000,1000,113727120,api-0012.json,3098f67653a713b0d231e0cc8b944055e3479cd26bdf12cd6ce1332b56cb9911
1119,20240511,19,97,3108,155000,2560859,111840714000,1000,111840714,api-0012.json,3098f67653a713b0d231e0cc8b944055e3479cd26bdf12cd6ce1332b56cb9911
1120,20240518,11,91,3049,154910,2532990,114804359000,1000,114804359,api-0012.json,3098f67653a713b0d231e0cc8b944055e3479cd26bdf12cd6ce1332b56cb9911
1121,20240525,11,76,2956,148984,2494773,113898519000,1000,113898519,api-0012.json,3098f67653a713b0d231e0cc8b944055e3479cd26bdf12cd6ce1332b56cb9911
1122,20240601,11,99,2932,151473,2540890,115540004000,1000,115540004,api-0012.json,3098f67653a713b0d231e0cc8b944055e3479cd26bdf12cd6ce1332b56cb9911
1123,20240608,16,77,2945,147087,2456500,113142957000,1000,113142957,api-0012.json,3098f67653a713b0d231e0cc8b944055e3479cd26bdf12cd6ce1332b56cb9911
1124,20240615,10,87,3123,158630,2619643,112014841000,1000,112014841,api-0012.json,3098f67653a713b0d231e0cc8b944055e3479cd26bdf12cd6ce1332b56cb9911
1125,20240622,12,78,3066,147313,2442674,109407294000,1000,109407294,api-0012.json,3098f67653a713b0d231e0cc8b944055e3479cd26bdf12cd6ce1332b56cb9911
1126,20240629,11,91,3114,157300,2626764,111998191000,1000,111998191,api-0012.json,3098f67653a713b0d231e0cc8b944055e3479cd26bdf12cd6ce1332b56cb9911
1127,20240706,12,84,3007,145646,2443423,111571373000,1000,111571373,api-0012.json,3098f67653a713b0d231e0cc8b944055e3479cd26bdf12cd6ce1332b56cb9911
1128,20240713,63,77,2987,153592,2545750,111364194000,1000,111364194,api-0011.json,b99a3bd0cd096165ff7f4974d4eddd5f4b0a1397f89ddaadea5211cfb54a01f6
1129,20240720,11,107,3142,154322,2542398,110363498000,1000,110363498,api-0011.json,b99a3bd0cd096165ff7f4974d4eddd5f4b0a1397f89ddaadea5211cfb54a01f6
1130,20240727,12,69,2900,137397,2334975,109515089000,1000,109515089,api-0011.json,b99a3bd0cd096165ff7f4974d4eddd5f4b0a1397f89ddaadea5211cfb54a01f6
1131,20240803,17,56,2861,144842,2471592,109120798000,1000,109120798,api-0011.json,b99a3bd0cd096165ff7f4974d4eddd5f4b0a1397f89ddaadea5211cfb54a01f6
1132,20240810,11,73,3086,148359,2463697,110018123000,1000,110018123,api-0011.json,b99a3bd0cd096165ff7f4974d4eddd5f4b0a1397f89ddaadea5211cfb54a01f6
1133,20240817,13,73,2737,143047,2393005,111210839000,1000,111210839,api-0011.json,b99a3bd0cd096165ff7f4974d4eddd5f4b0a1397f89ddaadea5211cfb54a01f6
1134,20240824,14,97,3961,180353,2807905,111660087000,1000,111660087,api-0011.json,b99a3bd0cd096165ff7f4974d4eddd5f4b0a1397f89ddaadea5211cfb54a01f6
1135,20240831,9,91,3417,163808,2654691,113817137000,1000,113817137,api-0011.json,b99a3bd0cd096165ff7f4974d4eddd5f4b0a1397f89ddaadea5211cfb54a01f6
1136,20240907,12,75,2906,144451,2452383,113031911000,1000,113031911,api-0011.json,b99a3bd0cd096165ff7f4974d4eddd5f4b0a1397f89ddaadea5211cfb54a01f6
1137,20240914,14,111,3323,163296,2737836,119250007000,1000,119250007,api-0011.json,b99a3bd0cd096165ff7f4974d4eddd5f4b0a1397f89ddaadea5211cfb54a01f6
1138,20240921,14,50,2865,145690,2404999,109651510000,1000,109651510,api-0010.json,52019b2093b9ab9be4fd0d3dabf435bf14fd6529449a3aeabe7185b59716acb8
1139,20240928,13,75,3240,163236,2645260,117915887000,1000,117915887,api-0010.json,52019b2093b9ab9be4fd0d3dabf435bf14fd6529449a3aeabe7185b59716acb8
1140,20241005,12,83,3345,158343,2644989,115238556000,1000,115238556,api-0010.json,52019b2093b9ab9be4fd0d3dabf435bf14fd6529449a3aeabe7185b59716acb8
1141,20241012,11,100,3371,165233,2718563,115803173000,1000,115803173,api-0010.json,52019b2093b9ab9be4fd0d3dabf435bf14fd6529449a3aeabe7185b59716acb8
1142,20241019,9,67,2841,146936,2474033,114254355000,1000,114254355,api-0010.json,52019b2093b9ab9be4fd0d3dabf435bf14fd6529449a3aeabe7185b59716acb8
1143,20241026,11,90,3154,156400,2612029,116432896000,1000,116432896,api-0010.json,52019b2093b9ab9be4fd0d3dabf435bf14fd6529449a3aeabe7185b59716acb8
1144,20241102,18,94,3626,172239,2766594,116378514000,1000,116378514,api-0010.json,52019b2093b9ab9be4fd0d3dabf435bf14fd6529449a3aeabe7185b59716acb8
1145,20241109,9,63,3312,164055,2647054,116115162000,1000,116115162,api-0010.json,52019b2093b9ab9be4fd0d3dabf435bf14fd6529449a3aeabe7185b59716acb8
1146,20241116,11,72,3030,158146,2677017,116694743000,1000,116694743,api-0010.json,52019b2093b9ab9be4fd0d3dabf435bf14fd6529449a3aeabe7185b59716acb8
1147,20241123,8,83,3588,173036,2750379,115707061000,1000,115707061,api-0010.json,52019b2093b9ab9be4fd0d3dabf435bf14fd6529449a3aeabe7185b59716acb8
1148,20241130,13,97,3082,154963,2581682,113188640000,1000,113188640,api-0009.json,6546096d96e1f092065c4258be50cf3cb20383dd5de702428a0bd292869274a9
1149,20241207,17,74,2924,145209,2448589,112146718000,1000,112146718,api-0009.json,6546096d96e1f092065c4258be50cf3cb20383dd5de702428a0bd292869274a9
1150,20241214,17,226,3413,166846,2626598,114152034000,1000,114152034,api-0009.json,6546096d96e1f092065c4258be50cf3cb20383dd5de702428a0bd292869274a9
1151,20241221,17,102,3351,163055,2635014,116118444000,1000,116118444,api-0009.json,6546096d96e1f092065c4258be50cf3cb20383dd5de702428a0bd292869274a9
1152,20241228,35,79,3354,146890,2440804,120703009000,1000,120703009,api-0009.json,6546096d96e1f092065c4258be50cf3cb20383dd5de702428a0bd292869274a9
1153,20250104,15,79,3506,167692,2848165,126343367000,1000,126343367,api-0009.json,6546096d96e1f092065c4258be50cf3cb20383dd5de702428a0bd292869274a9
1154,20250111,15,62,3190,154785,2559114,115268257000,1000,115268257,api-0009.json,6546096d96e1f092065c4258be50cf3cb20383dd5de702428a0bd292869274a9
1155,20250118,7,78,3171,160366,2654046,118482730000,1000,118482730,api-0009.json,6546096d96e1f092065c4258be50cf3cb20383dd5de702428a0bd292869274a9
1156,20250125,21,73,3494,162883,2706409,127643987000,1000,127643987,api-0009.json,6546096d96e1f092065c4258be50cf3cb20383dd5de702428a0bd292869274a9
1157,20250201,12,141,4549,201847,3100779,123443439000,1000,123443439,api-0009.json,6546096d96e1f092065c4258be50cf3cb20383dd5de702428a0bd292869274a9
1158,20250208,21,86,3032,155209,2610120,119706159000,1000,119706159,api-0008.json,7cfb909e994f877f4c434092b561dc84f38aaebe1eb4ba05fe7a62b50e00eaec
1159,20250215,23,110,3742,177373,2826061,124802304000,1000,124802304,api-0008.json,7cfb909e994f877f4c434092b561dc84f38aaebe1eb4ba05fe7a62b50e00eaec
1160,20250222,12,84,3176,160611,2681692,123177536000,1000,123177536,api-0008.json,7cfb909e994f877f4c434092b561dc84f38aaebe1eb4ba05fe7a62b50e00eaec
1161,20250301,16,117,4107,181457,2859815,123230590000,1000,123230590,api-0008.json,7cfb909e994f877f4c434092b561dc84f38aaebe1eb4ba05fe7a62b50e00eaec
1162,20250308,36,78,4752,160953,2538565,120578328000,1000,120578328,api-0008.json,7cfb909e994f877f4c434092b561dc84f38aaebe1eb4ba05fe7a62b50e00eaec
1163,20250315,15,75,3386,168204,2795027,122246316000,1000,122246316,api-0008.json,7cfb909e994f877f4c434092b561dc84f38aaebe1eb4ba05fe7a62b50e00eaec
1164,20250322,13,76,3470,170045,2807095,121102645000,1000,121102645,api-0008.json,7cfb909e994f877f4c434092b561dc84f38aaebe1eb4ba05fe7a62b50e00eaec
1165,20250329,13,91,3173,158014,2630455,118112106000,1000,118112106,api-0008.json,7cfb909e994f877f4c434092b561dc84f38aaebe1eb4ba05fe7a62b50e00eaec
1166,20250405,14,80,2803,147837,2456735,116717661000,1000,116717661,api-0008.json,7cfb909e994f877f4c434092b561dc84f38aaebe1eb4ba05fe7a62b50e00eaec
1167,20250412,10,69,2942,157094,2614372,118762131000,1000,118762131,api-0008.json,7cfb909e994f877f4c434092b561dc84f38aaebe1eb4ba05fe7a62b50e00eaec
1168,20250419,13,74,3514,166163,2712545,117811795000,1000,117811795,api-0007.json,03b5974dae3ff96637a1aa3f9ad05b65d5878bb34aea30b9eae3ce6e1e68dc1a
1169,20250426,10,112,3244,160483,2668194,118803195000,1000,118803195,api-0007.json,03b5974dae3ff96637a1aa3f9ad05b65d5878bb34aea30b9eae3ce6e1e68dc1a
1170,20250503,20,103,5668,163866,2637401,116709995000,1000,116709995,api-0007.json,03b5974dae3ff96637a1aa3f9ad05b65d5878bb34aea30b9eae3ce6e1e68dc1a
1171,20250510,21,148,5317,211503,3094806,115285696000,1000,115285696,api-0007.json,03b5974dae3ff96637a1aa3f9ad05b65d5878bb34aea30b9eae3ce6e1e68dc1a
1172,20250517,13,98,3059,152897,2590472,117565241000,1000,117565241,api-0007.json,03b5974dae3ff96637a1aa3f9ad05b65d5878bb34aea30b9eae3ce6e1e68dc1a
1173,20250524,24,94,3139,163678,2689832,118782668000,1000,118782668,api-0007.json,03b5974dae3ff96637a1aa3f9ad05b65d5878bb34aea30b9eae3ce6e1e68dc1a
1174,20250531,15,85,3196,158944,2670129,119020467000,1000,119020467,api-0007.json,03b5974dae3ff96637a1aa3f9ad05b65d5878bb34aea30b9eae3ce6e1e68dc1a
1175,20250607,20,92,3178,164364,2723718,117488305000,1000,117488305,api-0007.json,03b5974dae3ff96637a1aa3f9ad05b65d5878bb34aea30b9eae3ce6e1e68dc1a
1176,20250614,13,89,3533,171545,2746919,115765450000,1000,115765450,api-0007.json,03b5974dae3ff96637a1aa3f9ad05b65d5878bb34aea30b9eae3ce6e1e68dc1a
1177,20250621,6,75,3111,157438,2644128,115411832000,1000,115411832,api-0007.json,03b5974dae3ff96637a1aa3f9ad05b65d5878bb34aea30b9eae3ce6e1e68dc1a
1178,20250628,12,89,3061,157044,2653841,118774279000,1000,118774279,api-0006.json,27f5bf6e444f82bc534b60341b739daed621294b66119f5b1650e02e57742719
1179,20250705,13,63,2989,148832,2516368,115024678000,1000,115024678,api-0006.json,27f5bf6e444f82bc534b60341b739daed621294b66119f5b1650e02e57742719
1180,20250712,11,72,3010,153274,2567395,115377965000,1000,115377965,api-0006.json,27f5bf6e444f82bc534b60341b739daed621294b66119f5b1650e02e57742719
1181,20250719,17,86,3109,155938,2596371,113802682000,1000,113802682,api-0006.json,27f5bf6e444f82bc534b60341b739daed621294b66119f5b1650e02e57742719
1182,20250726,13,79,3015,156025,2616958,115431308000,1000,115431308,api-0006.json,27f5bf6e444f82bc534b60341b739daed621294b66119f5b1650e02e57742719
1183,20250802,13,92,3623,169030,2680548,115605968000,1000,115605968,api-0006.json,27f5bf6e444f82bc534b60341b739daed621294b66119f5b1650e02e57742719
1184,20250809,15,95,3115,155556,2576710,117748924000,1000,117748924,api-0006.json,27f5bf6e444f82bc534b60341b739daed621294b66119f5b1650e02e57742719
1185,20250816,12,79,2903,153798,2566276,117480804000,1000,117480804,api-0006.json,27f5bf6e444f82bc534b60341b739daed621294b66119f5b1650e02e57742719
1186,20250823,14,89,3226,162707,2628810,116690738000,1000,116690738,api-0006.json,27f5bf6e444f82bc534b60341b739daed621294b66119f5b1650e02e57742719
1187,20250830,11,79,3147,152448,2557090,117650847000,1000,117650847,api-0006.json,27f5bf6e444f82bc534b60341b739daed621294b66119f5b1650e02e57742719
1188,20250906,24,111,3713,188314,2901056,116617971000,1000,116617971,api-0005.json,cbd7f91aacf1675f320395f5504a6d5571cb0448f92cf6c8bb4b43af256e4b07
1189,20250913,13,167,3121,152345,2577694,119484685000,1000,119484685,api-0005.json,cbd7f91aacf1675f320395f5504a6d5571cb0448f92cf6c8bb4b43af256e4b07
1190,20250920,6,113,3293,168764,2752776,118368861000,1000,118368861,api-0005.json,cbd7f91aacf1675f320395f5504a6d5571cb0448f92cf6c8bb4b43af256e4b07
